gameID,Home_Predicted_Score,Home_Actual_Score,Away_Predicted_Score,Away_Actual_Score,spread,total,Predicted_Winner,Actual_Winner,Predicted_Spread,Actual_Spread,Predicted_Total,Actual_Total
202112030GSW,109.28,118,107.66,96,-7.5,215.5,home,home,-1.6200000000000045,-22,216.94,214
202212120WAS,116.03,100,112.56,112,5.5,227.5,home,away,-3.469999999999999,12,228.59,212
202210290BRK,117.66,116,116.37,125,-11.5,239.5,home,away,-1.289999999999992,9,234.03,241
202210270BRK,110.71,125,120.12,129,3.0,225.5,away,away,9.41000000000001,4,230.82999999999998,254
202403310HOU,116.73,107,113.24,125,4.0,229.5,home,away,-3.490000000000009,18,229.97,232
202302070NOP,116.07,116,116.3,107,-1.0,237.0,away,home,0.23000000000000398,-9,232.37,223
202402100POR,115.06,84,117.36,93,8.5,219.0,away,away,2.299999999999997,9,232.42000000000002,177
202202090UTA,105.54,111,104.72,85,1.5,224.5,home,home,-0.8200000000000074,-26,210.26,196
202302050IND,111.52,103,114.77,122,4.5,228.5,away,away,3.25,19,226.29,225
202212020CLE,115.54,107,103.44,96,-11.5,212.5,home,home,-12.100000000000009,-11,218.98000000000002,203
202302080UTA,118.37,118,114.53,143,-8.5,233.5,home,away,-3.8400000000000034,25,232.9,261
202201130DEN,106.77,140,104.04,108,-10.5,210.5,home,home,-2.7299999999999898,-32,210.81,248
202311180CHI,105.48,102,112.5,97,2.0,212.0,away,home,7.019999999999996,-5,217.98000000000002,199
202311290MEM,117.24,105,115.99,91,-2.5,223.5,home,home,-1.25,-14,233.23,196
202303100PHI,117.51,120,109.77,119,-7.5,235.5,home,home,-7.740000000000009,-1,227.28,239
202112130DEN,114.0,113,108.79,107,-3.5,215.5,home,home,-5.209999999999994,-6,222.79000000000002,220
202204050DEN,120.83,97,116.97,116,-9.0,235.0,home,away,-3.8599999999999994,19,237.8,213
202403250ATL,113.17,120,110.91,118,10.5,225.0,home,home,-2.260000000000005,-2,224.07999999999998,238
202301290MIL,117.59,135,111.69,110,-10.5,229.0,home,home,-5.900000000000006,-25,229.28,245
202203190WAS,118.03,127,112.45,119,2.0,230.0,home,home,-5.579999999999998,-8,230.48000000000002,246
202311260ORL,115.76,130,110.67,117,-6.5,228.5,home,home,-5.090000000000003,-13,226.43,247
202212160DET,113.58,113,117.0,122,6.5,238.0,away,away,3.4200000000000017,9,230.57999999999998,235
202111120MEM,109.46,94,110.3,119,23.5,217.5,away,away,0.8400000000000034,25,219.76,213
202212210HOU,108.14,110,111.67,116,-1.0,223.5,away,away,3.530000000000001,6,219.81,226
202403180SAC,115.46,121,109.52,111,-11.5,220.5,home,home,-5.939999999999998,-10,224.98,232
202311250OKC,123.73,123,113.8,127,1.0,230.5,home,away,-9.930000000000007,4,237.53,250
202312020LAL,112.57,107,107.94,97,-4.5,226.5,home,home,-4.6299999999999955,-10,220.51,204
202401010MIL,124.47,113,118.83,122,-8.0,261.5,home,away,-5.640000000000001,9,243.3,235
202402280TOR,112.35,125,119.51,136,3.5,245.5,away,away,7.160000000000011,11,231.86,261
202212150MEM,115.86,142,110.53,101,-3.0,226.5,home,home,-5.329999999999998,-41,226.39,243
202202160ORL,110.0,109,115.09,130,7.5,227.5,away,away,5.090000000000003,21,225.09,239
202212300MIL,114.97,123,112.31,114,-7.5,229.0,home,home,-2.6599999999999966,-9,227.28,237
202404010CHI,117.58,101,114.65,113,-2.0,221.0,home,away,-2.9299999999999926,12,232.23000000000002,214
202402050NOP,119.35,138,110.24,100,-10.5,232.0,home,home,-9.11,-38,229.58999999999997,238
202401040GSW,118.76,127,119.11,130,4.0,234.0,away,away,0.3499999999999943,3,237.87,257
202303220MIL,125.04,130,116.02,94,-19.0,238.0,home,home,-9.02000000000001,-36,241.06,224
202303090MEM,118.51,131,113.34,110,3.0,236.0,home,home,-5.170000000000002,-21,231.85000000000002,241
202112180UTA,120.44,103,107.41,109,-13.5,224.5,home,away,-13.030000000000001,6,227.85,212
202312060WAS,118.04,126,123.36,131,8.5,234.5,away,away,5.319999999999993,5,241.4,257
202201050BOS,114.73,97,111.47,99,-6.5,222.5,home,away,-3.260000000000005,2,226.2,196
202303260TOR,117.14,114,108.35,104,-10.0,220.5,home,home,-8.790000000000006,-10,225.49,218
202401050CHI,109.94,104,103.71,91,-8.5,217.5,home,home,-6.230000000000004,-13,213.64999999999998,195
202404020SAC,111.54,109,106.99,95,-2.5,222.0,home,home,-4.550000000000011,-14,218.53,204
202401270BRK,116.44,106,112.66,104,-4.5,220.5,home,home,-3.780000000000001,-2,229.1,210
202301170SAS,117.51,106,118.75,98,2.0,228.0,away,home,1.2399999999999949,-8,236.26,204
202111170DET,104.49,97,106.96,89,-8.5,188.5,away,home,2.469999999999999,-8,211.45,186
202211120NOP,117.24,119,110.06,106,-10.5,233.0,home,home,-7.179999999999993,-13,227.3,225
202212250BOS,115.39,139,111.76,118,-5.5,226.5,home,home,-3.6299999999999955,-21,227.15,257
202202040UTA,115.12,125,108.32,102,-7.5,229.5,home,home,-6.800000000000011,-23,223.44,227
202303130SAC,118.52,124,123.44,133,3.5,246.5,away,away,4.920000000000002,9,241.95999999999998,257
202211250SAS,110.97,94,116.08,105,4.0,235.0,away,away,5.109999999999999,11,227.05,199
202401070SAC,119.28,100,119.18,133,-4.5,233.5,home,away,-0.09999999999999432,33,238.46,233
202403130NOP,113.86,95,109.63,116,-6.0,218.0,home,away,-4.230000000000004,21,223.49,211
202212200NYK,114.76,132,108.79,94,-6.0,220.5,home,home,-5.969999999999999,-38,223.55,226
202402040OKC,116.43,135,104.86,127,-8.5,235.5,home,home,-11.570000000000007,-8,221.29000000000002,262
202312220HOU,119.05,122,118.8,96,-8.5,222.5,home,home,-0.25,-26,237.85,218
202111090UTA,113.91,110,105.72,98,-11.5,208.5,home,home,-8.189999999999998,-12,219.63,208
202211160WAS,114.66,120,107.19,121,-5.0,230.0,home,away,-7.469999999999999,1,221.85,241
202301300BRK,119.45,121,119.72,104,-9.0,231.0,away,home,0.269999999999996,-17,239.17000000000002,225
202301160MIL,114.83,132,112.67,119,-5.0,228.0,home,home,-2.1599999999999966,-13,227.5,251
202302250DET,111.63,91,117.41,95,7.5,228.5,away,away,5.780000000000001,4,229.04,186
202401010UTA,121.31,127,118.65,90,4.5,247.5,home,home,-2.6599999999999966,-37,239.96,217
202303130HOU,114.37,111,119.11,109,13.0,232.5,away,home,4.739999999999995,-2,233.48000000000002,220
202201010BRK,109.41,116,107.69,120,-14.5,220.0,home,away,-1.7199999999999989,4,217.1,236
202401210ORL,109.08,105,112.25,87,-1.0,214.0,away,home,3.1700000000000017,-18,221.32999999999998,192
202403170LAC,110.38,93,105.5,110,-9.5,221.0,home,away,-4.8799999999999955,17,215.88,203
202302090LAL,113.58,106,119.47,115,8.5,235.0,away,away,5.890000000000001,9,233.05,221
202202150PHI,108.35,87,111.9,135,2.0,209.0,away,away,3.5500000000000114,48,220.25,222
202310300LAL,107.1,106,110.33,103,-3.5,219.5,away,home,3.230000000000004,-3,217.43,209
202311080DEN,114.34,108,112.56,105,-4.5,228.5,home,home,-1.7800000000000011,-3,226.9,213
202303280GSW,116.07,120,113.62,109,-10.5,236.5,home,home,-2.4499999999999886,-11,229.69,229
202211040IND,118.42,101,114.11,99,3.0,224.5,home,home,-4.310000000000002,-2,232.53,200
202310300ATL,115.14,127,112.52,113,2.0,228.0,home,home,-2.6200000000000045,-14,227.66,240
202112230LAL,110.92,110,109.54,138,-1.5,225.5,home,away,-1.3799999999999955,28,220.46,248
202402270OKC,124.55,112,112.57,95,-9.5,233.5,home,home,-11.980000000000004,-17,237.12,207
202301120POR,115.3,113,113.83,119,1.5,224.5,home,away,-1.4699999999999989,6,229.13,232
202301210WAS,114.54,138,108.84,118,-6.5,231.5,home,home,-5.700000000000003,-20,223.38,256
202311040ORL,110.53,120,109.58,101,3.5,222.5,home,home,-0.9500000000000028,-19,220.11,221
202312300CHI,116.65,105,114.73,92,-1.0,225.5,home,home,-1.9200000000000017,-13,231.38,197
202401190POR,115.06,118,114.93,115,8.5,237.5,home,home,-0.12999999999999545,-3,229.99,233
202201210ATL,110.87,110,106.01,108,-1.5,219.5,home,home,-4.859999999999999,-2,216.88,218
202401050IND,126.65,150,124.26,116,-2.5,262.0,home,home,-2.3900000000000006,-34,250.91000000000003,266
202302240MIL,118.97,128,110.64,99,-5.5,223.5,home,home,-8.329999999999998,-29,229.61,227
202404110DET,109.46,105,112.75,127,10.5,220.0,away,away,3.2900000000000063,22,222.20999999999998,232
202112100HOU,114.84,114,111.35,123,9.5,230.5,home,away,-3.490000000000009,9,226.19,237
202401090DAL,118.9,103,112.56,120,-9.5,236.0,home,away,-6.340000000000003,17,231.46,223
202202140DEN,116.3,121,110.84,111,-10.5,222.5,home,home,-5.459999999999994,-10,227.14,232
202202280BRK,112.88,97,113.13,133,3.5,214.5,away,away,0.25,36,226.01,230
202111120HOU,109.78,92,107.15,104,8.5,199.5,home,away,-2.6299999999999955,12,216.93,196
202203180TOR,118.93,123,106.76,128,-8.5,225.5,home,away,-12.170000000000002,5,225.69,251
202301130LAC,114.47,103,111.22,115,-5.0,222.0,home,away,-3.25,12,225.69,218
202303040SAC,121.04,134,119.61,138,-4.0,237.5,home,away,-1.4300000000000068,4,240.65,272
202302230LAL,118.5,124,120.16,111,-6.5,238.5,away,home,1.6599999999999966,-13,238.66,235
202303030CHI,108.32,104,108.4,125,3.5,224.5,away,away,0.0800000000000125,21,216.72,229
202303290BRK,116.49,123,114.9,114,-10.5,231.0,home,home,-1.5899999999999892,-9,231.39,237
202201190LAL,118.21,104,112.26,111,-3.5,223.5,home,away,-5.949999999999989,7,230.47,215
202303270UTA,123.08,103,118.34,117,4.0,234.5,home,away,-4.739999999999995,14,241.42000000000002,220
202302100NOP,107.72,107,107.68,118,3.0,221.5,home,away,-0.03999999999999204,11,215.4,225
202212090NOP,120.76,128,112.56,117,1.0,229.5,home,home,-8.200000000000003,-11,233.32,245
202401220SAC,125.93,122,118.84,107,-8.5,237.5,home,home,-7.090000000000003,-15,244.77,229
202402070WAS,109.98,106,119.49,114,11.5,234.5,away,away,9.509999999999991,8,229.47,220
202203300IND,113.71,118,122.8,125,9.5,237.5,away,away,9.090000000000003,7,236.51,243
202301260HOU,114.57,95,113.66,113,8.5,216.5,home,away,-0.9099999999999966,18,228.23,208
202203140SAC,113.77,112,114.53,103,4.5,237.0,away,home,0.7600000000000051,-9,228.3,215
202312120CHI,115.89,106,116.26,114,6.5,220.0,away,away,0.37000000000000455,8,232.15,220
202303290IND,116.25,136,123.21,149,12.5,237.0,away,away,6.959999999999994,13,239.45999999999998,285
202211280SAC,120.44,117,113.78,122,1.0,234.0,home,away,-6.659999999999997,5,234.22,239
202212100CLE,114.83,110,107.87,102,-4.5,217.5,home,home,-6.959999999999994,-8,222.7,212
202212290BOS,109.49,116,110.97,110,-6.5,218.5,away,home,1.480000000000004,-6,220.45999999999998,226
202311220NOP,116.12,117,113.73,112,1.5,235.0,home,home,-2.3900000000000006,-5,229.85000000000002,229
202311220OKC,120.29,116,107.0,102,-8.0,223.0,home,home,-13.290000000000006,-14,227.29000000000002,218
202112250MIL,109.92,117,111.28,113,-8.0,221.5,away,home,1.3599999999999994,-4,221.2,230
202403220LAL,118.63,101,111.48,94,-7.5,227.5,home,home,-7.1499999999999915,-7,230.11,195
202311300CHI,114.29,120,115.88,113,10.5,226.0,away,home,1.5899999999999892,-7,230.17000000000002,233
202311080DAL,121.27,116,112.26,127,-4.0,225.5,home,away,-9.009999999999991,11,233.53,243
202310270MEM,107.75,104,115.21,108,6.0,221.5,away,away,7.459999999999994,4,222.95999999999998,212
202212230ORL,116.61,133,110.45,113,-6.0,228.0,home,home,-6.159999999999997,-20,227.06,246
202212020SAS,109.03,99,115.8,117,7.5,232.5,away,away,6.769999999999996,18,224.82999999999998,216
202311170ATL,122.41,116,118.82,126,1.5,238.5,home,away,-3.5900000000000034,10,241.23,242
202203020CLE,112.8,98,108.19,119,-4.0,219.5,home,away,-4.609999999999999,21,220.99,217
202301060PHI,114.91,112,112.09,126,-5.0,234.0,home,away,-2.819999999999993,14,227.0,238
202210280MIN,112.97,111,113.17,102,-8.5,233.5,away,home,0.20000000000000284,-9,226.14,213
202203170ORL,112.14,120,108.68,134,-3.0,219.5,home,away,-3.4599999999999937,14,220.82,254
202310270UTA,117.14,120,118.0,118,4.5,227.5,away,home,0.8599999999999994,-2,235.14,238
202303190HOU,112.3,107,111.92,117,5.5,224.5,home,away,-0.37999999999999545,10,224.22,224
202201050MIL,114.92,111,111.9,117,-0.5,225.5,home,away,-3.019999999999996,6,226.82,228
202301310CLE,108.36,97,107.54,100,-4.0,210.5,home,away,-0.8199999999999932,3,215.9,197
202204100DAL,114.85,130,112.18,120,-11.0,224.5,home,home,-2.6699999999999875,-10,227.03,250
202403230ORL,108.81,107,108.63,109,-3.0,219.0,home,away,-0.18000000000000682,2,217.44,216
202401150WAS,118.37,117,119.36,129,-6.0,239.0,away,away,0.9899999999999949,12,237.73000000000002,246
202212270WAS,115.33,116,112.51,111,5.0,225.0,home,home,-2.819999999999993,-5,227.84,227
202210190IND,114.57,107,121.18,114,2.5,229.0,away,away,6.610000000000014,7,235.75,221
202301220DEN,120.16,99,115.58,101,-3.0,233.5,home,away,-4.579999999999998,2,235.74,200
202311010GSW,115.12,102,111.36,101,-6.5,228.0,home,home,-3.760000000000005,-1,226.48000000000002,203
202304070NOP,121.29,113,111.6,105,-8.0,223.5,home,home,-9.690000000000012,-8,232.89,218
202311240NYK,108.87,100,109.72,98,-5.5,209.5,away,home,0.8499999999999943,-2,218.59,198
202201170MIA,112.12,104,105.82,99,-4.0,206.5,home,home,-6.300000000000011,-5,217.94,203
202312260CHI,120.13,118,116.48,113,2.5,238.0,home,home,-3.6499999999999915,-5,236.61,231
202112010MIA,110.42,85,104.16,111,4.5,209.5,home,away,-6.260000000000005,26,214.57999999999998,196
202401200CHI,114.25,125,109.69,96,-7.5,215.5,home,home,-4.560000000000002,-29,223.94,221
202203020MIL,119.3,120,112.54,119,-4.5,227.5,home,home,-6.759999999999991,-1,231.84,239
202401070DEN,120.82,131,114.94,114,-16.0,235.5,home,home,-5.8799999999999955,-17,235.76,245
202301170LAC,113.14,110,116.36,120,-1.0,224.0,away,away,3.219999999999999,10,229.5,230
202302280GSW,122.63,123,121.39,105,-5.0,234.0,home,home,-1.2399999999999949,-18,244.01999999999998,228
202211140GSW,119.42,132,114.26,95,-9.0,234.0,home,home,-5.159999999999997,-37,233.68,227
202201210DEN,114.11,118,114.23,122,-4.5,227.5,away,away,0.12000000000000455,4,228.34,240
202303080LAC,119.39,108,115.42,100,-2.5,231.5,home,home,-3.969999999999999,-8,234.81,208
202301170MIL,115.26,130,115.2,122,-1.5,222.0,home,home,-0.060000000000002274,-8,230.46,252
202401030IND,124.13,142,126.56,130,3.5,258.0,away,home,2.430000000000007,-12,250.69,272
202112180BRK,110.73,93,106.46,100,-5.0,211.5,home,away,-4.27000000000001,7,217.19,193
202403070DAL,116.12,114,112.92,108,-4.5,232.5,home,home,-3.200000000000003,-6,229.04000000000002,222
202201020CLE,112.89,108,107.01,104,-4.5,207.5,home,home,-5.8799999999999955,-4,219.9,212
202202100DAL,110.37,112,104.88,105,-6.5,216.0,home,home,-5.490000000000009,-7,215.25,217
202404120BOS,116.57,131,109.04,98,-7.5,217.5,home,home,-7.529999999999987,-33,225.61,229
202212100GSW,119.31,123,113.51,107,2.5,237.5,home,home,-5.799999999999997,-16,232.82,230
202303200MEM,116.23,112,113.87,108,-4.0,227.5,home,home,-2.3599999999999994,-4,230.10000000000002,220
202111210GSW,116.3,119,105.85,104,-18.5,228.5,home,home,-10.450000000000003,-15,222.14999999999998,223
202202040IND,115.53,115,113.69,122,1.0,229.0,home,away,-1.8400000000000034,7,229.22,237
202304080UTA,117.09,118,111.81,114,10.0,229.0,home,home,-5.280000000000001,-4,228.9,232
202311080BRK,113.36,100,111.54,93,5.5,231.5,home,home,-1.8199999999999932,-7,224.9,193
202312220BRK,115.02,117,118.25,122,5.0,231.5,away,away,3.230000000000004,5,233.26999999999998,239
202203260DEN,119.81,113,117.9,107,-16.5,227.5,home,home,-1.9099999999999966,-6,237.71,220
202312200CLE,118.17,124,109.45,116,-3.5,225.5,home,home,-8.719999999999999,-8,227.62,240
202210310MIL,111.11,110,108.13,108,-12.5,221.5,home,home,-2.980000000000004,-2,219.24,218
202303290PHI,118.07,116,110.58,108,-6.0,233.0,home,home,-7.489999999999995,-8,228.64999999999998,224
202210250NOP,112.84,113,117.22,111,2.5,225.5,away,home,4.3799999999999955,-2,230.06,224
202210300BOS,110.58,112,108.94,94,-9.5,222.0,home,home,-1.6400000000000006,-18,219.51999999999998,206
202401030MIN,111.69,106,109.9,117,-6.0,221.0,home,away,-1.789999999999992,11,221.59,223
202403130IND,121.67,129,110.31,132,-5.0,228.5,home,away,-11.36,3,231.98000000000002,261
202303270NYK,116.3,137,113.45,115,-13.0,228.5,home,home,-2.8499999999999943,-22,229.75,252
202212250NYK,110.86,112,109.62,119,2.0,215.5,home,away,-1.2399999999999949,7,220.48000000000002,231
202202040DET,104.84,93,113.49,102,10.0,214.5,away,away,8.649999999999991,9,218.32999999999998,195
202211280LAL,111.17,115,110.79,116,-3.5,237.5,home,away,-0.37999999999999545,1,221.96,231
202402070BOS,121.42,125,115.22,117,-11.5,240.5,home,home,-6.200000000000003,-8,236.64,242
202401110MIL,117.58,135,124.94,102,-2.5,245.5,away,home,7.359999999999999,-33,242.51999999999998,237
202401070GSW,122.53,118,119.32,133,-2.5,237.5,home,away,-3.210000000000008,15,241.85,251
202112200LAC,108.93,92,109.81,116,-5.5,219.5,away,away,0.8799999999999955,24,218.74,208
202401140POR,109.52,116,118.88,127,14.5,234.0,away,away,9.36,11,228.39999999999998,243
202211280PHI,117.48,104,108.33,101,-2.5,221.0,home,home,-9.150000000000006,-3,225.81,205
202203160GSW,116.55,88,113.87,110,-1.5,220.5,home,away,-2.6799999999999926,22,230.42000000000002,198
202311260MIL,123.35,108,107.87,102,-13.0,231.5,home,home,-15.47999999999999,-6,231.22,210
202302140POR,120.96,101,124.82,126,1.5,236.5,away,away,3.8599999999999994,25,245.77999999999997,227
202303310CLE,112.94,116,110.31,130,-3.5,220.0,home,away,-2.6299999999999955,14,223.25,246
202212010DET,109.18,131,115.66,125,8.0,221.0,away,home,6.47999999999999,-6,224.84,256
202112130IND,107.86,100,106.31,102,4.0,214.5,home,away,-1.5499999999999972,2,214.17000000000002,202
202312110MEM,114.11,113,111.7,120,1.5,227.5,home,away,-2.4099999999999966,7,225.81,233
202112210LAL,107.21,90,107.63,108,7.0,223.5,away,away,0.4200000000000017,18,214.83999999999997,198
202301130MIN,112.66,121,113.17,116,-6.0,222.5,away,home,0.5100000000000051,-5,225.82999999999998,237
202312020UTA,112.55,118,108.22,113,-1.5,217.5,home,home,-4.329999999999998,-5,220.76999999999998,231
202311160MIA,113.11,122,110.87,115,-3.5,214.5,home,home,-2.239999999999995,-7,223.98000000000002,237
202112270MIN,111.6,108,111.92,103,5.0,214.5,away,home,0.3200000000000074,-5,223.51999999999998,211
202401220DAL,115.9,110,119.28,119,-0.5,238.5,away,away,3.3799999999999955,9,235.18,229
202211070DAL,117.85,96,110.41,94,-3.5,201.5,home,home,-7.439999999999998,-2,228.26,190
202302240GSW,126.5,116,116.82,101,-8.5,230.5,home,home,-9.680000000000007,-15,243.32,217
202310270BOS,106.64,119,101.1,111,-8.5,217.5,home,home,-5.540000000000006,-8,207.74,230
202201050SAC,110.43,102,117.85,108,-1.5,227.5,away,away,7.4199999999999875,6,228.28,210
202111220WAS,108.12,103,102.15,109,5.5,213.5,home,away,-5.969999999999999,6,210.27,212
202311280DAL,115.0,121,111.99,115,-4.0,227.5,home,home,-3.010000000000005,-6,226.99,236
202304020NYK,118.56,118,110.58,109,-11.5,221.5,home,home,-7.980000000000004,-9,229.14,227
202210230CLE,113.68,117,111.13,107,1.5,217.5,home,home,-2.5500000000000114,-10,224.81,224
202401270BOS,115.83,96,113.08,115,-7.0,232.0,home,away,-2.75,19,228.91,211
202303090MIL,118.06,118,112.76,113,-10.0,233.5,home,home,-5.299999999999997,-5,230.82,231
202201120SAC,114.21,125,116.68,116,4.5,230.5,away,home,2.470000000000013,-9,230.89,241
202111120SAS,114.9,109,107.52,123,13.5,231.5,home,away,-7.38000000000001,14,222.42000000000002,232
202202060DEN,120.47,124,115.79,104,-8.0,228.5,home,home,-4.679999999999993,-20,236.26,228
202211250LAC,113.41,104,108.11,114,4.0,218.5,home,away,-5.299999999999997,10,221.51999999999998,218
202211180CHI,113.72,107,110.2,108,-8.5,221.0,home,away,-3.519999999999996,1,223.92000000000002,215
202403150NOP,115.0,112,112.96,104,-7.0,218.5,home,home,-2.0400000000000063,-8,227.95999999999998,216
202210280POR,111.7,125,114.27,111,-4.5,222.5,away,home,2.569999999999993,-14,225.97,236
202204080LAL,117.21,120,116.07,101,-6.0,225.0,home,home,-1.1400000000000006,-19,233.27999999999997,221
202203130DET,104.87,102,110.01,106,4.5,217.5,away,away,5.140000000000001,4,214.88,208
202402040MIN,115.46,111,111.55,90,-7.5,220.5,home,home,-3.9099999999999966,-21,227.01,201
202402080NYK,116.12,108,108.76,122,8.5,225.5,home,away,-7.359999999999999,14,224.88,230
202204100HOU,115.4,114,115.12,130,12.0,242.0,home,away,-0.28000000000000114,16,230.52,244
202403250SAC,114.31,108,109.15,96,-7.5,220.0,home,home,-5.159999999999997,-12,223.46,204
202404120NYK,119.75,111,111.17,107,-11.5,211.5,home,home,-8.579999999999998,-4,230.92000000000002,218
202211280NOP,119.37,105,114.4,101,-5.5,233.0,home,home,-4.969999999999999,-4,233.77,206
202303220DAL,120.78,125,119.9,127,3.5,235.5,home,away,-0.8799999999999955,2,240.68,252
202401120CHI,112.99,131,113.27,140,-3.0,228.0,away,away,0.28000000000000114,9,226.26,271
202201170ATL,113.8,121,114.53,114,5.5,230.5,away,home,0.730000000000004,-7,228.32999999999998,235
202202020LAL,111.57,99,108.05,94,-4.0,225.0,home,home,-3.519999999999996,-5,219.62,193
202203140PHI,113.76,110,112.66,114,-3.5,224.0,home,away,-1.1000000000000085,4,226.42000000000002,224
202202170MIL,112.62,120,109.73,123,-10.5,227.5,home,away,-2.8900000000000006,3,222.35000000000002,243
202404020TOR,109.92,111,123.11,128,13.5,236.5,away,away,13.189999999999998,17,233.03,239
202210310LAC,114.35,95,105.88,93,-8.5,225.5,home,home,-8.469999999999999,-2,220.23,188
202301110DET,114.34,135,116.03,118,6.5,233.5,away,home,1.6899999999999977,-17,230.37,253
202311290DET,110.75,107,116.18,133,7.5,229.0,away,away,5.430000000000007,26,226.93,240
202203230DET,116.82,122,112.71,101,5.0,227.5,home,home,-4.109999999999999,-21,229.52999999999997,223
202111140OKC,101.84,96,108.56,120,21.5,219.5,away,away,6.719999999999999,24,210.4,216
202201090ORL,111.28,100,109.52,102,7.5,220.5,home,away,-1.7600000000000051,2,220.8,202
202403030BOS,123.15,140,115.7,88,-8.0,231.0,home,home,-7.450000000000003,-52,238.85000000000002,228
202302260GSW,124.21,109,116.38,104,-2.0,237.0,home,home,-7.829999999999998,-5,240.58999999999997,213
202302120BOS,113.45,119,107.82,109,-3.5,225.0,home,home,-5.63000000000001,-10,221.26999999999998,228
202112110CLE,119.43,117,108.65,103,-6.0,222.5,home,home,-10.780000000000001,-14,228.08,220
202210190MEM,111.6,115,107.53,112,-4.5,226.5,home,home,-4.069999999999993,-3,219.13,227
202312080PHI,127.37,125,121.25,114,-8.5,235.0,home,home,-6.1200000000000045,-11,248.62,239
202302240ATL,116.36,136,114.64,119,2.5,228.5,home,home,-1.7199999999999989,-17,231.0,255
202311050CLE,110.93,115,109.86,104,-1.5,223.0,home,home,-1.0700000000000074,-11,220.79000000000002,219
202301210CLE,117.81,114,114.96,102,-3.0,217.5,home,home,-2.8500000000000085,-12,232.76999999999998,216
202403280NOP,115.27,107,110.92,100,2.0,226.0,home,home,-4.349999999999994,-7,226.19,207
202302250ORL,116.04,108,110.53,121,-3.0,230.5,home,away,-5.510000000000005,13,226.57,229
202203150IND,120.2,102,117.06,135,6.0,236.0,home,away,-3.1400000000000006,33,237.26,237
202402260IND,121.18,122,115.74,130,-5.5,248.5,home,away,-5.440000000000012,8,236.92000000000002,252
202112230DAL,108.78,95,107.68,102,4.0,208.5,home,away,-1.0999999999999943,7,216.46,197
202201170MEM,118.07,119,107.73,106,-9.0,225.0,home,home,-10.33999999999999,-13,225.8,225
202402280DEN,116.82,117,111.19,96,-9.5,226.5,home,home,-5.6299999999999955,-21,228.01,213
202112130LAC,104.39,111,112.0,95,3.0,212.0,away,home,7.609999999999999,-16,216.39,206
202312260DET,117.39,112,120.62,118,6.5,228.5,away,away,3.230000000000004,6,238.01,230
202311280SAC,119.44,124,116.33,123,-2.0,237.5,home,home,-3.1099999999999994,-1,235.76999999999998,247
202312290ATL,124.22,110,124.24,117,1.5,253.0,away,away,0.01999999999999602,7,248.45999999999998,227
202203120UTA,114.33,134,105.99,125,-9.5,228.5,home,home,-8.340000000000003,-9,220.32,259
202112010MIL,116.26,127,112.08,125,-3.5,242.5,home,home,-4.180000000000007,-2,228.34,252
202211160DEN,121.04,103,110.39,106,-2.5,226.5,home,away,-10.650000000000006,3,231.43,209
202402220CLE,116.42,109,109.58,116,-5.0,214.5,home,away,-6.840000000000003,7,226.0,225
202204060CHI,105.36,94,115.65,117,7.5,225.0,away,away,10.290000000000006,23,221.01,211
202301200SAS,115.68,126,116.35,131,7.5,231.0,away,away,0.6699999999999875,5,232.03,257
202304090POR,112.8,101,121.6,157,17.0,234.0,away,away,8.799999999999997,56,234.39999999999998,258
202312310WAS,119.25,126,122.72,130,6.5,252.0,away,away,3.469999999999999,4,241.97,256
202312290WAS,117.38,110,120.53,104,6.0,242.0,away,home,3.1500000000000057,-6,237.91,214
202303070LAL,115.32,112,114.36,103,1.5,224.0,home,home,-0.9599999999999937,-9,229.68,215
202212190MIN,118.79,116,118.02,106,6.0,231.0,home,home,-0.7700000000000102,-10,236.81,222
202112090PHI,106.32,96,107.57,118,3.0,215.5,away,away,1.25,22,213.89,214
202311010BOS,116.52,155,110.89,104,-13.5,233.5,home,home,-5.6299999999999955,-51,227.41,259
202202010SAS,113.45,120,112.7,124,-6.5,219.5,home,away,-0.75,4,226.15,244
202312150MEM,108.78,96,110.74,103,2.5,212.5,away,away,1.9599999999999937,7,219.51999999999998,199
202211030ORL,114.66,130,113.39,129,9.5,226.0,home,home,-1.269999999999996,-1,228.05,259
202311300GSW,117.05,120,116.19,114,-2.0,230.5,home,home,-0.8599999999999994,-6,233.24,234
202401290BRK,113.59,147,110.46,114,0.5,236.5,home,home,-3.1300000000000097,-33,224.05,261
202202250MIN,119.0,102,111.14,133,3.5,228.5,home,away,-7.859999999999999,31,230.14,235
202310250MIA,112.87,103,110.38,102,-9.5,218.5,home,home,-2.490000000000009,-1,223.25,205
202303310BRK,113.88,124,117.01,107,3.5,237.5,away,home,3.1300000000000097,-17,230.89,231
202303130DET,115.49,117,120.2,97,2.5,224.5,away,home,4.710000000000008,-20,235.69,214
202212110DET,116.92,117,114.46,124,5.5,233.0,home,away,-2.460000000000008,7,231.38,241
202301230DET,118.12,130,119.17,150,11.5,236.5,away,away,1.0499999999999972,20,237.29000000000002,280
202201190WAS,117.15,118,112.38,119,-1.0,235.5,home,away,-4.77000000000001,1,229.53,237
202203250POR,111.98,106,119.48,125,4.5,234.0,away,away,7.5,19,231.46,231
202212160CHI,116.85,91,119.83,114,-3.0,225.5,away,away,2.980000000000004,23,236.68,205
202312270ORL,111.84,92,114.42,112,-2.0,228.5,away,away,2.5799999999999983,20,226.26,204
