Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHO,202312180TOR,0,0,39,89,.438,8,32,.250,13,13,1.000,10,26,36,18,8,6,13,19,99,.523,.483,.360,.146,21.7,63.4,41.4,46.2,8.3,10.5,12.1,100.0,102.6,118.2
TOR,202312180TOR,1,1,44,86,.512,8,29,.276,18,22,.818,15,36,51,30,4,4,19,16,114,.596,.558,.337,.256,36.6,78.3,58.6,68.2,4.1,7.0,16.6,100.0,118.2,102.6
MEM,202312180OKC,0,0,30,85,.353,19,54,.352,18,21,.857,7,38,45,25,6,3,22,19,97,.515,.465,.635,.247,14.0,79.2,45.9,83.3,5.7,5.4,18.9,100.0,92.7,110.9
OKC,202312180OKC,1,1,42,92,.457,11,36,.306,21,23,.913,10,43,53,31,11,10,12,18,116,.568,.516,.391,.250,20.8,86.0,54.1,73.8,10.5,32.3,10.5,100.0,110.9,92.7
DAL,202312180DEN,0,0,41,92,.446,13,38,.342,9,19,.474,15,28,43,19,2,0,11,20,104,.518,.516,.413,.207,28.8,75.7,48.3,46.3,2.1,0.0,9.9,100.0,109.6,137.0
DEN,202312180DEN,1,1,49,87,.563,14,26,.538,18,22,.818,9,37,46,29,7,4,9,19,130,.672,.644,.299,.253,24.3,71.2,51.7,59.2,7.4,7.4,8.5,100.0,137.0,109.6
BRK,202312180UTA,0,0,39,90,.433,16,39,.410,14,20,.700,11,25,36,25,4,9,14,17,108,.547,.522,.433,.222,22.0,67.6,41.4,64.1,4.0,15.8,12.4,100.0,108.7,125.9
UTA,202312180UTA,1,1,45,91,.495,14,34,.412,21,24,.875,12,39,51,30,6,8,14,20,125,.615,.571,.374,.264,32.4,78.0,58.6,66.7,6.0,15.7,12.1,100.0,125.9,108.7
WAS,202312180SAC,0,0,44,85,.518,18,38,.474,25,30,.833,5,34,39,26,3,6,12,21,131,.667,.624,.447,.353,13.2,79.1,48.1,59.1,2.9,10.5,10.9,100.0,124.7,136.1
SAC,202312180SAC,1,1,53,100,.530,17,43,.395,20,26,.769,9,33,42,35,8,5,7,24,143,.642,.615,.430,.260,20.9,86.8,51.9,66.0,7.6,10.6,5.9,100.0,136.1,124.7
NYK,202312180LAL,1,0,42,88,.477,10,30,.333,20,23,.870,11,41,52,21,5,6,16,16,114,.581,.534,.341,.261,25.6,82.0,55.9,50.0,4.9,10.3,14.0,100.0,111.9,107.0
LAL,202312180LAL,0,1,42,99,.424,13,41,.317,12,13,.923,9,32,41,29,9,3,10,17,109,.520,.490,.414,.131,18.0,74.4,44.1,69.0,8.8,5.2,8.7,100.0,107.0,111.9
MEM,202312190NOP,1,0,41,82,.500,10,31,.323,23,29,.793,13,29,42,19,5,7,18,19,115,.607,.561,.378,.354,31.7,72.5,51.9,46.3,5.3,11.7,16.0,100.0,121.0,118.9
NOP,202312190NOP,0,1,40,85,.471,11,25,.440,22,24,.917,11,28,39,23,4,3,11,23,113,.591,.535,.294,.282,27.5,68.3,48.1,57.5,4.2,5.9,10.3,100.0,118.9,121.0
SAS,202312190MIL,0,0,46,96,.479,9,30,.300,18,21,.857,8,44,52,27,4,4,16,17,119,.565,.526,.313,.219,18.2,80.0,52.5,58.7,3.7,7.0,13.2,100.0,108.7,120.6
MIL,202312190MIL,1,1,50,106,.472,18,49,.367,14,18,.778,11,36,47,34,11,7,7,15,132,.579,.557,.462,.170,20.0,81.8,47.5,68.0,10.1,10.6,5.8,100.0,120.6,108.7
BOS,202312190GSW,0,0,47,114,.412,17,58,.293,15,17,.882,18,37,55,28,6,5,8,13,126,.519,.487,.509,.149,30.5,67.3,48.2,59.6,5.7,8.5,6.2,100.0,119.5,125.2
GSW,202312190GSW,1,1,50,109,.459,20,50,.400,12,14,.857,18,41,59,29,4,5,10,15,132,.573,.550,.459,.128,32.7,69.5,51.8,58.0,3.8,8.9,8.0,100.0,125.2,119.5
PHO,202312190POR,0,0,42,94,.447,5,23,.217,15,21,.714,14,33,47,23,10,6,15,15,104,.504,.473,.245,.223,30.4,76.7,52.8,54.8,10.0,10.2,12.7,100.0,103.9,108.9
POR,202312190POR,1,1,39,87,.448,14,28,.500,17,19,.895,10,32,42,23,8,4,17,18,109,.572,.529,.322,.218,23.3,69.6,47.2,59.0,8.0,5.6,15.1,100.0,108.9,103.9
UTA,202312200CLE,0,0,40,78,.513,13,30,.433,23,28,.821,6,32,38,24,5,6,16,22,116,.642,.596,.385,.359,16.7,69.6,46.3,60.0,5.1,13.3,15.0,100.0,118.2,126.4
CLE,202312200CLE,1,1,45,96,.469,23,51,.451,11,16,.688,14,30,44,34,8,3,12,23,124,.602,.589,.531,.167,30.4,83.3,53.7,75.6,8.2,6.3,10.4,100.0,126.4,118.2
CHO,202312200IND,0,0,45,95,.474,8,31,.258,15,19,.789,16,21,37,23,6,0,12,18,113,.547,.516,.326,.200,34.8,72.4,49.3,51.1,6.3,0.0,10.4,100.0,117.8,150.1
IND,202312200IND,1,1,49,80,.613,18,39,.462,28,30,.933,8,30,38,37,6,8,13,20,144,.773,.725,.488,.375,27.6,65.2,50.7,75.5,6.3,12.5,12.2,100.0,150.1,117.8
MIA,202312200ORL,1,0,40,83,.482,15,29,.517,20,24,.833,10,29,39,25,6,2,11,17,115,.615,.572,.349,.289,22.7,65.9,44.3,62.5,6.5,3.8,10.5,100.0,124.8,115.1
ORL,202312200ORL,0,1,41,89,.461,9,36,.250,15,19,.789,15,34,49,29,8,5,12,24,106,.544,.511,.404,.213,34.1,77.3,55.7,70.7,8.7,9.3,11.0,100.0,115.1,124.8
MIN,202312200PHI,0,0,42,82,.512,9,25,.360,20,24,.833,9,30,39,22,4,2,19,22,113,.610,.567,.305,.293,23.7,81.1,52.0,52.4,4.0,3.2,17.0,100.0,112.2,126.1
PHI,202312200PHI,1,1,45,84,.536,8,22,.364,29,32,.906,7,29,36,20,9,3,12,25,127,.647,.583,.262,.381,18.9,76.3,48.0,44.4,8.9,5.3,10.9,100.0,126.1,112.2
NYK,202312200BRK,1,0,44,95,.463,13,33,.394,20,25,.800,12,42,54,24,8,7,11,15,121,.571,.532,.347,.263,27.3,71.2,52.4,54.5,8.0,13.0,9.4,100.0,120.9,101.9
BRK,202312200BRK,0,1,37,101,.366,15,47,.319,13,17,.765,17,32,49,25,6,9,11,20,102,.470,.441,.465,.168,28.8,72.7,47.6,67.6,6.0,14.5,9.2,100.0,101.9,120.9
DEN,202312200TOR,1,0,49,98,.500,12,33,.364,3,7,.429,15,31,46,29,9,9,9,13,113,.559,.561,.337,.071,32.6,75.6,52.9,59.2,9.6,14.3,8.2,100.0,121.1,111.4
TOR,202312200TOR,0,1,43,90,.478,9,27,.333,9,13,.692,10,31,41,26,3,5,11,12,104,.543,.528,.300,.144,24.4,67.4,47.1,60.5,3.2,7.7,10.3,100.0,111.4,121.1
LAL,202312200CHI,0,0,42,94,.447,12,37,.324,12,15,.800,8,32,40,27,7,7,14,11,108,.537,.511,.394,.160,16.3,82.1,45.5,64.3,6.8,13.0,12.2,100.0,105.0,120.6
CHI,202312200CHI,1,1,48,88,.545,18,34,.529,10,11,.909,7,41,48,25,7,6,16,15,124,.668,.648,.386,.125,17.9,83.7,54.5,52.1,6.8,10.5,14.7,100.0,120.6,105.0
ATL,202312200HOU,1,0,47,91,.516,17,40,.425,23,28,.821,12,32,44,31,4,3,12,18,134,.648,.610,.440,.308,29.3,80.0,54.3,66.0,4.0,5.5,10.4,100.0,135.4,128.3
HOU,202312200HOU,0,1,44,89,.494,16,34,.471,23,23,1.000,8,29,37,25,4,6,9,23,127,.641,.584,.382,.258,20.0,70.7,45.7,56.8,4.0,11.8,8.3,100.0,128.3,135.4
LAC,202312200DAL,1,0,43,77,.558,11,31,.355,23,25,.920,7,37,44,27,6,4,14,22,120,.682,.630,.403,.325,23.3,74.0,55.0,62.8,6.4,8.3,13.7,100.0,127.8,118.2
DAL,202312200DAL,0,1,39,91,.429,14,43,.326,19,27,.704,13,23,36,23,8,3,8,19,111,.539,.505,.473,.297,26.0,76.7,45.0,59.0,8.5,6.5,7.2,100.0,118.2,127.8
BOS,202312200SAC,1,0,51,92,.554,22,42,.524,20,24,.833,14,36,50,35,6,10,9,17,144,.702,.674,.457,.261,35.9,75.0,57.5,68.6,6.3,21.3,8.1,100.0,152.2,125.8
SAC,202312200SAC,0,1,43,91,.473,21,44,.477,12,23,.522,12,25,37,29,4,8,7,15,119,.588,.588,.484,.253,25.0,64.1,42.5,67.4,4.2,16.0,6.5,100.0,125.8,152.2
UTA,202312210DET,1,0,43,94,.457,11,30,.367,22,24,.917,15,29,44,26,15,7,13,18,119,.569,.516,.319,.255,34.1,70.7,51.8,60.5,15.1,12.7,11.1,100.0,119.5,111.5
DET,202312210DET,0,1,43,86,.500,9,31,.290,16,19,.842,12,29,41,24,6,9,21,19,111,.588,.552,.360,.221,29.3,65.9,48.2,55.8,6.0,14.1,18.2,100.0,111.5,119.5
NOP,202312210CLE,1,0,47,86,.547,15,35,.429,14,16,.875,7,33,40,32,7,4,9,15,123,.661,.634,.407,.186,19.4,84.6,53.3,68.1,7.5,9.3,8.8,100.0,130.9,110.7
CLE,202312210CLE,0,1,41,87,.471,17,44,.386,5,8,.625,6,29,35,34,4,3,12,13,104,.574,.569,.506,.092,15.4,80.6,46.7,82.9,4.3,5.9,11.7,100.0,110.7,130.9
SAS,202312210CHI,0,0,37,81,.457,10,30,.333,11,16,.688,9,32,41,24,6,7,19,11,95,.540,.519,.370,.198,22.5,86.5,53.2,64.9,6.1,11.3,17.8,100.0,96.8,116.2
CHI,202312210CHI,1,1,49,90,.544,7,28,.250,9,11,.818,5,31,36,24,11,5,12,18,114,.601,.583,.311,.122,13.5,77.5,46.8,49.0,11.2,9.8,11.2,100.0,116.2,96.8
IND,202312210MEM,0,0,38,90,.422,18,52,.346,9,11,.818,12,27,39,28,12,9,17,21,103,.543,.522,.578,.122,26.7,77.1,48.8,73.7,12.1,18.4,15.2,100.0,103.6,116.6
MEM,202312210MEM,1,1,43,84,.512,16,35,.457,14,21,.667,8,33,41,27,8,7,20,14,116,.622,.607,.417,.250,22.9,73.3,51.3,62.8,8.0,18.4,17.7,100.0,116.6,103.6
ORL,202312210MIL,0,0,45,99,.455,8,33,.242,16,23,.696,13,32,45,26,6,9,7,23,114,.522,.495,.333,.232,24.1,76.2,46.9,57.8,5.9,17.0,6.0,100.0,111.2,115.1
MIL,202312210MIL,1,1,38,90,.422,11,37,.297,31,35,.886,10,41,51,26,3,6,13,22,118,.560,.483,.411,.389,23.8,75.9,53.1,68.4,2.9,9.1,11.0,100.0,115.1,111.2
LAC,202312210OKC,0,0,44,93,.473,17,43,.395,10,12,.833,12,28,40,23,9,5,16,18,115,.585,.565,.462,.129,27.3,82.4,51.3,52.3,9.0,9.4,14.0,100.0,115.6,134.7
OKC,202312210OKC,1,1,51,87,.586,16,34,.471,16,18,.889,6,32,38,35,9,5,12,11,134,.706,.678,.391,.207,17.6,72.7,48.7,68.6,9.0,10.0,11.2,100.0,134.7,115.6
LAL,202312210MIN,0,0,41,83,.494,10,24,.417,19,24,.792,7,31,38,21,6,6,18,18,111,.593,.554,.289,.289,18.4,77.5,48.7,51.2,5.9,11.8,16.1,100.0,109.6,116.6
MIN,202312210MIN,1,1,42,87,.483,14,36,.389,20,25,.800,9,31,40,32,13,7,14,19,118,.602,.563,.414,.287,22.5,81.6,51.3,76.2,12.8,11.9,12.5,100.0,116.6,109.6
WAS,202312210POR,1,0,42,84,.500,12,30,.400,22,32,.688,7,30,37,26,9,6,12,17,118,.602,.571,.357,.381,18.4,60.0,42.0,61.9,9.1,9.2,10.9,100.0,118.9,117.9
POR,202312210POR,0,1,43,95,.453,14,30,.467,17,23,.739,20,31,51,24,7,6,16,27,117,.557,.526,.316,.242,40.0,81.6,58.0,55.8,7.1,11.1,13.2,100.0,117.9,118.9
TOR,202312220PHI,0,0,39,87,.448,9,33,.273,24,28,.857,11,35,46,30,9,6,12,16,111,.559,.500,.379,.322,23.9,92.1,54.8,76.9,9.0,11.5,10.8,100.0,111.0,121.0
PHI,202312220PHI,1,1,44,83,.530,14,31,.452,19,21,.905,3,35,38,34,6,6,14,21,121,.656,.614,.373,.253,7.9,76.1,45.2,77.3,6.0,11.1,13.2,100.0,121.0,111.0
DEN,202312220BRK,1,0,45,87,.517,11,26,.423,21,25,.840,8,33,41,29,6,5,6,19,122,.622,.580,.299,.287,20.5,70.2,47.7,64.4,6.3,8.9,5.8,100.0,128.7,123.5
BRK,202312220BRK,0,1,43,89,.483,13,33,.394,18,26,.692,14,31,45,32,4,7,11,23,117,.582,.556,.371,.292,29.8,79.5,52.3,74.4,4.2,11.5,9.9,100.0,123.5,128.7
DAL,202312220HOU,0,0,35,101,.347,7,40,.175,19,26,.731,14,33,47,18,10,1,12,17,96,.427,.381,.396,.257,21.5,73.3,42.7,51.4,9.3,1.8,9.6,100.0,89.1,113.3
HOU,202312220HOU,1,1,46,95,.484,11,38,.289,19,23,.826,12,51,63,21,7,3,17,22,122,.580,.542,.400,.242,26.7,78.5,57.3,45.7,6.5,4.9,13.9,100.0,113.3,89.1
ATL,202312220MIA,0,0,42,96,.438,19,54,.352,10,14,.714,12,31,43,29,9,2,14,23,113,.553,.536,.563,.146,25.0,72.1,47.3,69.0,8.9,4.3,12.1,100.0,111.6,120.5
MIA,202312220MIA,1,1,40,86,.465,17,39,.436,25,30,.833,12,36,48,21,7,2,17,18,122,.615,.564,.453,.349,27.9,75.0,52.7,52.5,6.9,4.8,14.6,100.0,120.5,111.6
WAS,202312220GSW,0,0,44,97,.454,11,35,.314,19,24,.792,9,30,39,25,7,4,9,16,118,.549,.510,.361,.247,17.3,68.2,40.6,56.8,6.8,7.7,7.7,100.0,114.7,125.4
GSW,202312220GSW,1,1,47,97,.485,18,45,.400,17,20,.850,14,43,57,33,5,2,12,17,129,.610,.577,.464,.206,31.8,82.7,59.4,70.2,4.9,3.2,10.2,100.0,125.4,114.7
PHO,202312220SAC,0,0,39,88,.443,5,25,.200,22,28,.786,15,30,45,19,8,4,15,19,105,.523,.472,.284,.318,33.3,81.1,54.9,48.7,8.2,8.9,13.0,100.0,107.0,122.3
SAC,202312220SAC,1,1,44,83,.530,12,38,.316,20,26,.769,7,30,37,32,7,7,14,24,120,.635,.602,.458,.313,18.9,66.7,45.1,72.7,7.1,11.1,12.9,100.0,122.3,107.0
MIL,202312230NYK,1,0,48,91,.527,16,32,.500,18,23,.783,12,41,53,25,4,2,14,22,130,.643,.615,.352,.253,28.6,78.8,56.4,52.1,4.0,3.1,12.2,100.0,128.9,110.1
NYK,202312230NYK,0,1,41,93,.441,9,29,.310,20,21,.952,11,30,41,17,5,2,11,22,111,.543,.489,.312,.226,21.2,71.4,43.6,41.5,5.0,3.4,9.7,100.0,110.1,128.9
BOS,202312230LAC,1,0,49,94,.521,25,53,.472,22,28,.786,15,36,51,33,4,5,10,19,145,.682,.654,.564,.298,37.5,80.0,60.0,67.3,4.1,9.1,8.6,100.0,150.4,112.0
LAC,202312230LAC,0,1,41,89,.461,11,34,.324,15,15,1.000,9,25,34,25,4,4,11,24,108,.565,.522,.382,.169,20.0,62.5,40.0,61.0,4.1,9.8,10.3,100.0,112.0,150.4
DEN,202312230CHO,1,0,39,90,.433,12,30,.400,12,14,.857,12,36,48,25,11,13,17,21,102,.530,.500,.333,.156,26.1,73.5,50.5,64.1,11.1,21.7,15.0,100.0,102.9,95.8
CHO,202312230CHO,0,1,34,88,.386,8,28,.286,19,23,.826,13,34,47,23,8,11,18,15,95,.484,.432,.318,.261,26.5,73.9,49.5,67.6,8.1,18.3,15.5,100.0,95.8,102.9
ORL,202312230IND,1,0,39,73,.534,6,18,.333,33,41,.805,10,29,39,22,9,5,15,18,117,.643,.575,.247,.562,27.8,80.6,54.2,56.4,9.6,10.4,14.1,100.0,124.2,116.8
IND,202312230IND,0,1,43,82,.524,15,34,.441,9,13,.692,7,26,33,27,7,6,15,30,110,.627,.616,.415,.159,19.4,72.2,45.8,62.8,7.4,10.9,14.6,100.0,116.8,124.2
HOU,202312230NOP,1,0,35,82,.427,9,29,.310,27,35,.771,13,31,44,21,9,2,12,20,106,.544,.482,.354,.427,28.3,70.5,48.9,60.0,9.5,3.9,11.0,100.0,111.9,109.8
NOP,202312230NOP,0,1,38,82,.463,8,31,.258,20,29,.690,13,33,46,21,9,7,16,22,104,.549,.512,.378,.354,29.5,71.7,51.1,55.3,9.5,13.2,14.4,100.0,109.8,111.9
MEM,202312230ATL,1,0,50,97,.515,11,33,.333,14,22,.636,15,36,51,29,6,7,12,16,125,.586,.572,.340,.227,34.9,73.5,55.4,58.0,6.0,13.2,10.1,100.0,124.5,118.5
ATL,202312230ATL,0,1,45,96,.469,13,43,.302,16,20,.800,13,28,41,28,8,5,11,22,119,.568,.536,.448,.208,26.5,65.1,44.6,62.2,8.0,7.8,9.5,100.0,118.5,124.5
DET,202312230BRK,0,0,39,79,.494,15,35,.429,22,29,.759,6,30,36,26,5,3,14,25,115,.627,.589,.443,.367,16.2,81.1,48.6,66.7,5.0,4.8,13.2,100.0,114.9,125.9
BRK,202312230BRK,1,1,45,86,.523,10,24,.417,26,32,.813,7,31,38,32,10,3,12,22,126,.629,.581,.279,.372,18.9,83.8,51.4,71.1,10.0,6.8,10.7,100.0,125.9,114.9
UTA,202312230TOR,1,0,48,91,.527,17,38,.447,13,14,.929,8,33,41,35,7,5,12,17,126,.648,.621,.418,.154,22.9,73.3,51.3,72.9,7.1,8.1,11.0,100.0,128.1,121.0
TOR,202312230TOR,0,1,45,94,.479,13,32,.406,16,19,.842,12,27,39,35,7,5,11,17,119,.581,.548,.340,.202,26.7,77.1,48.8,77.8,7.1,9.4,9.7,100.0,121.0,128.1
CLE,202312230CHI,1,0,39,88,.443,12,45,.267,19,26,.731,15,33,48,28,7,4,13,16,109,.548,.511,.511,.295,31.9,86.8,56.5,71.8,7.4,8.9,11.6,100.0,116.0,101.1
CHI,202312230CHI,0,1,35,80,.438,8,35,.229,17,19,.895,5,32,37,23,6,5,12,22,95,.538,.488,.438,.238,13.2,68.1,43.5,65.7,6.4,11.6,12.0,100.0,101.1,116.0
LAL,202312230OKC,1,0,47,90,.522,16,32,.500,19,23,.826,8,36,44,37,7,7,9,13,129,.644,.611,.356,.256,20.5,76.6,51.2,78.7,7.1,13.0,8.2,100.0,130.2,121.2
OKC,202312230OKC,0,1,46,95,.484,13,41,.317,15,19,.789,11,31,42,24,6,7,9,17,120,.580,.553,.432,.200,23.4,79.5,48.8,52.2,6.1,12.1,8.0,100.0,121.2,130.2
SAS,202312230DAL,0,0,44,98,.449,14,45,.311,17,24,.708,8,34,42,32,9,3,10,16,119,.548,.520,.459,.245,16.3,75.6,44.7,72.7,8.3,5.5,8.4,100.0,109.7,132.7
DAL,202312230DAL,1,1,52,100,.520,23,45,.511,17,21,.810,11,41,52,26,7,6,13,18,144,.659,.635,.450,.210,24.4,83.7,55.3,50.0,6.5,11.3,10.6,100.0,132.7,109.7
POR,202312230GSW,0,0,38,84,.452,13,35,.371,17,25,.680,8,22,30,26,13,3,12,20,106,.558,.530,.417,.298,18.2,62.9,38.0,68.4,13.4,6.0,11.2,100.0,109.4,130.1
GSW,202312230GSW,1,1,48,83,.578,10,33,.303,20,24,.833,13,36,49,38,8,2,18,14,126,.673,.639,.398,.289,37.1,81.8,62.0,79.2,8.3,4.1,16.1,100.0,130.1,109.4
MIN,202312230SAC,1,0,44,87,.506,10,33,.303,12,14,.857,7,36,43,31,9,5,12,18,110,.590,.563,.379,.161,17.9,81.8,51.8,70.5,9.4,9.6,11.4,100.0,114.9,102.4
SAC,202312230SAC,0,1,37,85,.435,8,33,.242,16,21,.762,8,32,40,23,10,2,11,20,98,.520,.482,.388,.247,18.2,82.1,48.2,62.2,10.4,3.7,10.5,100.0,102.4,114.9
MIL,202312250NYK,0,0,45,95,.474,13,42,.310,19,24,.792,17,27,44,26,7,4,11,23,122,.578,.542,.442,.253,33.3,79.4,51.8,57.8,6.9,6.1,9.4,100.0,120.2,127.1
NYK,202312250NYK,1,1,50,92,.543,8,26,.308,21,26,.808,7,34,41,27,7,4,12,18,129,.624,.587,.283,.283,20.6,66.7,48.2,54.0,6.9,7.5,10.4,100.0,127.1,120.2
GSW,202312250DEN,0,0,40,87,.460,14,40,.350,20,23,.870,9,30,39,23,7,3,13,23,114,.587,.540,.460,.264,21.4,75.0,47.6,57.5,7.1,6.3,11.8,100.0,116.3,122.5
DEN,202312250DEN,1,1,40,82,.488,14,34,.412,26,32,.813,10,33,43,25,6,4,14,17,120,.624,.573,.415,.390,25.0,78.6,52.4,62.5,6.1,8.5,12.7,100.0,122.5,116.3
BOS,202312250LAL,1,0,46,91,.505,13,42,.310,21,28,.750,11,33,44,31,8,7,8,17,126,.610,.577,.462,.308,26.8,71.7,50.6,67.4,8.3,12.1,7.2,100.0,130.3,118.9
LAL,202312250LAL,0,1,43,90,.478,13,32,.406,16,21,.762,13,30,43,24,4,1,12,19,115,.579,.550,.356,.233,28.3,73.2,49.4,55.8,4.1,2.0,10.8,100.0,118.9,130.3
PHI,202312250MIA,0,0,40,94,.426,17,45,.378,16,25,.640,5,31,36,23,11,4,8,22,113,.538,.516,.479,.266,10.4,70.5,39.1,57.5,10.8,7.7,7.1,100.0,110.7,116.6
MIA,202312250MIA,1,1,40,84,.476,12,32,.375,27,35,.771,13,43,56,27,5,7,14,17,119,.599,.548,.381,.417,29.5,89.6,60.9,67.5,4.9,14.3,12.3,100.0,116.6,110.7
DAL,202312250PHO,1,0,45,84,.536,16,44,.364,22,30,.733,8,30,38,28,7,6,11,20,128,.658,.631,.524,.357,19.5,68.2,44.7,62.2,7.1,12.2,10.2,100.0,129.4,115.2
PHO,202312250PHO,0,1,40,90,.444,14,41,.341,20,25,.800,14,33,47,28,5,2,16,21,114,.564,.522,.456,.278,31.8,80.5,55.3,70.0,5.1,5.0,13.7,100.0,115.2,129.4
BRK,202312260DET,1,0,41,82,.500,9,22,.409,27,43,.628,7,35,42,22,6,7,9,22,118,.585,.555,.268,.524,16.3,68.6,44.7,53.7,6.0,10.8,8.2,100.0,117.4,111.4
DET,202312260DET,0,1,40,90,.444,9,25,.360,23,32,.719,16,36,52,20,6,4,14,27,112,.538,.494,.278,.356,31.4,83.7,55.3,50.0,6.0,6.7,11.9,100.0,111.4,117.4
ORL,202312260WAS,1,0,49,93,.527,12,26,.462,17,25,.680,7,33,40,30,11,5,16,16,127,.611,.591,.280,.269,15.9,76.7,46.0,61.2,10.2,11.1,13.3,100.0,117.6,110.2
WAS,202312260WAS,0,1,43,87,.494,16,42,.381,17,21,.810,10,37,47,27,10,8,20,21,119,.618,.586,.483,.241,23.3,84.1,54.0,62.8,9.3,11.9,17.2,100.0,110.2,117.6
ATL,202312260CHI,0,0,41,89,.461,13,45,.289,18,21,.857,12,28,40,24,6,3,16,21,113,.575,.534,.506,.236,28.6,60.9,45.5,58.5,6.2,4.5,14.0,100.0,117.6,122.8
CHI,202312260CHI,1,1,42,92,.457,7,25,.280,27,31,.871,18,30,48,23,10,2,10,17,118,.559,.495,.272,.337,39.1,71.4,54.5,54.8,10.4,4.5,8.6,100.0,122.8,117.6
IND,202312260HOU,1,0,43,82,.524,19,43,.442,18,21,.857,10,35,45,28,5,7,20,22,123,.674,.640,.524,.256,25.6,70.0,50.6,65.1,5.0,9.6,18.0,100.0,122.7,116.7
HOU,202312260HOU,0,1,47,97,.485,5,24,.208,18,22,.818,15,29,44,19,15,2,11,16,117,.548,.510,.247,.227,30.0,74.4,49.4,40.4,15.0,5.1,9.3,100.0,116.7,122.7
MEM,202312260NOP,1,0,39,90,.433,11,46,.239,27,32,.844,8,42,50,24,10,17,18,24,116,.557,.494,.511,.356,18.2,80.8,52.1,61.5,8.9,25.8,14.7,100.0,103.2,102.3
NOP,202312260NOP,0,1,42,97,.433,10,31,.323,21,33,.636,10,36,46,18,12,6,15,26,115,.516,.485,.320,.340,19.2,81.8,47.9,42.9,10.7,13.6,11.9,100.0,102.3,103.2
MIN,202312260OKC,0,0,34,73,.466,12,27,.444,26,32,.813,8,26,34,22,8,1,24,16,106,.609,.548,.370,.438,23.5,89.7,54.0,64.7,8.0,2.4,21.6,100.0,106.6,129.8
OKC,202312260OKC,1,1,49,81,.605,18,39,.462,13,16,.813,3,26,29,35,9,7,15,24,129,.733,.716,.481,.198,10.3,76.5,46.0,71.4,9.1,15.2,14.6,100.0,129.8,106.6
UTA,202312260SAS,1,0,47,95,.495,16,43,.372,20,22,.909,13,40,53,34,4,7,14,21,130,.621,.579,.453,.232,30.2,75.5,55.2,72.3,3.9,11.1,11.8,100.0,127.8,116.0
SAS,202312260SAS,0,1,44,98,.449,16,35,.457,14,21,.667,13,30,43,36,8,8,9,18,118,.550,.531,.357,.214,24.5,69.8,44.8,81.8,7.9,15.4,7.7,100.0,116.0,127.8
SAC,202312260POR,0,0,45,93,.484,10,42,.238,13,16,.813,11,29,40,25,5,7,12,16,113,.565,.538,.452,.172,26.8,64.4,46.5,55.6,5.1,12.1,10.7,100.0,115.9,133.3
POR,202312260POR,1,1,49,98,.500,16,40,.400,16,20,.800,16,30,46,28,5,5,10,17,130,.609,.582,.408,.204,35.6,73.2,53.5,57.1,5.1,9.8,8.6,100.0,133.3,115.9
CHO,202312260LAC,0,0,43,93,.462,6,29,.207,12,16,.750,8,34,42,31,8,6,11,23,104,.520,.495,.312,.172,19.0,75.6,48.3,72.1,8.1,11.8,9.9,100.0,105.9,115.0
LAC,202312260LAC,1,1,40,85,.471,14,34,.412,19,25,.760,11,34,45,24,7,3,13,14,113,.589,.553,.400,.294,24.4,81.0,51.7,60.0,7.1,4.7,11.9,100.0,115.0,105.9
PHI,202312270ORL,1,0,45,96,.469,10,28,.357,12,17,.706,12,36,48,14,10,8,10,19,112,.541,.521,.292,.177,26.1,80.0,52.7,31.1,10.4,17.4,8.8,100.0,116.1,95.4
ORL,202312270ORL,0,1,31,79,.392,9,33,.273,21,24,.875,9,34,43,17,5,11,16,18,92,.514,.449,.418,.304,20.0,73.9,47.3,54.8,5.2,16.2,15.2,100.0,95.4,116.1
TOR,202312270WAS,1,0,52,91,.571,15,38,.395,13,19,.684,14,39,53,43,12,5,20,18,132,.664,.654,.418,.209,36.8,79.6,60.9,82.7,11.7,8.8,16.8,100.0,128.3,99.2
WAS,202312270WAS,0,1,42,90,.467,8,33,.242,10,15,.667,10,24,34,25,11,3,17,17,102,.528,.511,.367,.167,20.4,63.2,39.1,59.5,10.7,5.7,15.0,100.0,99.2,128.3
MIL,202312270BRK,1,0,52,89,.584,23,51,.451,17,23,.739,8,33,41,41,6,8,10,18,144,.726,.713,.573,.258,21.1,66.0,46.6,78.8,6.0,11.6,9.2,100.0,143.2,121.3
BRK,202312270BRK,0,1,45,101,.446,7,32,.219,25,29,.862,17,30,47,29,7,2,9,17,122,.536,.480,.317,.287,34.0,78.9,53.4,64.4,7.0,5.3,7.3,100.0,121.3,143.2
PHO,202312270HOU,1,0,47,82,.573,14,33,.424,21,26,.808,8,36,44,28,4,11,19,17,129,.690,.659,.402,.317,25.0,80.0,57.1,59.6,3.9,20.0,16.9,100.0,125.9,110.3
HOU,202312270HOU,0,1,40,96,.417,17,41,.415,16,22,.727,9,24,33,20,11,3,10,21,113,.535,.505,.427,.229,20.0,75.0,42.9,50.0,10.7,6.1,8.6,100.0,110.3,125.9
