Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
TOR,202401180TOR,0,1,42,83,.506,10,38,.263,16,20,.800,7,31,38,31,7,5,14,18,110,.599,.566,.458,.241,17.5,77.5,47.5,73.8,7.1,7.5,13.2,100.0,111.8,117.9
OKC,202401180UTA,1,0,48,86,.558,14,32,.438,24,28,.857,7,31,38,36,8,10,16,29,134,.681,.640,.372,.326,20.6,73.8,50.0,75.0,7.6,17.5,14.0,100.0,127.4,122.7
UTA,202401180UTA,0,1,43,89,.483,13,32,.406,30,36,.833,11,27,38,33,7,4,15,21,129,.615,.556,.360,.404,26.2,79.4,50.0,76.7,6.7,7.4,12.5,100.0,122.7,127.4
MEM,202401180MIN,0,0,39,85,.459,14,34,.412,11,17,.647,8,26,34,22,9,4,15,23,103,.557,.541,.400,.200,19.5,81.3,46.6,56.4,9.2,7.4,14.0,100.0,105.5,120.9
MIN,202401180MIN,1,1,45,82,.549,12,28,.429,16,21,.762,6,33,39,30,8,9,15,13,118,.647,.622,.341,.256,18.8,80.5,53.4,66.7,8.2,17.6,14.1,100.0,120.9,105.5
IND,202401180SAC,1,0,49,89,.551,13,33,.394,15,19,.789,4,30,34,33,5,6,12,20,126,.647,.624,.371,.213,11.8,78.9,47.2,67.3,4.9,12.5,11.0,100.0,124.1,119.1
SAC,202401180SAC,0,1,44,85,.518,15,37,.405,18,32,.563,8,30,38,27,7,6,11,20,121,.611,.606,.435,.376,21.1,88.2,52.8,61.4,6.9,10.7,10.0,100.0,119.1,124.1
SAS,202401190CHO,0,0,47,84,.560,15,32,.469,11,17,.647,7,27,34,36,9,3,13,17,120,.656,.649,.381,.202,18.9,73.0,45.9,76.6,9.3,5.5,12.4,100.0,123.7,127.8
CHO,202401190CHO,1,1,47,84,.560,16,29,.552,14,16,.875,10,30,40,25,9,4,18,16,124,.681,.655,.345,.190,27.0,81.1,54.1,53.2,9.3,7.7,16.5,100.0,127.8,123.7
PHI,202401190ORL,1,0,42,87,.483,13,30,.433,27,29,.931,16,26,42,23,11,5,8,23,124,.621,.557,.345,.333,39.0,70.3,53.8,54.8,12.3,9.1,7.4,100.0,138.1,121.4
ORL,202401190ORL,0,1,37,78,.474,10,23,.435,25,27,.926,11,25,36,24,3,5,16,23,109,.606,.538,.295,.346,29.7,61.0,46.2,64.9,3.3,8.8,15.1,100.0,121.4,138.1
DEN,202401190BOS,1,0,42,81,.519,8,31,.258,10,13,.769,10,37,47,20,0,3,11,13,102,.588,.568,.383,.160,27.8,75.5,55.3,47.6,0.0,6.7,11.3,100.0,120.1,117.8
BOS,202401190BOS,0,1,38,89,.427,14,44,.318,10,14,.714,12,26,38,21,5,2,3,17,100,.525,.506,.494,.157,24.5,72.2,44.7,55.3,5.9,4.0,3.1,100.0,117.8,120.1
ATL,202401190MIA,1,0,40,87,.460,15,35,.429,14,17,.824,9,29,38,23,6,2,15,20,109,.577,.546,.402,.195,22.5,69.0,46.3,57.5,6.3,3.9,13.7,100.0,113.7,112.7
MIA,202401190MIA,0,1,38,82,.463,12,31,.387,20,22,.909,13,31,44,21,7,2,18,17,108,.589,.537,.378,.268,31.0,77.5,53.7,55.3,7.3,3.8,16.4,100.0,112.7,113.7
PHO,202401190NOP,1,0,46,93,.495,15,41,.366,16,21,.762,7,41,48,32,7,3,10,17,123,.602,.575,.441,.226,17.5,82.0,53.3,69.6,6.8,5.9,8.9,100.0,119.5,105.9
NOP,202401190NOP,0,1,41,93,.441,10,42,.238,17,23,.739,9,33,42,27,4,5,11,16,109,.529,.495,.452,.247,18.0,82.5,46.7,65.9,3.9,9.6,9.6,100.0,105.9,119.5
IND,202401190POR,0,0,39,91,.429,20,47,.426,17,25,.680,6,31,37,34,3,6,14,26,115,.564,.538,.516,.275,13.6,77.5,44.0,87.2,2.9,8.3,12.1,100.0,111.5,114.4
POR,202401190POR,1,1,42,84,.500,4,12,.333,30,35,.857,9,38,47,18,3,11,11,21,118,.594,.524,.143,.417,22.5,86.4,56.0,42.9,2.9,25.0,10.0,100.0,114.4,111.5
BRK,202401190LAL,1,0,50,95,.526,19,47,.404,11,14,.786,8,33,41,31,10,4,11,17,130,.643,.626,.495,.147,19.0,76.7,48.2,62.0,9.8,7.0,9.8,100.0,127.7,110.0
LAL,202401190LAL,0,1,40,90,.444,12,33,.364,20,24,.833,10,34,44,31,7,3,14,11,112,.557,.511,.367,.267,23.3,81.0,51.8,77.5,6.9,6.3,12.2,100.0,110.0,127.7
MIL,202401200DET,1,0,47,85,.553,12,32,.375,35,49,.714,8,41,49,30,6,6,10,18,141,.662,.624,.376,.576,20.5,82.0,55.1,63.8,5.6,10.5,8.6,100.0,132.7,127.1
DET,202401200DET,0,1,44,94,.468,21,37,.568,26,32,.813,9,31,40,30,6,2,9,30,135,.625,.580,.394,.340,18.0,79.5,44.9,68.2,5.6,3.8,7.7,100.0,127.1,132.7
PHI,202401200CHO,1,0,36,85,.424,5,25,.200,20,24,.833,6,40,46,21,7,6,10,12,97,.508,.453,.294,.282,13.0,85.1,49.5,58.3,7.1,12.5,9.5,100.0,98.3,90.2
CHO,202401200CHO,0,1,35,85,.412,9,37,.243,10,14,.714,7,40,47,23,2,7,17,20,89,.488,.465,.435,.165,14.9,87.0,50.5,65.7,2.0,11.7,15.7,100.0,90.2,98.3
SAS,202401200WAS,1,0,51,96,.531,12,31,.387,17,23,.739,14,35,49,38,6,10,17,19,131,.617,.594,.323,.240,30.4,71.4,51.6,74.5,5.6,13.5,13.8,100.0,121.7,118.0
WAS,202401200WAS,0,1,49,103,.476,9,29,.310,20,23,.870,14,32,46,28,10,4,12,21,127,.561,.519,.282,.223,28.6,69.6,48.4,57.1,9.3,6.2,9.6,100.0,118.0,121.7
CLE,202401200ATL,1,0,43,85,.506,16,43,.372,14,16,.875,4,45,49,32,7,6,14,16,116,.630,.600,.506,.188,10.5,80.4,52.1,74.4,7.0,10.9,13.2,100.0,116.6,95.5
ATL,202401200ATL,0,1,37,93,.398,11,38,.289,10,15,.667,11,34,45,25,5,4,11,15,95,.477,.457,.409,.161,19.6,89.5,47.9,67.6,5.0,9.5,9.9,100.0,95.5,116.6
TOR,202401200NYK,0,0,38,92,.413,11,34,.324,13,23,.565,11,20,31,29,10,5,10,18,100,.490,.473,.370,.250,19.3,57.1,33.7,76.3,10.0,10.2,8.9,100.0,100.1,126.2
NYK,202401200NYK,1,1,48,88,.545,14,39,.359,16,20,.800,15,46,61,27,4,7,22,20,126,.651,.625,.443,.227,42.9,80.7,66.3,56.3,4.0,12.1,18.5,100.0,126.2,100.1
MEM,202401200CHI,0,0,32,75,.427,13,42,.310,19,23,.826,3,29,32,28,6,4,16,13,96,.564,.513,.560,.307,7.1,69.0,38.1,87.5,6.2,6.9,15.8,100.0,99.1,129.0
CHI,202401200CHI,1,1,47,91,.516,14,33,.424,17,21,.810,13,39,52,32,11,5,12,18,125,.624,.593,.363,.231,31.0,92.9,61.9,68.1,11.4,15.2,10.7,100.0,129.0,99.1
UTA,202401200HOU,0,0,48,105,.457,13,43,.302,17,22,.773,16,43,59,28,4,8,17,24,126,.549,.519,.410,.210,32.7,65.2,51.3,58.3,3.7,10.3,12.9,100.0,115.2,116.1
HOU,202401200HOU,1,1,50,117,.427,13,39,.333,14,22,.636,23,33,56,27,11,10,7,22,127,.501,.483,.333,.188,34.8,67.3,48.7,54.0,10.1,16.1,5.2,100.0,116.1,115.2
OKC,202401200MIN,1,0,32,81,.395,8,24,.333,30,35,.857,9,28,37,21,12,4,8,20,102,.529,.444,.296,.432,18.0,75.7,42.5,65.6,12.7,10.5,7.7,100.0,107.5,102.3
MIN,202401200MIN,0,1,31,75,.413,14,37,.378,21,29,.724,9,41,50,22,4,7,21,26,97,.553,.507,.493,.387,24.3,82.0,57.5,71.0,4.2,12.3,19.3,100.0,102.3,107.5
BRK,202401210LAC,0,0,44,90,.489,14,39,.359,12,16,.750,6,30,36,29,6,5,13,21,114,.587,.567,.433,.178,14.0,78.9,44.4,65.9,6.0,8.8,11.8,100.0,113.7,124.7
LAC,202401210LAC,1,1,42,83,.506,13,26,.500,28,33,.848,8,37,45,26,6,5,11,18,125,.641,.584,.313,.398,21.1,86.0,55.6,61.9,6.0,9.8,10.1,100.0,124.7,113.7
MIA,202401210ORL,0,0,30,80,.375,12,37,.324,15,18,.833,12,24,36,22,9,1,18,22,87,.495,.450,.463,.225,27.3,66.7,45.0,73.3,10.0,2.0,17.0,100.0,97.1,117.2
ORL,202401210ORL,1,1,37,78,.474,9,28,.321,22,28,.786,12,32,44,21,5,5,14,16,105,.581,.532,.359,.359,33.3,72.7,55.0,56.8,5.6,11.6,13.4,100.0,117.2,97.1
DEN,202401210WAS,1,0,43,88,.489,8,22,.364,19,28,.679,13,37,50,29,9,11,14,16,113,.563,.534,.250,.318,31.7,75.5,55.6,67.4,9.1,17.2,12.2,100.0,114.7,105.5
WAS,202401210WAS,0,1,39,91,.429,8,27,.296,18,22,.818,12,28,40,31,6,9,13,23,104,.516,.473,.297,.242,24.5,68.3,44.4,79.5,6.1,13.6,11.4,100.0,105.5,114.7
BOS,202401210HOU,1,0,43,98,.439,17,47,.362,13,18,.722,16,39,55,31,10,12,16,17,116,.548,.526,.480,.184,29.6,78.0,52.9,72.1,9.6,20.3,13.1,100.0,111.0,102.3
HOU,202401210HOU,0,1,41,94,.436,10,35,.286,15,22,.682,11,38,49,26,9,3,15,17,107,.516,.489,.372,.234,22.0,70.4,47.1,63.4,8.6,5.9,12.6,100.0,102.3,111.0
IND,202401210PHO,0,0,41,94,.436,14,31,.452,14,23,.609,14,26,40,28,9,4,11,20,110,.528,.511,.330,.245,26.9,81.3,47.6,68.3,9.1,7.0,9.6,100.0,111.0,118.1
PHO,202401210PHO,1,1,47,82,.573,8,25,.320,15,18,.833,6,38,44,25,7,5,17,24,117,.651,.622,.305,.220,18.8,73.1,52.4,53.2,7.1,7.9,15.9,100.0,118.1,111.0
POR,202401210LAL,0,0,42,90,.467,9,29,.310,17,20,.850,10,25,35,24,7,5,14,21,110,.557,.517,.322,.222,22.2,71.4,43.8,57.1,7.0,9.4,12.4,100.0,109.9,133.8
LAL,202401210LAL,1,1,47,86,.547,13,33,.394,27,29,.931,10,35,45,28,9,6,14,18,134,.678,.622,.384,.337,28.6,77.8,56.3,59.6,9.0,9.8,12.4,100.0,133.8,109.9
MIL,202401220DET,1,0,42,94,.447,10,39,.256,28,34,.824,10,39,49,26,7,8,9,22,122,.560,.500,.415,.362,21.7,86.7,53.8,61.9,6.7,13.6,7.6,100.0,117.2,108.6
DET,202401220DET,0,1,40,89,.449,10,30,.333,23,29,.793,6,36,42,25,4,9,10,25,113,.555,.506,.337,.326,13.3,78.3,46.2,62.5,3.8,16.4,8.9,100.0,108.6,117.2
CLE,202401220ORL,1,0,45,80,.563,20,38,.526,16,22,.727,9,30,39,29,10,4,12,20,126,.702,.688,.475,.275,25.7,78.9,53.4,64.4,10.9,8.9,11.8,100.0,137.6,108.1
ORL,202401220ORL,0,1,34,74,.459,11,29,.379,20,30,.667,8,26,34,25,7,0,15,17,99,.568,.534,.392,.405,21.1,74.3,46.6,73.5,7.6,0.0,14.7,100.0,108.1,137.6
SAS,202401220PHI,0,0,43,93,.462,13,41,.317,24,27,.889,13,30,43,29,3,3,8,22,123,.586,.532,.441,.290,31.0,61.2,47.3,67.4,3.1,3.9,7.1,100.0,128.2,138.6
PHI,202401220PHI,1,1,48,97,.495,5,20,.250,32,40,.800,19,29,48,28,5,3,4,20,133,.580,.521,.206,.412,38.8,69.0,52.7,58.3,5.2,5.8,3.4,100.0,138.6,128.2
MEM,202401220TOR,1,0,44,95,.463,13,34,.382,7,12,.583,19,28,47,30,11,8,16,15,108,.538,.532,.358,.126,35.2,70.0,50.0,68.2,11.7,14.3,13.8,100.0,115.1,106.6
TOR,202401220TOR,0,1,35,79,.443,8,23,.348,22,23,.957,12,35,47,31,7,8,17,14,100,.561,.494,.291,.291,30.0,64.8,50.0,88.6,7.5,13.1,16.0,100.0,106.6,115.1
CHO,202401220MIN,1,0,50,88,.568,14,37,.378,14,18,.778,7,28,35,30,8,4,10,20,128,.667,.648,.420,.205,18.9,82.4,49.3,60.0,8.1,9.3,9.4,100.0,130.0,126.9
MIN,202401220MIN,0,1,44,84,.524,18,41,.439,19,25,.760,6,30,36,34,4,1,13,15,125,.658,.631,.488,.298,17.6,81.1,50.7,77.3,4.1,2.0,12.0,100.0,126.9,130.0
BOS,202401220DAL,1,0,41,88,.466,15,46,.326,22,30,.733,5,39,44,26,7,8,6,20,119,.588,.551,.523,.341,11.6,79.6,47.8,63.4,7.0,14.0,5.6,100.0,118.4,109.5
DAL,202401220DAL,0,1,43,97,.443,14,40,.350,10,14,.714,10,38,48,24,4,4,10,20,110,.533,.515,.412,.144,20.4,88.4,52.2,55.8,4.0,9.5,8.8,100.0,109.5,118.4
CHI,202401220PHO,0,0,45,93,.484,14,37,.378,9,14,.643,14,33,47,25,6,4,10,18,113,.570,.559,.398,.151,29.2,86.8,54.7,55.6,6.4,7.8,9.2,100.0,121.1,123.2
PHO,202401220PHO,1,1,44,85,.518,14,34,.412,13,17,.765,5,34,39,32,5,5,7,13,115,.622,.600,.400,.200,13.2,70.8,45.3,72.7,5.4,8.9,7.0,100.0,123.2,121.1
ATL,202401220SAC,0,0,36,93,.387,14,40,.350,21,27,.778,13,37,50,19,2,7,12,19,107,.510,.462,.430,.290,24.1,78.7,49.5,52.8,2.0,12.7,10.3,100.0,105.7,120.5
SAC,202401220SAC,1,1,43,93,.462,12,38,.316,24,27,.889,10,41,51,22,8,2,9,21,122,.582,.527,.409,.290,21.3,75.9,50.5,51.2,7.9,3.8,7.9,100.0,120.5,105.7
DEN,202401230IND,1,0,44,88,.500,11,33,.333,15,17,.882,11,31,42,22,5,9,12,17,114,.597,.563,.375,.193,26.2,81.6,52.5,50.0,5.2,13.6,11.2,100.0,119.2,114.0
IND,202401230IND,0,1,43,87,.494,5,21,.238,18,21,.857,7,31,38,24,4,1,10,16,109,.566,.523,.241,.241,18.4,73.8,47.5,55.8,4.2,1.8,9.4,100.0,114.0,119.2
NYK,202401230BRK,1,0,40,86,.465,10,29,.345,18,19,.947,11,31,42,21,8,8,14,13,108,.572,.523,.337,.221,28.9,70.5,51.2,52.5,8.6,15.1,12.9,100.0,115.8,110.4
BRK,202401230BRK,0,1,42,95,.442,15,42,.357,4,5,.800,13,27,40,29,7,5,13,19,103,.530,.521,.442,.053,29.5,71.1,48.8,69.0,7.5,8.8,11.8,100.0,110.4,115.8
UTA,202401230NOP,0,0,43,92,.467,12,36,.333,26,32,.813,6,32,38,27,4,8,8,15,124,.584,.533,.391,.348,11.8,72.7,40.0,62.8,3.8,13.8,7.0,100.0,116.5,143.8
NOP,202401230NOP,1,1,60,104,.577,23,46,.500,10,15,.667,12,45,57,41,5,4,9,24,153,.692,.688,.442,.144,27.3,88.2,60.0,68.3,4.7,7.1,7.5,100.0,143.8,116.5
POR,202401230OKC,0,0,37,86,.430,18,39,.462,17,21,.810,12,34,46,27,6,6,19,19,109,.572,.535,.453,.244,26.7,77.3,51.7,73.0,6.0,9.1,16.6,100.0,108.8,110.8
OKC,202401230OKC,1,1,43,89,.483,7,23,.304,18,28,.643,10,33,43,23,9,10,12,18,111,.548,.522,.258,.315,22.7,73.3,48.3,53.5,9.0,21.3,10.6,100.0,110.8,108.8
LAL,202401230LAC,0,0,45,92,.489,11,32,.344,15,22,.682,13,28,41,27,9,8,15,15,116,.570,.549,.348,.239,30.2,82.4,53.2,60.0,8.9,13.1,12.9,100.0,115.1,126.0
LAC,202401230LAC,1,1,52,88,.591,14,27,.519,9,12,.750,6,30,36,33,8,5,15,17,127,.681,.670,.307,.136,17.6,69.8,46.8,63.5,7.9,8.3,13.9,100.0,126.0,115.1
CHO,202401240DET,0,0,38,87,.437,15,38,.395,15,19,.789,9,39,48,27,5,5,11,22,106,.556,.523,.437,.218,18.8,88.6,52.2,71.1,5.1,10.4,10.3,100.0,108.4,115.6
DET,202401240DET,1,1,43,86,.500,15,38,.395,12,20,.600,5,39,44,26,4,0,11,17,113,.596,.587,.442,.233,11.4,81.3,47.8,60.5,4.1,0.0,10.4,100.0,115.6,108.4
MIN,202401240WAS,1,0,42,100,.420,9,32,.281,25,29,.862,15,33,48,26,8,7,7,22,118,.523,.465,.320,.290,26.3,82.5,49.5,61.9,7.8,13.2,5.8,100.0,115.5,104.7
WAS,202401240WAS,0,1,37,77,.481,10,24,.417,23,29,.793,7,42,49,31,2,3,21,22,107,.596,.545,.312,.377,17.5,73.7,50.5,83.8,2.0,4.4,19.0,100.0,104.7,115.5
MEM,202401240MIA,1,0,36,80,.450,17,36,.472,16,19,.842,7,37,44,30,8,6,18,19,105,.594,.556,.450,.238,17.5,77.1,50.0,83.3,8.2,12.5,16.9,100.0,108.1,98.8
MIA,202401240MIA,0,1,33,82,.402,11,34,.324,19,25,.760,11,33,44,21,9,9,17,17,96,.516,.470,.415,.305,22.9,82.5,50.0,63.6,9.3,20.5,15.5,100.0,98.8,108.1
POR,202401240HOU,1,0,50,98,.510,15,35,.429,22,24,.917,13,35,48,31,6,4,12,18,137,.631,.587,.357,.245,31.0,81.4,56.5,62.0,5.8,6.9,10.0,100.0,133.2,127.3
HOU,202401240HOU,0,1,50,94,.532,12,36,.333,19,22,.864,8,29,37,29,8,6,8,19,131,.632,.596,.383,.234,18.6,69.0,43.5,58.0,7.8,9.5,7.2,100.0,127.3,133.2
CLE,202401240MIL,0,0,46,91,.505,13,38,.342,11,15,.733,6,33,39,26,5,2,13,18,116,.594,.577,.418,.165,14.3,76.7,45.9,56.5,4.9,3.3,11.8,100.0,113.1,122.9
MIL,202401240MIL,1,1,45,90,.500,11,29,.379,25,28,.893,10,36,46,24,9,3,12,16,126,.616,.561,.322,.311,23.3,85.7,54.1,53.3,8.8,5.7,10.5,100.0,122.9,113.1
PHO,202401240DAL,1,0,51,85,.600,14,34,.412,16,22,.727,11,38,49,30,10,4,16,20,132,.697,.682,.400,.259,32.4,79.2,59.8,58.8,10.1,8.7,14.5,100.0,133.7,110.4
DAL,202401240DAL,0,1,41,89,.461,17,43,.395,10,18,.556,10,23,33,25,4,3,14,16,109,.562,.556,.483,.202,20.8,67.6,40.2,61.0,4.1,5.9,12.6,100.0,110.4,133.7
OKC,202401240SAS,1,0,54,96,.563,18,40,.450,14,16,.875,16,31,47,36,11,8,16,20,140,.679,.656,.417,.167,38.1,72.1,55.3,66.7,10.8,14.8,13.4,100.0,137.6,112.1
SAS,202401240SAS,0,1,43,86,.500,9,32,.281,19,25,.760,12,26,38,30,7,11,19,14,114,.588,.552,.372,.291,27.9,61.9,44.7,69.8,6.9,19.6,16.4,100.0,112.1,137.6
ATL,202401240GSW,0,0,39,94,.415,14,43,.326,20,26,.769,13,32,45,30,7,2,11,16,112,.531,.489,.457,.277,25.5,74.4,47.9,76.9,7.0,3.4,9.4,100.0,112.4,134.5
GSW,202401240GSW,1,1,51,91,.560,16,33,.485,16,22,.727,11,38,49,26,6,9,10,18,134,.665,.648,.363,.242,25.6,74.5,52.1,51.0,6.0,17.6,9.0,100.0,134.5,112.4
PHI,202401250IND,0,0,42,87,.483,7,29,.241,31,43,.721,6,25,31,24,13,6,12,20,122,.576,.523,.333,.494,12.2,67.6,36.0,57.1,11.9,9.2,10.2,100.0,111.5,122.5
IND,202401250IND,1,1,53,93,.570,12,28,.429,16,21,.762,12,43,55,35,6,8,21,33,134,.655,.634,.301,.226,32.4,87.8,64.0,66.0,5.5,13.8,17.0,100.0,122.5,111.5
UTA,202401250WAS,1,0,50,97,.515,13,31,.419,10,12,.833,13,39,52,34,6,2,16,19,123,.601,.582,.320,.124,30.2,88.6,59.8,68.0,5.9,3.4,13.5,100.0,120.5,105.8
WAS,202401250WAS,0,1,43,88,.489,7,30,.233,15,20,.750,5,30,35,33,11,7,11,14,108,.558,.528,.341,.227,11.4,69.8,40.2,76.7,10.8,10.6,10.2,100.0,105.8,120.5
MIN,202401250BRK,1,0,37,75,.493,10,21,.476,12,16,.750,5,33,38,24,6,4,17,17,96,.585,.560,.280,.213,15.6,86.8,54.3,64.9,6.5,9.1,17.2,100.0,104.0,101.9
BRK,202401250BRK,0,1,35,77,.455,10,33,.303,14,16,.875,5,27,32,22,7,3,15,15,94,.559,.519,.429,.208,13.2,84.4,45.7,62.9,7.6,5.6,15.1,100.0,101.9,104.0
BOS,202401250MIA,1,0,51,80,.638,22,40,.550,19,20,.950,6,41,47,36,4,5,11,10,143,.805,.775,.500,.250,23.1,78.8,60.3,70.6,4.3,9.6,11.0,100.0,155.2,119.4
MIA,202401250MIA,0,1,42,94,.447,16,42,.381,10,13,.769,11,20,31,25,7,1,5,12,110,.552,.532,.447,.138,21.2,76.9,39.7,59.5,7.6,2.5,4.8,100.0,119.4,155.2
DEN,202401250NYK,0,0,34,84,.405,5,26,.192,11,13,.846,13,27,40,20,2,2,19,20,84,.468,.435,.310,.155,28.9,69.2,47.6,58.8,2.2,4.3,17.5,100.0,92.0,133.6
NYK,202401250NYK,1,1,45,85,.529,15,38,.395,17,20,.850,12,32,44,26,12,3,10,14,122,.650,.618,.447,.235,30.8,71.1,52.4,57.8,13.1,5.2,9.6,100.0,133.6,92.0
SAC,202401250GSW,1,0,48,91,.527,22,48,.458,16,19,.842,8,26,34,33,8,5,10,21,134,.674,.648,.527,.209,22.9,81.3,50.7,68.8,8.1,10.2,9.1,100.0,134.9,133.9
GSW,202401250GSW,0,1,48,86,.558,19,37,.514,18,23,.783,6,27,33,30,7,3,13,19,133,.692,.669,.430,.267,18.8,77.1,49.3,62.5,7.0,7.0,11.9,100.0,133.9,134.9
CHI,202401250LAL,0,0,47,88,.534,12,37,.324,26,29,.897,12,27,39,27,7,6,17,18,132,.655,.602,.420,.330,32.4,84.4,56.5,57.4,6.8,10.7,14.4,100.0,128.4,137.1
LAL,202401250LAL,1,1,53,87,.609,20,31,.645,15,20,.750,5,25,30,35,10,4,14,21,141,.736,.724,.356,.230,15.6,67.6,43.5,66.0,9.7,7.8,12.8,100.0,137.1,128.4
DAL,202401260ATL,1,0,51,85,.600,19,35,.543,27,32,.844,6,31,37,28,3,5,13,25,148,.747,.712,.412,.376,20.0,72.1,50.7,54.9,2.9,7.9,11.6,100.0,143.8,139.0
ATL,202401260ATL,0,1,51,97,.526,15,34,.441,26,30,.867,12,24,36,32,7,2,7,24,143,.649,.603,.351,.309,27.9,80.0,49.3,62.7,6.8,4.0,6.0,100.0,139.0,143.8
HOU,202401260CHO,1,0,50,89,.562,13,33,.394,25,31,.806,11,42,53,34,7,10,14,20,138,.672,.635,.371,.348,28.9,89.4,62.4,68.0,6.7,17.9,12.0,100.0,132.4,99.8
CHO,202401260CHO,0,1,35,85,.412,9,29,.310,25,32,.781,5,27,32,20,6,7,13,25,104,.525,.465,.341,.376,10.6,71.1,37.6,57.1,5.8,12.5,11.6,100.0,99.8,132.4
PHO,202401260IND,0,0,51,89,.573,13,30,.433,16,18,.889,7,31,38,24,8,5,20,17,131,.676,.646,.337,.202,20.6,59.6,44.2,47.1,7.5,6.0,17.1,100.0,122.5,124.4
IND,202401260IND,1,1,58,109,.532,8,26,.308,9,15,.600,21,27,48,34,8,3,13,17,133,.575,.569,.239,.138,40.4,79.4,55.8,58.6,7.5,5.1,10.1,100.0,124.4,122.5
LAC,202401260TOR,1,0,48,95,.505,9,32,.281,22,24,.917,12,38,50,29,6,7,11,17,127,.602,.553,.337,.253,28.6,71.7,52.6,60.4,6.0,10.9,9.4,100.0,126.2,106.3
TOR,202401260TOR,0,1,44,96,.458,6,32,.188,13,22,.591,15,30,45,26,6,3,11,18,107,.506,.490,.333,.229,28.3,71.4,47.4,59.1,6.0,4.8,9.4,100.0,106.3,126.2
ORL,202401260MEM,0,0,38,81,.469,9,34,.265,21,29,.724,9,31,40,21,8,4,11,14,106,.565,.525,.420,.358,20.9,77.5,48.2,55.3,8.4,8.2,10.5,100.0,110.6,111.7
MEM,202401260MEM,1,1,42,90,.467,15,41,.366,8,13,.615,9,34,43,30,9,7,14,21,107,.559,.550,.456,.144,22.5,79.1,51.8,71.4,9.4,14.9,12.8,100.0,111.7,110.6
CLE,202401260MIL,1,0,38,92,.413,14,36,.389,22,31,.710,15,36,51,20,7,8,13,22,112,.530,.489,.391,.337,27.8,75.0,50.0,52.6,6.9,15.1,11.0,100.0,110.9,99.0
MIL,202401260MIL,0,1,35,87,.402,13,34,.382,17,24,.708,12,39,51,21,6,4,18,24,100,.513,.477,.391,.276,25.0,72.2,50.0,60.0,5.9,7.1,15.6,100.0,99.0,110.9
OKC,202401260NOP,1,0,42,88,.477,10,33,.303,13,14,.929,6,39,45,22,11,5,13,11,107,.568,.534,.375,.159,15.4,83.0,52.3,52.4,11.1,10.9,12.1,100.0,108.3,84.0
NOP,202401260NOP,0,1,32,82,.390,9,36,.250,10,14,.714,8,33,41,24,9,5,20,16,83,.471,.445,.439,.171,17.0,84.6,47.7,75.0,9.1,9.1,18.5,100.0,84.0,108.3
POR,202401260SAS,0,0,38,90,.422,10,37,.270,14,19,.737,8,29,37,23,11,3,15,20,100,.508,.478,.411,.211,16.0,63.0,38.5,60.5,10.8,5.2,13.2,100.0,97.9,113.5
SAS,202401260SAS,1,1,42,92,.457,10,34,.294,22,26,.846,17,42,59,30,12,5,18,11,116,.561,.511,.370,.283,37.0,84.0,61.5,71.4,11.7,9.4,14.8,100.0,113.5,97.9
WAS,202401270DET,1,0,45,100,.450,11,34,.324,17,21,.810,16,34,50,26,10,4,10,19,118,.540,.505,.340,.210,32.0,75.6,52.6,57.8,10.0,7.5,8.4,100.0,118.1,104.1
DET,202401270DET,0,1,37,85,.435,9,32,.281,21,27,.778,11,34,45,22,2,8,17,20,104,.537,.488,.376,.318,24.4,68.0,47.4,59.5,2.0,12.1,14.9,100.0,104.1,118.1
MIA,202401270NYK,0,0,41,88,.466,14,37,.378,13,16,.813,8,30,38,26,6,4,8,18,109,.573,.545,.420,.182,18.6,73.2,45.2,63.4,6.5,7.4,7.8,100.0,117.6,134.9
NYK,202401270NYK,1,1,45,87,.517,17,33,.515,18,26,.692,11,35,46,25,6,3,7,15,125,.635,.615,.379,.299,26.8,81.4,54.8,55.6,6.5,5.9,6.6,100.0,134.9,117.6
PHI,202401270DEN,0,0,43,81,.531,6,22,.273,13,16,.813,6,33,39,25,5,6,11,29,105,.596,.568,.272,.198,16.2,71.7,47.0,58.1,5.5,13.3,11.1,100.0,114.5,121.0
DEN,202401270DEN,1,1,37,82,.451,13,37,.351,24,38,.632,13,31,44,25,5,3,8,15,111,.562,.530,.451,.463,28.3,83.8,53.0,67.6,5.5,5.1,7.5,100.0,121.0,114.5
HOU,202401270BRK,0,0,37,94,.394,10,37,.270,20,23,.870,15,40,55,20,6,3,17,29,104,.499,.447,.394,.245,28.3,95.2,57.9,54.1,5.7,7.5,14.0,100.0,99.6,101.5
BRK,202401270BRK,1,1,36,74,.486,12,34,.353,22,37,.595,2,38,40,24,11,6,19,22,106,.587,.568,.459,.500,4.8,71.7,42.1,66.7,10.5,10.5,17.4,100.0,101.5,99.6
LAC,202401270BOS,1,0,45,102,.441,10,40,.250,15,18,.833,15,43,58,28,8,8,8,20,115,.523,.490,.392,.176,30.6,70.5,52.7,62.2,8.2,13.3,6.8,100.0,117.5,98.1
