Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MEM,202112040DAL,1,0,37,76,.487,9,26,.346,14,24,.583,10,42,52,20,10,5,23,23,97,.560,.546,.342,.316,26.3,75.0,55.3,54.1,10.2,10.2,21.0,100.0,99.0,91.9
DAL,202112040DAL,0,1,31,92,.337,15,43,.349,13,19,.684,14,28,42,19,10,1,15,21,90,.448,.418,.467,.207,25.0,73.7,44.7,61.3,10.2,2.0,13.0,100.0,91.9,99.0
SAS,202112040GSW,1,0,42,88,.477,12,35,.343,16,19,.842,11,34,45,24,10,4,12,17,112,.581,.545,.398,.216,24.4,75.6,50.0,57.1,10.3,7.8,11.1,100.0,115.5,110.4
GSW,202112040GSW,0,1,40,90,.444,13,39,.333,14,21,.667,11,34,45,26,6,2,13,18,107,.539,.517,.433,.233,24.4,75.6,50.0,65.0,6.2,3.8,11.6,100.0,110.4,115.5
BOS,202112040POR,1,0,49,87,.563,21,37,.568,26,29,.897,12,34,46,26,5,7,12,21,145,.727,.684,.425,.333,34.3,79.1,59.0,53.1,5.1,11.7,10.7,100.0,147.3,118.8
POR,202112040POR,0,1,42,89,.472,8,29,.276,25,32,.781,9,23,32,22,7,2,9,21,117,.568,.517,.326,.360,20.9,65.7,41.0,52.4,7.1,4.0,8.0,100.0,118.8,147.3
LAC,202112040SAC,0,0,34,89,.382,13,34,.382,18,27,.667,9,38,47,23,7,3,18,24,99,.491,.455,.382,.303,18.4,77.6,48.0,67.6,6.7,5.8,15.1,100.0,95.2,100.0
SAC,202112040SAC,1,1,36,86,.419,12,34,.353,20,25,.800,11,40,51,19,8,8,17,25,104,.536,.488,.395,.291,22.4,81.6,52.0,52.8,7.7,14.5,14.9,100.0,100.0,95.2
UTA,202112050CLE,1,0,40,90,.444,20,48,.417,9,10,.900,14,32,46,24,8,5,17,14,109,.577,.556,.533,.111,31.8,68.1,50.5,60.0,8.5,9.4,15.3,100.0,116.3,115.2
CLE,202112050CLE,0,1,42,91,.462,14,38,.368,10,13,.769,15,30,45,20,12,5,14,8,108,.558,.538,.418,.143,31.9,68.2,49.5,47.6,12.8,11.9,12.6,100.0,115.2,116.3
CHO,202112050ATL,1,0,46,86,.535,17,37,.459,21,28,.750,7,32,39,21,9,3,6,18,130,.661,.634,.430,.326,16.7,76.2,46.4,45.7,9.2,5.4,5.8,100.0,132.8,129.7
ATL,202112050ATL,0,1,48,93,.516,17,37,.459,14,18,.778,10,35,45,29,4,3,11,19,127,.629,.608,.398,.194,23.8,83.3,53.6,60.4,4.1,6.1,9.8,100.0,129.7,132.8
WAS,202112050TOR,0,0,30,73,.411,8,25,.320,22,29,.759,6,37,43,20,4,5,10,22,90,.525,.466,.342,.397,14.0,78.7,47.8,66.7,4.4,8.1,10.4,100.0,100.0,113.3
TOR,202112050TOR,1,1,38,85,.447,8,23,.348,18,24,.750,10,37,47,22,3,1,8,24,102,.534,.494,.271,.282,21.3,86.0,52.2,57.9,3.3,2.1,7.7,100.0,113.3,100.0
NOP,202112050HOU,0,0,40,94,.426,10,38,.263,18,25,.720,22,28,50,19,9,9,8,26,108,.514,.479,.404,.266,43.1,71.8,55.6,47.5,10.0,23.1,7.1,100.0,120.3,131.4
HOU,202112050HOU,1,1,39,79,.494,17,40,.425,23,29,.793,11,29,40,24,3,3,14,23,118,.643,.601,.506,.367,28.2,56.9,44.4,61.5,3.3,5.4,13.2,100.0,131.4,120.3
PHI,202112060CHO,1,0,46,87,.529,15,36,.417,20,27,.741,8,41,49,28,6,9,15,19,127,.642,.615,.414,.310,21.6,75.9,53.8,60.9,5.7,14.8,13.2,100.0,121.0,118.1
CHO,202112060CHO,0,1,48,107,.449,16,46,.348,12,17,.706,13,29,42,31,6,6,8,18,124,.542,.523,.430,.159,24.1,78.4,46.2,64.6,5.7,11.8,6.5,100.0,118.1,121.0
OKC,202112060DET,1,0,41,82,.500,9,25,.360,23,30,.767,6,34,40,22,10,11,11,13,114,.599,.555,.305,.366,14.3,68.0,43.5,53.7,10.1,19.0,10.4,100.0,115.6,104.4
DET,202112060DET,0,1,41,99,.414,16,41,.390,5,6,.833,16,36,52,21,8,7,17,26,103,.507,.495,.414,.061,32.0,85.7,56.5,51.2,8.1,12.3,14.3,100.0,104.4,115.6
WAS,202112060IND,0,0,43,81,.531,7,15,.467,17,21,.810,9,21,30,25,11,2,12,19,110,.609,.574,.185,.259,25.0,61.8,42.9,58.1,12.1,3.4,11.7,100.0,120.8,127.4
IND,202112060IND,1,1,43,82,.524,9,23,.391,21,22,.955,13,27,40,25,10,10,16,20,116,.633,.579,.280,.268,38.2,75.0,57.1,58.1,11.0,15.2,14.9,100.0,127.4,120.8
MEM,202112060MIA,1,0,38,89,.427,13,33,.394,16,21,.762,16,31,47,26,11,6,19,18,105,.534,.500,.371,.236,35.6,81.6,56.6,68.4,11.3,11.1,16.2,100.0,107.8,92.4
MIA,202112060MIA,0,1,35,76,.461,6,22,.273,14,17,.824,7,29,36,26,11,6,23,19,90,.539,.500,.289,.224,18.4,64.4,43.4,74.3,11.3,10.7,21.6,100.0,92.4,107.8
DEN,202112060CHI,0,0,38,96,.396,11,32,.344,10,15,.667,11,39,50,30,5,2,11,17,97,.473,.453,.333,.156,20.8,75.0,47.6,78.9,5.1,3.6,9.7,100.0,98.6,110.8
CHI,202112060CHI,1,1,41,91,.451,13,35,.371,14,20,.700,13,42,55,25,4,7,11,15,109,.546,.522,.385,.220,25.0,79.2,52.4,61.0,4.1,10.9,9.9,100.0,110.8,98.6
CLE,202112060MIL,0,0,35,90,.389,15,46,.326,19,20,.950,7,32,39,27,8,4,10,17,104,.526,.472,.511,.222,13.5,80.0,42.4,77.1,7.9,7.4,9.2,100.0,102.5,110.4
MIL,202112060MIL,1,1,40,86,.465,13,32,.406,19,24,.792,8,45,53,21,7,5,17,20,112,.580,.541,.372,.279,20.0,86.5,57.6,52.5,6.9,11.4,15.0,100.0,110.4,102.5
ATL,202112060MIN,1,0,40,90,.444,25,49,.510,16,19,.842,11,38,49,31,5,8,12,20,121,.615,.583,.544,.211,24.4,70.4,49.5,77.5,5.2,13.8,10.9,100.0,126.4,114.9
MIN,202112060MIN,0,1,39,98,.398,17,40,.425,15,19,.789,16,34,50,22,9,5,8,17,110,.517,.485,.408,.194,29.6,75.6,50.5,56.4,9.4,12.2,7.0,100.0,114.9,126.4
SAS,202112060PHO,0,0,40,93,.430,11,29,.379,13,19,.684,9,32,41,31,12,6,15,18,104,.513,.489,.312,.204,20.9,68.1,45.6,77.5,11.7,9.2,12.9,100.0,101.7,105.6
PHO,202112060PHO,1,1,43,94,.457,10,29,.345,12,18,.667,15,34,49,27,6,4,17,20,108,.530,.511,.309,.191,31.9,79.1,54.4,62.8,5.9,6.3,14.3,100.0,105.6,101.7
ORL,202112060GSW,0,0,33,76,.434,11,38,.289,18,22,.818,5,33,38,18,10,4,23,20,95,.554,.507,.500,.289,12.2,82.5,46.9,54.5,9.6,8.5,21.2,100.0,91.5,121.4
GSW,202112060GSW,1,1,43,87,.494,20,40,.500,20,29,.690,7,36,43,28,15,2,15,19,126,.632,.609,.460,.333,17.5,87.8,53.1,65.1,14.5,5.3,13.1,100.0,121.4,91.5
LAC,202112060POR,1,0,41,92,.446,11,36,.306,9,14,.643,7,30,37,18,8,7,13,21,102,.520,.505,.391,.152,15.6,81.1,45.1,43.9,8.1,12.3,11.7,100.0,102.9,90.8
POR,202112060POR,0,1,35,79,.443,5,22,.227,15,20,.750,7,38,45,16,6,6,18,19,90,.513,.475,.278,.253,18.9,84.4,54.9,45.7,6.1,10.7,17.0,100.0,90.8,102.9
BRK,202112070DAL,1,0,42,83,.506,8,26,.308,10,13,.769,8,42,50,28,3,4,12,22,102,.575,.554,.313,.157,21.6,80.8,56.2,66.7,3.3,9.1,11.9,100.0,111.8,108.6
DAL,202112070DAL,0,1,36,90,.400,9,46,.196,18,22,.818,10,29,39,21,6,2,4,15,99,.497,.450,.511,.244,19.2,78.4,43.8,58.3,6.6,3.5,3.9,100.0,108.6,111.8
NYK,202112070SAS,1,0,43,91,.473,18,38,.474,17,19,.895,17,35,52,22,7,5,11,19,121,.609,.571,.418,.209,36.2,72.9,54.7,51.2,7.5,8.2,10.0,100.0,129.9,117.1
SAS,202112070SAS,0,1,41,92,.446,12,31,.387,15,20,.750,13,30,43,30,5,4,10,18,109,.541,.511,.337,.217,27.1,63.8,45.3,73.2,5.4,7.5,9.0,100.0,117.1,129.9
BOS,202112070LAL,0,0,36,82,.439,10,33,.303,20,29,.690,7,27,34,27,8,4,13,16,102,.538,.500,.402,.354,15.6,67.5,40.0,75.0,8.0,6.1,12.1,100.0,102.5,117.5
LAL,202112070LAL,1,1,48,93,.516,8,27,.296,13,17,.765,13,38,51,25,7,4,16,21,117,.582,.559,.290,.183,32.5,84.4,60.0,52.1,7.0,8.2,13.7,100.0,117.5,102.5
PHI,202112080CHO,1,0,36,75,.480,13,34,.382,25,30,.833,8,28,36,23,6,4,17,21,110,.624,.567,.453,.400,22.9,77.8,50.7,63.9,6.2,7.8,16.2,100.0,114.5,110.4
CHO,202112080CHO,0,1,39,80,.488,10,29,.345,18,21,.857,8,27,35,22,7,4,19,24,106,.594,.550,.363,.263,22.2,77.1,49.3,56.4,7.3,9.8,17.6,100.0,110.4,114.5
CHI,202112080CLE,0,0,35,84,.417,7,26,.269,15,21,.714,11,26,37,21,6,3,18,17,92,.493,.458,.310,.250,22.9,83.9,46.8,60.0,6.2,5.8,16.2,100.0,94.6,118.2
CLE,202112080CLE,1,1,44,80,.550,13,28,.464,14,16,.875,5,37,42,28,10,8,16,22,115,.661,.631,.350,.200,16.1,77.1,53.2,63.6,10.3,13.8,15.5,100.0,118.2,94.6
WAS,202112080DET,1,0,42,88,.477,12,32,.375,23,28,.821,13,32,45,27,6,8,17,21,119,.593,.545,.364,.318,30.2,82.1,54.9,64.3,5.9,14.5,14.5,100.0,117.7,114.7
DET,202112080DET,0,1,37,79,.468,13,24,.542,29,35,.829,7,30,37,22,9,4,16,26,116,.614,.551,.304,.443,17.9,69.8,45.1,59.5,8.9,7.1,14.5,100.0,114.7,117.7
NYK,202112080IND,0,0,36,86,.419,9,30,.300,21,23,.913,11,25,36,17,6,8,13,20,102,.531,.471,.349,.267,25.0,73.5,46.2,47.2,6.3,13.6,11.9,100.0,107.1,128.1
IND,202112080IND,1,1,46,86,.535,10,27,.370,20,25,.800,9,33,42,27,8,4,11,19,122,.629,.593,.314,.291,26.5,75.0,53.8,58.7,8.4,7.1,10.2,100.0,128.1,107.1
MIL,202112080MIA,0,0,36,85,.424,12,39,.308,20,27,.741,12,29,41,18,11,4,19,20,104,.537,.494,.459,.318,25.0,82.9,49.4,50.0,11.1,13.3,16.4,100.0,104.7,113.7
MIA,202112080MIA,1,1,40,77,.519,22,47,.468,11,12,.917,6,36,42,32,6,6,22,23,113,.687,.662,.610,.156,17.1,75.0,50.6,80.0,6.0,13.0,21.1,100.0,113.7,104.7
OKC,202112080TOR,1,0,38,84,.452,17,40,.425,17,20,.850,7,33,40,28,12,3,14,18,110,.593,.554,.476,.238,17.5,71.7,46.5,73.7,12.4,5.8,13.1,100.0,113.4,112.4
TOR,202112080TOR,0,1,42,93,.452,15,41,.366,10,15,.667,13,33,46,27,6,5,13,19,109,.547,.532,.441,.161,28.3,82.5,53.5,64.3,6.2,11.4,11.5,100.0,112.4,113.4
BRK,202112080HOU,0,0,35,89,.393,8,33,.242,26,31,.839,14,30,44,18,7,3,13,23,104,.507,.438,.371,.348,32.6,76.9,53.7,51.4,7.3,7.5,11.2,100.0,108.3,118.7
HOU,202112080HOU,1,1,40,81,.494,14,41,.341,20,29,.690,9,29,38,23,9,9,14,23,114,.608,.580,.506,.358,23.1,67.4,46.3,57.5,9.4,16.1,13.0,100.0,118.7,108.3
DAL,202112080MEM,1,0,37,77,.481,12,33,.364,18,23,.783,10,37,47,24,5,6,19,21,104,.597,.558,.429,.299,26.3,75.5,54.0,64.9,5.2,10.2,17.9,100.0,107.9,99.6
MEM,202112080MEM,0,1,36,90,.400,9,31,.290,15,25,.600,12,28,40,23,14,3,13,23,96,.475,.450,.344,.278,24.5,73.7,46.0,63.9,14.5,6.8,11.4,100.0,99.6,107.9
UTA,202112080MIN,1,0,50,88,.568,25,54,.463,11,15,.733,6,42,48,26,6,4,15,20,136,.719,.710,.614,.170,17.6,82.4,56.5,52.0,5.7,8.3,13.7,100.0,130.2,99.6
MIN,202112080MIN,0,1,38,95,.400,17,47,.362,11,17,.647,9,28,37,19,9,3,16,17,104,.507,.489,.495,.179,17.6,82.4,43.5,50.0,8.6,8.8,13.5,100.0,99.6,130.2
DEN,202112080NOP,1,0,45,88,.511,9,32,.281,21,27,.778,5,28,33,28,12,4,12,19,120,.601,.563,.364,.307,12.2,73.7,41.8,62.2,11.3,6.7,10.7,100.0,112.7,107.1
NOP,202112080NOP,0,1,47,90,.522,11,30,.367,9,12,.750,10,36,46,32,8,5,25,22,114,.598,.583,.333,.133,26.3,87.8,58.2,68.1,7.5,8.9,20.8,100.0,107.1,112.7
POR,202112080GSW,0,0,33,80,.413,8,30,.267,20,28,.714,7,35,42,24,5,3,16,24,94,.509,.463,.375,.350,15.9,77.8,47.2,72.7,5.0,8.1,14.8,100.0,94.6,104.7
GSW,202112080GSW,1,1,33,83,.398,14,46,.304,24,31,.774,10,37,47,22,9,3,16,19,104,.538,.482,.554,.373,22.2,84.1,52.8,66.7,9.1,6.0,14.2,100.0,104.7,94.6
ORL,202112080SAC,0,0,48,97,.495,16,34,.471,18,23,.783,17,26,43,29,2,5,13,18,130,.607,.577,.351,.237,35.4,68.4,50.0,60.4,2.0,7.9,10.8,100.0,129.5,141.5
SAC,202112080SAC,1,1,53,97,.546,15,34,.441,21,25,.840,12,31,43,24,8,7,8,22,142,.657,.624,.351,.258,31.6,64.6,50.0,45.3,8.0,11.1,6.9,100.0,141.5,129.5
BOS,202112080LAC,0,0,41,86,.477,10,32,.313,19,21,.905,14,33,47,26,11,3,23,21,111,.583,.535,.372,.244,32.6,78.6,55.3,63.4,10.7,5.7,19.5,100.0,108.2,111.1
LAC,202112080LAC,1,1,40,85,.471,14,32,.438,20,22,.909,9,29,38,20,13,7,20,18,114,.602,.553,.376,.259,21.4,67.4,44.7,50.0,12.7,13.0,17.4,100.0,111.1,108.2
UTA,202112090PHI,1,0,43,91,.473,15,40,.375,17,24,.708,16,36,52,22,7,5,12,14,118,.581,.555,.440,.264,36.4,85.7,60.5,51.2,7.3,9.1,10.6,100.0,122.7,99.9
PHI,202112090PHI,0,1,38,88,.432,6,33,.182,14,15,.933,6,28,34,17,9,4,12,20,96,.507,.466,.375,.170,14.3,63.6,39.5,44.7,9.4,7.8,11.3,100.0,99.9,122.7
LAL,202112090MEM,0,0,36,78,.462,12,30,.400,11,17,.647,7,38,45,26,8,6,22,15,95,.556,.538,.385,.218,17.5,73.1,48.9,72.2,8.1,11.5,20.5,100.0,96.0,109.2
MEM,202112090MEM,1,1,41,94,.436,14,42,.333,12,18,.667,14,33,47,28,18,5,13,14,108,.530,.511,.447,.191,26.9,82.5,51.1,68.3,18.2,10.4,11.3,100.0,109.2,96.0
DEN,202112090SAS,0,0,42,94,.447,15,39,.385,12,13,.923,5,28,33,29,7,5,9,21,111,.557,.527,.415,.138,11.1,66.7,37.9,69.0,7.1,9.4,8.3,100.0,112.2,124.3
SAS,202112090SAS,1,1,46,88,.523,15,35,.429,16,22,.727,14,40,54,32,5,7,14,21,123,.630,.608,.398,.250,33.3,88.9,62.1,69.6,5.1,12.7,12.5,100.0,124.3,112.2
SAC,202112100CHO,0,0,48,101,.475,14,41,.341,13,17,.765,20,28,48,22,11,4,14,20,123,.567,.545,.406,.168,41.7,71.8,55.2,45.8,11.1,7.7,11.4,100.0,124.6,125.6
CHO,202112100CHO,1,1,48,87,.552,14,35,.400,14,20,.700,11,28,39,29,9,8,16,20,124,.647,.632,.402,.230,28.2,58.3,44.8,60.4,9.1,13.3,14.3,100.0,125.6,124.6
DAL,202112100IND,0,0,39,84,.464,4,29,.138,11,12,.917,12,25,37,18,7,2,14,18,93,.521,.488,.345,.143,27.9,65.8,45.7,46.2,7.9,3.9,13.6,100.0,104.9,119.6
IND,202112100IND,1,1,41,87,.471,13,36,.361,11,12,.917,13,31,44,28,7,3,13,19,106,.574,.546,.414,.138,34.2,72.1,54.3,68.3,7.9,5.5,12.3,100.0,119.6,104.9
BRK,202112100ATL,1,0,46,93,.495,6,23,.261,15,16,.938,9,32,41,26,9,7,14,22,113,.565,.527,.247,.172,21.4,66.7,45.6,56.5,9.0,11.7,12.3,100.0,112.5,104.5
ATL,202112100ATL,0,1,37,94,.394,11,34,.324,20,24,.833,16,33,49,21,10,3,15,19,105,.502,.452,.362,.255,33.3,78.6,54.4,56.8,10.0,4.3,12.5,100.0,104.5,112.5
NYK,202112100TOR,0,0,29,81,.358,9,34,.265,20,24,.833,14,41,55,18,4,2,15,17,87,.475,.414,.420,.296,28.0,77.4,53.4,62.1,4.4,3.8,14.1,100.0,96.4,99.8
TOR,202112100TOR,1,1,30,87,.345,12,35,.343,18,23,.783,12,36,48,21,9,7,8,19,90,.463,.414,.402,.264,22.6,72.0,46.6,70.0,10.0,14.9,7.6,100.0,99.8,96.4
MIL,202112100HOU,1,0,42,83,.506,15,39,.385,24,32,.750,13,35,48,19,11,8,15,21,123,.633,.596,.470,.386,31.7,74.5,54.5,45.2,11.2,18.6,13.4,100.0,124.8,115.7
HOU,202112100HOU,0,1,42,89,.472,19,46,.413,11,20,.550,12,28,40,30,9,4,16,28,114,.583,.579,.517,.225,25.5,68.3,45.5,71.4,9.1,9.1,14.1,100.0,115.7,124.8
CLE,202112100MIN,1,0,46,85,.541,13,33,.394,18,22,.818,6,41,47,34,8,7,17,23,123,.650,.618,.388,.259,16.7,80.4,54.0,73.9,7.6,13.2,15.2,100.0,117.5,101.3
MIN,202112100MIN,0,1,36,92,.391,11,39,.282,23,28,.821,10,30,40,24,9,5,14,19,106,.508,.451,.424,.304,19.6,83.3,46.0,66.7,8.6,9.6,11.8,100.0,101.3,117.5
DET,202112100NOP,0,0,35,90,.389,12,37,.324,11,12,.917,7,31,38,22,7,6,13,15,93,.488,.456,.411,.133,13.5,67.4,38.8,62.9,7.1,10.3,12.0,100.0,93.7,109.9
NOP,202112100NOP,1,1,41,95,.432,13,37,.351,14,16,.875,15,45,60,29,6,4,16,16,109,.534,.500,.389,.168,32.6,86.5,61.2,70.7,6.0,7.5,13.6,100.0,109.9,93.7
LAL,202112100OKC,1,0,41,87,.471,19,42,.452,15,20,.750,12,35,47,23,12,3,16,14,116,.605,.580,.483,.230,27.3,64.8,48.0,56.1,12.5,5.8,14.3,100.0,120.6,98.8
OKC,202112100OKC,0,1,38,96,.396,10,44,.227,9,14,.643,19,32,51,21,9,3,15,17,95,.465,.448,.458,.146,35.2,72.7,52.0,55.3,9.4,6.7,12.8,100.0,98.8,120.6
BOS,202112100PHO,0,0,35,93,.376,4,26,.154,16,24,.667,15,31,46,13,7,6,13,17,90,.435,.398,.280,.258,27.8,68.9,46.5,37.1,7.2,10.3,11.2,100.0,93.2,115.0
PHO,202112100PHO,1,1,43,96,.448,14,38,.368,11,11,1.000,14,39,53,25,4,9,12,21,111,.550,.521,.396,.115,31.1,72.2,53.5,58.1,4.1,13.4,10.6,100.0,115.0,93.2
ORL,202112110LAC,0,0,35,80,.438,12,33,.364,22,24,.917,10,35,45,21,4,5,11,11,104,.574,.513,.413,.300,23.3,74.5,50.0,60.0,4.5,8.9,10.8,100.0,116.8,119.0
LAC,202112110LAC,1,1,42,92,.457,18,36,.500,4,6,.667,12,33,45,27,7,1,8,17,106,.560,.554,.391,.065,25.5,76.7,50.0,64.3,7.9,2.1,7.8,100.0,119.0,116.8
UTA,202112110WAS,1,0,48,93,.516,13,39,.333,14,17,.824,12,37,49,28,5,5,9,14,123,.612,.586,.419,.183,28.6,80.4,55.7,58.3,5.2,7.8,8.2,100.0,127.7,101.8
WAS,202112110WAS,0,1,41,89,.461,8,25,.320,8,14,.571,9,30,39,17,3,3,13,15,98,.515,.506,.281,.157,19.6,71.4,44.3,41.5,3.1,5.6,12.0,100.0,101.8,127.7
SAC,202112110CLE,0,0,41,93,.441,7,28,.250,14,22,.636,11,37,48,19,8,6,17,21,103,.502,.478,.301,.237,21.6,84.1,50.5,46.3,7.5,10.5,14.2,100.0,97.2,110.4
CLE,202112110CLE,1,1,41,88,.466,12,31,.387,23,28,.821,7,40,47,27,13,6,14,24,117,.583,.534,.352,.318,15.9,78.4,49.5,65.9,12.3,9.2,12.2,100.0,110.4,97.2
HOU,202112110MEM,0,0,38,77,.494,11,33,.333,19,29,.655,12,28,40,25,5,6,16,25,106,.590,.565,.429,.377,29.3,75.7,51.3,65.8,5.3,11.8,15.1,100.0,113.1,120.6
MEM,202112110MEM,1,1,40,80,.500,11,29,.379,22,36,.611,9,29,38,22,10,3,11,24,113,.590,.569,.363,.450,24.3,70.7,48.7,55.0,10.7,6.8,10.3,100.0,120.6,113.1
CHI,202112110MIA,0,0,31,83,.373,17,40,.425,13,20,.650,7,27,34,22,5,3,16,15,92,.501,.476,.482,.241,15.6,69.2,40.5,71.0,5.3,6.0,14.8,100.0,97.1,124.6
MIA,202112110MIA,1,1,46,93,.495,19,43,.442,7,9,.778,12,38,50,37,8,6,10,21,118,.608,.597,.462,.097,30.8,84.4,59.5,80.4,8.4,14.0,9.3,100.0,124.6,97.1
GSW,202112110PHI,0,0,34,85,.400,12,48,.250,13,18,.722,10,32,42,21,5,5,13,22,93,.500,.471,.565,.212,20.4,86.5,48.8,61.8,5.3,10.2,12.3,100.0,99.2,108.8
PHI,202112110PHI,1,1,35,76,.461,9,27,.333,23,26,.885,5,39,44,19,7,5,13,16,102,.583,.520,.355,.342,13.5,79.6,51.2,54.3,7.5,13.5,12.9,100.0,108.8,99.2
DEN,202112110SAS,1,0,47,93,.505,20,43,.465,13,14,.929,10,31,41,33,9,8,12,25,127,.640,.613,.462,.151,24.4,68.9,47.7,70.2,9.0,12.9,10.8,100.0,126.9,111.9
SAS,202112110SAS,0,1,41,89,.461,10,27,.370,20,29,.690,14,31,45,28,4,4,17,18,112,.550,.517,.303,.326,31.1,75.6,52.3,68.3,4.0,8.0,14.3,100.0,111.9,126.9
MIL,202112120NYK,1,0,42,88,.477,14,41,.341,14,17,.824,12,34,46,27,11,1,15,12,112,.587,.557,.466,.193,29.3,81.0,55.4,64.3,11.6,3.0,13.6,100.0,117.9,102.1
NYK,202112120NYK,0,1,35,82,.427,17,49,.347,10,13,.769,8,29,37,27,12,2,17,16,97,.553,.530,.598,.159,19.0,70.7,44.6,77.1,12.6,4.3,16.2,100.0,102.1,117.9
BRK,202112120DET,1,0,41,87,.471,11,28,.393,23,25,.920,8,35,43,28,8,6,18,20,116,.592,.534,.322,.287,20.0,81.4,51.8,68.3,7.4,10.9,15.5,100.0,108.0,96.8
DET,202112120DET,0,1,39,92,.424,14,37,.378,12,18,.667,8,32,40,24,11,5,21,22,104,.520,.500,.402,.196,18.6,80.0,48.2,61.5,10.2,8.5,17.4,100.0,96.8,108.0
DAL,202112120OKC,1,0,38,90,.422,9,33,.273,18,23,.783,10,44,54,25,5,5,9,18,103,.514,.472,.367,.256,21.7,93.6,58.1,65.8,5.3,11.6,8.2,100.0,108.4,88.4
OKC,202112120OKC,0,1,30,80,.375,13,37,.351,11,16,.688,3,36,39,19,3,7,11,25,84,.483,.456,.463,.200,6.4,78.3,41.9,63.3,3.2,12.3,11.2,100.0,88.4,108.4
NOP,202112120SAS,0,0,40,94,.426,8,29,.276,9,15,.600,11,31,42,24,8,4,14,17,97,.482,.468,.309,.160,21.6,67.4,43.3,60.0,8.1,6.1,12.2,100.0,97.7,112.9
SAS,202112120SAS,1,1,45,91,.495,7,25,.280,15,20,.750,15,40,55,31,11,5,14,19,112,.561,.533,.275,.220,32.6,78.4,56.7,68.9,11.1,7.7,12.3,100.0,112.9,97.7
MIN,202112120POR,1,0,38,85,.447,14,36,.389,26,32,.813,10,32,42,23,9,2,17,22,116,.585,.529,.424,.376,23.3,72.7,48.3,60.5,8.9,6.1,14.6,100.0,115.2,110.2
POR,202112120POR,0,1,37,81,.457,18,48,.375,19,28,.679,12,33,45,25,9,8,19,25,111,.595,.568,.593,.346,27.3,76.7,51.7,67.6,8.9,16.3,16.9,100.0,110.2,115.2
ORL,202112120LAL,0,0,33,88,.375,13,38,.342,15,19,.789,14,33,47,17,6,4,19,13,94,.488,.449,.432,.216,26.9,84.6,51.6,51.5,6.1,7.1,16.5,100.0,95.7,107.9
LAL,202112120LAL,1,1,41,84,.488,13,28,.464,11,17,.647,6,38,44,24,12,11,14,17,106,.579,.565,.333,.202,15.4,73.1,48.4,58.5,12.2,22.0,13.3,100.0,107.9,95.7
MIA,202112130CLE,0,0,38,85,.447,13,40,.325,5,9,.556,11,28,39,26,4,4,16,15,94,.528,.524,.471,.106,24.4,77.8,48.1,68.4,4.4,8.9,15.2,100.0,102.3,114.3
CLE,202112130CLE,1,1,36,81,.444,16,36,.444,17,18,.944,8,34,42,24,6,1,14,16,105,.590,.543,.444,.222,22.2,75.6,51.9,66.7,6.5,2.2,13.6,100.0,114.3,102.3
GSW,202112130IND,1,0,42,84,.500,8,30,.267,10,14,.714,9,38,47,21,6,6,18,25,102,.566,.548,.357,.167,23.7,74.5,52.8,50.0,6.2,10.5,16.6,100.0,106.2,104.1
IND,202112130IND,0,1,35,87,.402,7,30,.233,23,31,.742,13,29,42,16,11,5,10,18,100,.497,.443,.345,.356,25.5,76.3,47.2,45.7,11.4,9.3,9.0,100.0,104.1,106.2
SAC,202112130TOR,0,0,38,94,.404,11,34,.324,14,21,.667,19,34,53,21,5,4,17,16,101,.489,.463,.362,.223,33.3,81.0,53.5,55.3,4.9,6.0,14.1,100.0,99.9,122.6
TOR,202112130TOR,1,1,53,98,.541,11,31,.355,7,10,.700,8,38,46,28,10,8,10,19,124,.605,.597,.316,.102,19.0,66.7,46.5,52.8,9.9,13.3,8.9,100.0,122.6,99.9
HOU,202112130ATL,1,0,46,96,.479,19,46,.413,21,27,.778,12,33,45,27,8,5,11,24,132,.612,.578,.479,.281,27.3,80.5,52.9,58.7,7.9,10.9,9.3,100.0,129.6,123.8
ATL,202112130ATL,0,1,42,85,.494,15,39,.385,27,31,.871,8,32,40,20,9,6,12,26,126,.639,.582,.459,.365,19.5,72.7,47.1,47.6,8.8,12.0,10.8,100.0,123.8,129.6
MIL,202112130BOS,0,0,40,90,.444,11,36,.306,12,15,.800,11,34,45,22,8,3,14,14,103,.533,.506,.400,.167,25.0,82.9,52.9,55.0,8.3,7.7,12.7,100.0,106.8,121.3
BOS,202112130BOS,1,1,43,86,.500,20,47,.426,11,13,.846,7,33,40,31,6,5,13,15,117,.638,.616,.547,.151,17.1,75.0,47.1,72.1,6.2,9.3,12.4,100.0,121.3,106.8
PHI,202112130MEM,0,0,37,83,.446,4,22,.182,13,19,.684,5,33,38,22,5,10,15,19,91,.498,.470,.265,.229,11.4,75.0,43.2,59.5,5.1,18.2,14.1,100.0,91.9,127.3
MEM,202112130MEM,1,1,47,89,.528,14,34,.412,18,23,.783,11,39,50,29,12,6,11,20,126,.636,.607,.382,.258,25.0,88.6,56.8,61.7,12.1,9.8,10.0,100.0,127.3,91.9
