Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHO,202303030CHI,1,0,42,84,.500,20,47,.426,21,25,.840,13,28,41,29,6,7,11,20,125,.658,.619,.560,.298,34.2,75.7,54.7,69.0,6.7,11.7,10.4,100.0,138.8,115.4
CHI,202303030CHI,0,1,39,83,.470,7,23,.304,19,25,.760,9,25,34,24,7,1,9,15,104,.553,.512,.277,.301,24.3,65.8,45.3,61.5,7.8,2.7,8.7,100.0,115.4,138.8
NYK,202303030MIA,1,0,47,81,.580,17,41,.415,11,17,.647,6,28,34,23,8,4,12,23,122,.689,.685,.506,.210,17.6,71.8,46.6,48.9,8.6,7.1,11.9,100.0,130.8,128.7
MIA,202303030MIA,0,1,39,81,.481,12,25,.480,30,32,.938,11,28,39,23,7,2,12,17,120,.631,.556,.309,.395,28.2,82.4,53.4,59.0,7.5,5.0,11.2,100.0,128.7,130.8
UTA,202303030OKC,0,0,38,78,.487,9,29,.310,18,23,.783,10,38,48,24,5,14,26,18,103,.584,.545,.372,.295,25.6,77.6,54.5,63.2,4.8,23.0,22.8,100.0,99.8,126.0
OKC,202303030OKC,1,1,52,104,.500,17,43,.395,9,14,.643,11,29,40,31,12,5,7,22,130,.590,.582,.413,.135,22.4,74.4,45.5,59.6,11.6,10.2,6.0,100.0,126.0,99.8
MEM,202303030DEN,0,0,31,84,.369,11,32,.344,24,31,.774,10,30,40,24,6,6,11,24,97,.497,.435,.381,.369,20.0,69.8,43.0,77.4,6.3,10.7,10.1,100.0,102.0,118.8
DEN,202303030DEN,1,1,40,87,.460,8,31,.258,25,31,.806,13,40,53,28,6,5,10,21,113,.561,.506,.356,.356,30.2,80.0,57.0,70.0,6.3,9.6,9.0,100.0,118.8,102.0
NOP,202303030GSW,0,0,34,77,.442,10,29,.345,21,27,.778,7,22,29,20,9,4,13,22,99,.557,.506,.377,.351,17.1,71.0,40.3,58.8,9.7,8.5,12.8,100.0,106.9,116.7
GSW,202303030GSW,1,1,40,78,.513,10,31,.323,18,20,.900,9,34,43,28,7,4,18,22,108,.622,.577,.397,.256,29.0,82.9,59.7,70.0,7.6,8.3,17.2,100.0,116.7,106.9
LAC,202303030SAC,0,0,47,87,.540,14,41,.341,19,27,.704,6,26,32,31,7,3,7,24,127,.642,.621,.471,.310,14.3,74.3,41.6,66.0,7.1,5.6,6.6,100.0,129.7,130.7
SAC,202303030SAC,1,1,46,87,.529,10,33,.303,26,26,1.000,9,36,45,26,3,2,11,22,128,.650,.586,.379,.299,25.7,85.7,58.4,56.5,3.1,4.3,10.1,100.0,130.7,129.7
MIN,202303030LAL,1,0,42,89,.472,14,34,.412,12,16,.750,10,36,46,29,10,6,14,21,110,.573,.551,.382,.180,25.0,76.6,52.9,69.0,10.2,10.7,12.7,100.0,112.4,104.3
LAL,202303030LAL,0,1,36,87,.414,10,31,.323,20,24,.833,11,30,41,23,8,2,15,19,102,.523,.471,.356,.276,23.4,75.0,47.1,63.9,8.2,3.6,13.3,100.0,104.3,112.4
TOR,202303040WAS,1,0,47,90,.522,12,30,.400,10,14,.714,10,24,34,30,14,4,14,21,116,.603,.589,.333,.156,22.7,72.7,44.2,63.8,14.3,7.8,12.7,100.0,118.3,111.1
WAS,202303040WAS,0,1,38,75,.507,14,24,.583,19,22,.864,9,34,43,26,9,5,24,16,109,.644,.600,.320,.293,27.3,77.3,55.8,68.4,9.2,8.3,22.1,100.0,111.1,118.3
DET,202303040CLE,0,0,33,81,.407,6,24,.250,18,25,.720,12,37,49,19,5,7,24,15,90,.489,.444,.296,.309,27.9,82.2,55.7,57.6,4.9,12.3,20.7,100.0,89.1,112.8
CLE,202303040CLE,1,1,45,91,.495,14,34,.412,10,18,.556,8,31,39,29,14,8,12,18,114,.576,.571,.374,.198,17.8,72.1,44.3,64.4,13.9,14.0,10.8,100.0,112.8,89.1
ATL,202303040MIA,0,0,37,79,.468,9,30,.300,26,30,.867,10,27,37,22,12,1,16,23,109,.591,.525,.380,.380,24.4,69.2,46.3,59.5,12.3,2.1,14.8,100.0,111.9,120.2
MIA,202303040MIA,1,1,42,83,.506,13,35,.371,20,23,.870,12,31,43,31,5,3,20,19,117,.628,.584,.422,.277,30.8,75.6,53.8,73.8,5.1,6.1,17.7,100.0,120.2,111.9
HOU,202303040SAS,1,0,49,87,.563,8,23,.348,16,22,.727,14,31,45,26,9,5,16,24,122,.631,.609,.264,.253,32.6,70.5,51.7,53.1,9.4,10.2,14.2,100.0,126.8,114.4
SAS,202303040SAS,0,1,38,86,.442,15,37,.405,19,20,.950,13,29,42,24,9,3,15,20,110,.580,.529,.430,.233,29.5,67.4,48.3,63.2,9.4,4.7,13.7,100.0,114.4,126.8
PHI,202303040MIL,1,0,42,84,.500,18,37,.486,31,37,.838,9,23,32,24,5,1,6,21,133,.663,.607,.440,.440,22.0,67.6,42.7,57.1,5.3,2.0,5.6,100.0,141.0,137.8
MIL,202303040MIL,0,1,44,83,.530,17,34,.500,25,28,.893,11,32,43,30,3,3,13,23,130,.682,.633,.410,.337,32.4,78.0,57.3,68.2,3.2,6.4,12.0,100.0,137.8,141.0
MIN,202303040SAC,1,0,48,80,.600,20,39,.513,22,31,.710,6,34,40,31,4,6,12,21,138,.737,.725,.488,.388,17.6,75.6,50.6,64.6,4.1,9.7,11.4,100.0,141.6,137.5
SAC,202303040SAC,0,1,49,89,.551,14,27,.519,22,30,.733,11,28,39,25,5,1,6,21,134,.656,.629,.303,.337,24.4,82.4,49.4,51.0,5.1,2.4,5.5,100.0,137.5,141.6
PHO,202303050DAL,1,0,49,89,.551,12,34,.353,20,25,.800,9,32,41,27,5,2,9,28,130,.650,.618,.382,.281,25.7,86.5,56.9,55.1,5.2,5.1,8.3,100.0,134.3,130.2
DAL,202303050DAL,0,1,38,77,.494,15,38,.395,35,38,.921,5,26,31,15,5,0,10,22,126,.672,.591,.494,.494,13.5,74.3,43.1,39.5,5.2,0.0,9.6,100.0,130.2,134.3
IND,202303050CHI,1,0,48,94,.511,16,44,.364,13,16,.813,13,22,35,27,5,6,9,18,125,.619,.596,.468,.170,31.0,84.6,51.5,56.3,5.3,11.5,8.2,100.0,132.7,129.5
CHI,202303050CHI,0,1,45,74,.608,10,22,.455,22,25,.880,4,29,33,18,6,3,15,20,122,.718,.676,.297,.338,15.4,69.0,48.5,40.0,6.4,6.0,15.0,100.0,129.5,132.7
GSW,202303050LAL,0,0,36,91,.396,18,52,.346,15,18,.833,7,35,42,27,2,6,13,21,105,.531,.495,.571,.198,16.3,77.8,47.7,75.0,2.0,9.7,11.6,100.0,104.1,112.0
LAL,202303050LAL,1,1,42,95,.442,11,33,.333,18,22,.818,10,36,46,29,3,3,9,17,113,.540,.500,.347,.232,22.2,83.7,52.3,69.0,3.0,7.7,7.9,100.0,112.0,104.1
CHO,202303050BRK,0,0,33,88,.375,8,30,.267,12,15,.800,5,44,49,17,2,3,10,19,86,.455,.420,.341,.170,10.2,84.6,48.5,51.5,2.0,6.1,9.6,100.0,87.1,103.3
BRK,202303050BRK,1,1,36,92,.391,12,43,.279,18,22,.818,8,44,52,21,5,9,8,12,102,.502,.457,.467,.239,15.4,89.8,51.5,58.3,5.1,15.5,7.3,100.0,103.3,87.1
POR,202303050ORL,1,0,39,83,.470,16,47,.340,28,32,.875,9,37,46,27,9,5,17,22,122,.628,.566,.566,.386,22.0,86.0,54.8,69.2,8.8,9.4,14.9,100.0,119.8,116.9
ORL,202303050ORL,0,1,42,84,.500,11,31,.355,24,31,.774,6,32,38,29,11,2,11,25,119,.609,.565,.369,.369,14.0,78.0,45.2,69.0,10.8,5.6,10.1,100.0,116.9,119.8
SAS,202303050HOU,0,0,43,93,.462,11,34,.324,13,21,.619,13,22,35,23,5,4,15,20,110,.538,.522,.366,.226,25.5,78.6,44.3,53.5,4.9,6.6,12.8,100.0,108.0,139.4
HOU,202303050HOU,1,1,52,85,.612,13,24,.542,25,29,.862,6,38,44,29,10,3,12,20,142,.726,.688,.282,.341,21.4,74.5,55.7,55.8,9.8,5.1,10.9,100.0,139.4,108.0
UTA,202303050OKC,0,0,43,88,.489,11,37,.297,22,27,.815,12,27,39,30,5,8,16,25,119,.596,.551,.420,.307,27.9,71.1,48.1,69.8,5.0,16.0,13.8,100.0,118.9,128.8
OKC,202303050OKC,1,1,44,87,.506,14,37,.378,27,33,.818,11,31,42,24,9,4,12,20,129,.635,.586,.425,.379,28.9,72.1,51.9,54.5,9.0,7.8,10.6,100.0,128.8,118.9
NYK,202303050BOS,1,0,47,95,.495,15,41,.366,22,32,.688,11,43,54,18,7,4,20,27,131,.600,.574,.432,.337,22.9,71.7,50.0,38.3,6.1,8.0,15.5,100.0,113.4,111.7
BOS,202303050BOS,0,1,43,109,.394,21,59,.356,22,25,.880,17,37,54,27,8,5,16,28,129,.538,.491,.541,.229,28.3,77.1,50.0,62.8,6.9,9.3,11.8,100.0,111.7,113.4
MIL,202303050WAS,1,0,39,83,.470,22,49,.449,17,22,.773,7,38,45,30,5,6,12,15,117,.631,.602,.590,.265,16.3,65.5,44.6,76.9,5.1,7.8,11.5,100.0,120.0,113.8
WAS,202303050WAS,0,1,46,108,.426,8,31,.258,11,12,.917,20,36,56,21,8,2,9,19,111,.490,.463,.287,.111,34.5,83.7,55.4,45.7,8.2,5.9,7.4,100.0,113.8,120.0
MEM,202303050LAC,0,0,50,92,.543,18,34,.529,11,15,.733,2,24,26,32,13,3,8,23,129,.654,.641,.370,.163,4.8,64.9,32.9,64.0,12.7,5.4,7.5,100.0,126.0,131.8
LAC,202303050LAC,1,1,45,85,.529,12,29,.414,33,35,.943,13,40,53,25,6,2,17,17,135,.672,.600,.341,.412,35.1,95.2,67.1,55.6,5.9,3.4,14.5,100.0,131.8,126.0
BOS,202303060CLE,0,0,42,101,.416,16,48,.333,14,21,.667,15,37,52,25,5,5,14,21,114,.517,.495,.475,.208,26.3,69.8,47.3,59.5,4.7,8.1,11.3,100.0,108.2,112.0
CLE,202303060CLE,1,1,43,96,.448,12,34,.353,20,25,.800,16,42,58,27,4,7,15,20,118,.551,.510,.354,.260,30.2,73.7,52.7,62.8,3.8,13.2,12.3,100.0,112.0,108.2
POR,202303060DET,1,0,38,78,.487,15,33,.455,19,25,.760,5,33,38,28,7,6,11,17,110,.618,.583,.423,.321,12.2,67.3,42.2,73.7,7.5,11.1,11.0,100.0,117.2,110.8
DET,202303060DET,0,1,40,86,.465,10,32,.313,14,20,.700,16,36,52,30,9,6,16,21,104,.549,.523,.372,.233,32.7,87.8,57.8,75.0,9.6,13.3,14.4,100.0,110.8,117.2
PHI,202303060IND,1,0,48,82,.585,16,34,.471,35,38,.921,5,31,36,37,6,5,12,26,147,.745,.683,.415,.463,16.7,86.1,54.5,77.1,5.7,9.4,10.8,100.0,140.6,136.8
IND,202303060IND,0,1,53,90,.589,15,37,.405,22,31,.710,5,25,30,28,8,4,9,24,143,.690,.672,.411,.344,13.9,83.3,45.5,52.8,7.7,8.3,8.0,100.0,136.8,140.6
ATL,202303060MIA,0,0,51,92,.554,9,29,.310,17,23,.739,12,25,37,28,5,0,11,25,128,.627,.603,.315,.250,33.3,75.8,53.6,54.9,5.2,0.0,9.7,100.0,134.0,136.1
MIA,202303060MIA,1,1,41,77,.532,16,29,.552,32,37,.865,8,24,32,27,6,4,11,17,130,.697,.636,.377,.481,24.2,66.7,46.4,65.9,6.3,6.3,10.5,100.0,136.1,134.0
TOR,202303060DEN,0,0,43,86,.500,10,27,.370,17,20,.850,11,30,41,29,6,4,15,20,113,.596,.558,.314,.233,27.5,71.4,50.0,67.4,6.2,7.5,13.7,100.0,117.5,122.7
DEN,202303060DEN,1,1,43,86,.500,13,33,.394,19,23,.826,12,29,41,30,9,2,14,12,118,.614,.576,.384,.267,28.6,72.5,50.0,69.8,9.4,3.4,12.7,100.0,122.7,117.5
NOP,202303060SAC,0,0,43,80,.538,11,29,.379,11,14,.786,7,33,40,29,6,4,16,19,108,.627,.606,.363,.175,20.6,84.6,54.8,67.4,6.3,8.9,15.7,100.0,114.0,129.8
SAC,202303060SAC,1,1,47,83,.566,16,38,.421,13,20,.650,6,27,33,39,7,3,11,12,123,.670,.663,.458,.241,15.4,79.4,45.2,83.0,7.4,5.9,10.7,100.0,129.8,114.0
WAS,202303070DET,1,0,47,81,.580,12,25,.480,13,17,.765,9,28,37,27,9,5,15,20,119,.672,.654,.309,.210,31.0,73.7,55.2,57.4,9.7,9.3,14.5,100.0,128.8,126.6
DET,202303070DET,0,1,43,84,.512,13,30,.433,18,22,.818,10,20,30,29,6,3,12,16,117,.624,.589,.357,.262,26.3,69.0,44.8,67.4,6.5,5.4,11.4,100.0,126.6,128.8
MIL,202303070ORL,1,0,46,78,.590,10,28,.357,32,34,.941,3,35,38,28,5,5,17,18,134,.721,.654,.359,.436,9.7,77.8,50.0,60.9,4.7,7.1,15.5,100.0,125.2,115.0
ORL,202303070ORL,0,1,50,100,.500,9,30,.300,14,19,.737,10,28,38,24,7,0,13,22,123,.568,.545,.300,.190,22.2,90.3,50.0,48.0,6.5,0.0,10.7,100.0,115.0,125.2
PHI,202303070MIN,1,0,40,81,.494,15,25,.600,22,23,.957,8,46,54,21,8,6,16,17,117,.642,.586,.309,.284,22.2,88.5,61.4,52.5,8.2,12.0,14.9,100.0,119.7,96.2
MIN,202303070MIN,0,1,34,86,.395,11,36,.306,15,21,.714,6,28,34,19,9,7,11,16,94,.493,.459,.419,.244,11.5,77.8,38.6,55.9,9.2,12.5,10.4,100.0,96.2,119.7
CHO,202303070NYK,1,0,42,85,.494,12,32,.375,16,21,.762,10,32,42,27,2,5,12,20,112,.594,.565,.376,.247,25.6,76.2,51.9,64.3,2.1,10.2,11.3,100.0,119.7,112.2
NYK,202303070NYK,0,1,38,89,.427,11,40,.275,18,24,.750,10,29,39,18,3,4,8,18,105,.527,.489,.449,.270,23.8,74.4,48.1,47.4,3.2,7.5,7.4,100.0,112.2,119.7
BRK,202303070HOU,1,0,40,81,.494,15,40,.375,23,29,.793,5,31,36,23,12,7,12,21,118,.629,.586,.494,.358,13.2,67.4,42.9,57.5,12.4,12.3,11.3,100.0,121.6,99.0
HOU,202303070HOU,0,1,36,83,.434,7,26,.269,17,24,.708,15,33,48,14,6,1,19,22,96,.513,.476,.313,.289,32.6,86.8,57.1,38.9,6.2,2.4,16.9,100.0,99.0,121.6
GSW,202303070OKC,0,0,47,89,.528,20,51,.392,14,16,.875,8,25,33,36,8,3,21,21,128,.666,.640,.573,.180,20.5,65.8,42.9,76.6,7.5,5.3,17.9,100.0,120.4,128.8
OKC,202303070OKC,1,1,50,94,.532,17,37,.459,20,24,.833,13,31,44,28,10,2,18,17,137,.655,.622,.394,.255,34.2,79.5,57.1,56.0,9.4,5.3,14.7,100.0,128.8,120.4
UTA,202303070DAL,0,0,41,92,.446,15,44,.341,19,25,.760,6,41,47,23,10,4,16,23,116,.563,.527,.478,.272,13.0,93.2,52.2,56.1,9.0,9.1,13.4,100.0,104.4,108.0
DAL,202303070DAL,1,1,42,89,.472,19,45,.422,17,22,.773,3,40,43,24,10,6,17,20,120,.608,.579,.506,.247,6.8,87.0,47.8,57.1,9.0,12.5,14.7,100.0,108.0,104.4
MEM,202303070LAL,0,0,36,93,.387,9,37,.243,22,29,.759,6,39,45,18,6,6,7,25,103,.487,.435,.398,.312,10.7,84.8,44.1,50.0,5.6,9.7,6.2,100.0,96.4,104.8
LAL,202303070LAL,1,1,41,90,.456,7,28,.250,23,29,.793,7,50,57,27,4,2,15,18,112,.545,.494,.311,.322,15.2,89.3,55.9,65.9,3.7,3.6,12.7,100.0,104.8,96.4
ATL,202303080WAS,1,0,45,85,.529,12,29,.414,20,26,.769,8,28,36,26,11,5,11,17,122,.633,.600,.341,.306,19.5,82.4,48.0,57.8,11.0,9.3,10.2,100.0,122.0,120.0
WAS,202303080WAS,0,1,47,83,.566,12,29,.414,14,17,.824,6,33,39,34,9,1,19,16,120,.663,.639,.349,.205,17.6,80.5,52.0,72.3,9.0,1.8,17.4,100.0,120.0,122.0
POR,202303080BOS,0,0,30,82,.366,11,39,.282,22,27,.815,6,41,47,18,5,2,16,19,93,.495,.433,.476,.329,13.0,89.1,51.1,60.0,4.9,5.1,14.6,100.0,91.5,113.2
BOS,202303080BOS,1,1,42,88,.477,18,49,.367,13,20,.650,5,40,45,26,9,2,11,20,115,.594,.580,.557,.227,10.9,87.0,48.9,61.9,8.9,4.7,10.2,100.0,113.2,91.5
CLE,202303080MIA,1,0,39,80,.488,9,28,.321,17,19,.895,7,25,32,26,13,3,17,23,104,.589,.544,.350,.238,20.6,71.4,46.4,66.7,13.7,7.3,16.1,100.0,109.2,105.0
MIA,202303080MIA,0,1,35,70,.500,8,29,.276,22,29,.759,10,27,37,22,7,4,24,19,100,.604,.557,.414,.414,28.6,79.4,53.6,62.9,7.4,7.7,22.5,100.0,105.0,109.2
DAL,202303080NOP,0,0,38,88,.432,16,46,.348,14,19,.737,5,29,34,24,7,0,9,18,106,.550,.523,.523,.216,11.1,76.3,41.0,63.2,7.2,0.0,8.5,100.0,109.6,116.8
NOP,202303080NOP,1,1,42,83,.506,13,27,.481,16,18,.889,9,40,49,32,4,6,15,19,113,.621,.584,.325,.217,23.7,88.9,59.0,76.2,4.1,14.3,14.2,100.0,116.8,109.6
CHI,202303080DEN,1,0,46,89,.517,8,24,.333,17,18,.944,9,41,50,26,9,2,9,16,117,.604,.562,.270,.202,21.4,78.8,53.2,56.5,9.5,4.2,8.5,100.0,123.9,101.7
DEN,202303080DEN,0,1,37,88,.420,15,40,.375,7,15,.467,11,33,44,26,5,2,11,16,96,.507,.506,.455,.170,21.2,78.6,46.8,70.3,5.3,3.1,10.4,100.0,101.7,123.9
OKC,202303080PHO,0,0,33,88,.375,15,43,.349,20,21,.952,7,30,37,23,9,2,16,13,101,.519,.460,.489,.239,14.9,68.2,40.7,69.7,8.8,3.9,14.1,100.0,99.2,129.6
PHO,202303080PHO,1,1,49,94,.521,20,43,.465,14,16,.875,14,40,54,31,10,7,15,17,132,.653,.628,.457,.170,31.8,85.1,59.3,63.3,9.8,15.6,12.9,100.0,129.6,99.2
TOR,202303080LAC,0,0,37,96,.385,13,32,.406,13,14,.929,15,26,41,21,12,2,12,23,100,.489,.453,.333,.146,30.0,74.3,48.2,56.8,12.9,3.9,10.5,100.0,107.4,116.0
LAC,202303080LAC,1,1,39,71,.549,6,20,.300,24,31,.774,9,35,44,23,9,4,17,18,108,.638,.592,.282,.437,25.7,70.0,51.8,59.0,9.7,6.3,16.7,100.0,116.0,107.4
CHO,202303090DET,1,0,43,86,.500,8,24,.333,19,32,.594,13,31,44,24,11,9,13,18,113,.565,.547,.279,.372,29.5,64.6,47.8,55.8,11.2,13.2,11.5,100.0,115.5,105.3
DET,202303090DET,0,1,40,89,.449,7,21,.333,16,20,.800,17,31,48,20,5,4,19,22,103,.527,.489,.236,.225,35.4,70.5,52.2,50.0,5.1,6.5,16.3,100.0,105.3,115.5
HOU,202303090IND,0,0,49,107,.458,6,17,.353,21,29,.724,20,38,58,18,6,6,17,22,125,.522,.486,.159,.271,37.0,82.6,58.0,36.7,5.4,10.9,12.4,100.0,111.9,120.0
IND,202303090IND,1,1,48,100,.480,18,45,.400,20,21,.952,8,34,42,34,12,15,12,21,134,.613,.570,.450,.210,17.4,63.0,42.0,70.8,10.7,16.7,9.9,100.0,120.0,111.9
UTA,202303090ORL,1,0,49,88,.557,13,34,.382,20,21,.952,11,31,42,27,7,8,18,26,131,.674,.631,.386,.239,31.4,72.1,53.8,55.1,6.9,13.3,15.6,100.0,129.2,122.3
ORL,202303090ORL,0,1,44,94,.468,16,34,.471,20,31,.645,12,24,36,21,9,4,10,16,124,.576,.553,.362,.330,27.9,68.6,46.2,47.7,8.9,7.4,8.5,100.0,122.3,129.2
GSW,202303090MEM,0,0,36,82,.439,15,45,.333,23,24,.958,8,24,32,25,9,3,17,17,110,.594,.530,.549,.293,19.5,72.7,43.2,69.4,9.0,5.7,15.5,100.0,109.6,130.6
MEM,202303090MEM,1,1,50,93,.538,18,40,.450,13,18,.722,9,33,42,36,6,3,14,18,131,.649,.634,.430,.194,27.3,80.5,56.8,72.0,6.0,8.1,12.2,100.0,130.6,109.6
BRK,202303090MIL,0,0,41,104,.394,14,36,.389,17,17,1.000,15,32,47,20,10,4,14,12,113,.507,.462,.346,.163,26.8,61.5,43.5,48.8,9.6,7.4,11.2,100.0,108.8,113.7
MIL,202303090MIL,1,1,44,104,.423,19,50,.380,11,14,.786,20,41,61,33,8,12,16,14,118,.536,.514,.481,.135,38.5,73.2,56.5,75.0,7.7,17.6,12.7,100.0,113.7,108.8
NYK,202303090SAC,0,0,42,101,.416,13,50,.260,20,31,.645,23,35,58,27,8,1,14,25,117,.510,.480,.495,.307,39.0,85.4,58.0,64.3,7.8,1.9,10.9,100.0,114.0,118.8
SAC,202303090SAC,1,1,44,84,.524,10,32,.313,24,32,.750,6,36,42,28,10,3,12,21,122,.622,.583,.381,.381,14.6,61.0,42.0,63.6,9.7,5.9,10.9,100.0,118.8,114.0
POR,202303100PHI,0,0,42,80,.525,15,36,.417,20,30,.667,5,31,36,24,6,3,9,17,119,.638,.619,.450,.375,14.3,72.1,46.2,57.1,6.4,5.7,8.8,100.0,126.7,127.8
PHI,202303100PHI,1,1,43,83,.518,11,30,.367,23,29,.793,12,30,42,25,7,4,10,24,120,.627,.584,.361,.349,27.9,85.7,53.8,58.1,7.5,9.1,9.5,100.0,127.8,126.7
ATL,202303100WAS,1,0,42,95,.442,15,31,.484,15,19,.789,13,33,46,25,9,4,14,17,114,.551,.521,.326,.200,26.5,82.5,51.7,59.5,8.9,6.6,11.9,100.0,112.1,105.2
WAS,202303100WAS,0,1,43,88,.489,7,27,.259,14,18,.778,7,36,43,27,8,6,15,17,107,.558,.528,.307,.205,17.5,73.5,48.3,62.8,7.9,9.4,13.5,100.0,105.2,112.1
CLE,202303100MIA,0,0,40,86,.465,18,43,.419,17,21,.810,8,26,34,25,5,6,11,20,115,.604,.570,.500,.244,18.6,70.3,42.5,62.5,5.2,11.3,10.4,100.0,120.6,124.8
MIA,202303100MIA,1,1,42,82,.512,14,29,.483,21,23,.913,11,35,46,22,7,4,16,20,119,.646,.598,.354,.280,29.7,81.4,57.5,52.4,7.3,9.3,14.8,100.0,124.8,120.6
BRK,202303100MIN,1,0,42,91,.462,16,34,.471,24,33,.727,12,36,48,20,7,5,15,26,124,.588,.549,.374,.363,25.5,75.0,50.5,47.6,6.5,7.4,12.4,100.0,114.8,113.9
MIN,202303100MIN,0,1,48,98,.490,9,30,.300,18,29,.621,12,35,47,29,10,6,14,21,123,.555,.536,.306,.296,25.0,74.5,49.5,60.4,9.3,10.5,11.2,100.0,113.9,114.8
DEN,202303100SAS,0,0,44,90,.489,13,35,.371,19,20,.950,8,25,33,32,14,4,14,14,120,.607,.561,.389,.222,17.8,65.8,39.8,72.7,13.5,6.6,12.4,100.0,115.8,123.5
SAS,202303100SAS,1,1,51,94,.543,13,33,.394,13,17,.765,13,37,50,31,10,0,19,20,128,.631,.612,.351,.181,34.2,82.2,60.2,60.8,9.6,0.0,15.8,100.0,123.5,115.8
TOR,202303100LAL,0,0,46,92,.500,10,28,.357,10,13,.769,10,27,37,29,14,3,13,16,112,.573,.554,.304,.141,25.0,84.4,51.4,63.0,14.0,6.0,11.7,100.0,111.6,121.6
LAL,202303100LAL,1,1,45,80,.563,13,30,.433,19,19,1.000,5,30,35,28,8,8,21,10,122,.690,.644,.375,.238,15.6,75.0,48.6,62.2,8.0,12.5,19.2,100.0,121.6,111.6
NYK,202303110LAC,0,0,32,90,.356,7,31,.226,24,27,.889,20,34,54,21,5,3,10,17,95,.466,.394,.344,.300,38.5,82.9,58.1,65.6,5.5,5.3,8.9,100.0,104.3,116.4
LAC,202303110LAC,1,1,42,87,.483,10,30,.333,12,16,.750,7,32,39,22,3,4,10,20,106,.564,.540,.345,.184,17.1,61.5,41.9,52.4,3.3,6.8,9.6,100.0,116.4,104.3
UTA,202303110CHO,1,0,46,103,.447,9,32,.281,18,20,.900,20,40,60,22,4,4,11,17,119,.532,.490,.311,.194,38.5,78.4,58.3,47.8,4.1,6.9,9.0,100.0,121.3,113.2
CHO,202303110CHO,0,1,40,98,.408,17,40,.425,14,15,.933,11,32,43,24,5,14,7,15,111,.531,.495,.408,.153,21.6,61.5,41.7,60.0,5.1,19.7,6.3,100.0,113.2,121.3
IND,202303110DET,1,0,43,93,.462,9,35,.257,26,34,.765,18,40,58,24,7,6,14,20,121,.560,.511,.376,.366,37.5,76.9,58.0,55.8,6.8,10.0,11.5,100.0,118.2,112.3
DET,202303110DET,0,1,43,94,.457,11,34,.324,18,27,.667,12,30,42,25,7,7,12,24,115,.543,.516,.362,.287,23.1,62.5,42.0,58.1,6.8,12.1,10.2,100.0,112.3,118.2
MIA,202303110ORL,0,0,42,94,.447,11,37,.297,19,20,.950,5,30,35,19,8,2,17,17,114,.554,.505,.394,.213,11.4,66.7,39.3,45.2,7.3,3.2,14.2,100.0,103.4,114.3
ORL,202303110ORL,1,1,48,99,.485,13,37,.351,17,20,.850,15,39,54,34,10,10,19,20,126,.584,.551,.374,.202,33.3,88.6,60.7,70.8,9.1,17.5,15.0,100.0,114.3,103.4
BOS,202303110ATL,1,0,52,95,.547,20,42,.476,10,12,.833,5,35,40,35,6,6,9,21,134,.668,.653,.442,.126,12.5,72.9,45.5,67.3,5.9,9.1,8.2,100.0,130.8,122.0
ATL,202303110ATL,0,1,50,100,.500,10,34,.294,15,16,.938,13,35,48,24,4,4,10,17,125,.584,.550,.340,.160,27.1,87.5,54.5,48.0,3.9,7.5,8.5,100.0,122.0,130.8
CHI,202303110HOU,1,0,44,86,.512,15,32,.469,16,22,.727,13,31,44,25,7,9,14,17,119,.622,.599,.372,.256,32.5,83.8,57.1,56.8,7.2,17.6,12.8,100.0,122.5,114.2
HOU,202303110HOU,0,1,41,85,.482,16,34,.471,13,17,.765,6,27,33,28,10,3,16,19,111,.600,.576,.400,.200,16.2,67.5,42.9,68.3,10.3,5.6,14.7,100.0,114.2,122.5
DAL,202303110MEM,0,0,39,85,.459,15,43,.349,15,23,.652,10,33,43,25,4,3,11,17,108,.568,.547,.506,.271,22.7,75.0,48.9,64.1,4.2,6.3,10.4,100.0,114.5,118.8
MEM,202303110MEM,1,1,41,86,.477,10,38,.263,20,24,.833,11,34,45,25,7,5,11,16,112,.580,.535,.442,.279,25.0,77.3,51.1,61.0,7.4,11.9,10.2,100.0,118.8,114.5
MIL,202303110GSW,0,0,43,100,.430,21,51,.412,9,11,.818,7,41,48,28,9,7,17,14,116,.553,.535,.510,.110,13.0,69.5,42.5,65.1,8.1,12.3,14.0,100.0,103.9,111.9
GSW,202303110GSW,1,1,46,112,.411,23,55,.418,10,11,.909,18,47,65,33,12,4,15,15,125,.535,.513,.491,.098,30.5,87.0,57.5,71.7,10.7,8.2,11.4,100.0,111.9,103.9
OKC,202303110NOP,1,0,37,80,.463,9,28,.321,27,32,.844,4,34,38,17,11,2,12,17,110,.585,.519,.350,.400,10.3,81.0,46.9,45.9,10.9,4.3,11.3,100.0,109.4,95.5
NOP,202303110NOP,0,1,34,81,.420,12,34,.353,16,19,.842,8,35,43,23,3,4,22,25,96,.537,.494,.420,.235,19.0,89.7,53.1,67.6,3.0,7.7,19.8,100.0,95.5,109.4
