Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BOS,202211090BOS,1,1,47,88,0.534,18,46,0.391,16,21,0.762,8,35,43,31,5,4,13,25,128,0.658,0.636,0.523,0.239,19.5,70.0,47.3,66.0,5.0,7.1,11.8,100.0,128.5,112.5
NYK,202211090BRK,0,0,28,87,0.322,12,43,0.279,17,26,0.654,11,35,46,21,5,4,15,18,85,0.432,0.391,0.494,0.299,20.0,76.1,45.5,75.0,5.0,7.5,13.2,100.0,85.7,113.0
BRK,202211090BRK,1,1,42,87,0.483,14,34,0.412,14,20,0.7,11,44,55,30,11,5,15,22,112,0.585,0.563,0.391,0.23,23.9,80.0,54.5,71.4,11.1,11.4,13.5,100.0,113.0,85.7
HOU,202211090TOR,0,0,37,84,0.44,9,35,0.257,26,31,0.839,16,33,49,29,9,7,16,18,109,0.558,0.494,0.417,0.369,36.4,60.0,49.5,78.4,9.4,12.1,14.1,100.0,113.9,121.2
TOR,202211090TOR,1,1,42,102,0.412,15,44,0.341,17,20,0.85,22,28,50,19,12,9,13,26,116,0.523,0.485,0.431,0.196,40.0,63.6,50.5,45.2,12.5,18.4,10.5,100.0,121.2,113.9
NOP,202211090CHI,1,0,42,84,0.5,3,19,0.158,28,36,0.778,13,37,50,20,8,5,16,18,115,0.576,0.518,0.226,0.429,31.0,86.0,58.8,47.6,7.9,8.3,13.8,100.0,113.1,109.2
CHI,202211090CHI,0,1,44,87,0.506,7,27,0.259,16,18,0.889,6,29,35,23,5,8,15,23,111,0.585,0.546,0.31,0.207,14.0,69.0,41.2,52.3,4.9,12.3,13.6,100.0,109.2,113.1
PHO,202211090MIN,1,0,47,97,0.485,16,35,0.457,19,20,0.95,10,26,36,31,10,3,11,21,129,0.61,0.567,0.361,0.206,25.0,76.5,48.6,66.0,9.8,5.9,9.4,100.0,127.0,115.2
MIN,202211090MIN,0,1,41,78,0.526,9,27,0.333,26,32,0.813,8,30,38,26,4,6,19,22,117,0.635,0.583,0.346,0.41,23.5,75.0,51.4,63.4,3.9,9.7,17.1,100.0,115.2,127.0
MIL,202211090OKC,1,0,50,106,0.472,17,36,0.472,19,22,0.864,11,44,55,27,8,7,17,23,136,0.588,0.552,0.34,0.208,22.0,73.3,50.0,54.0,6.9,10.6,12.8,100.0,116.8,113.4
OKC,202211090OKC,0,1,50,111,0.45,18,45,0.4,14,19,0.737,16,39,55,24,9,9,13,26,132,0.553,0.532,0.405,0.171,26.7,78.0,50.0,48.0,7.7,12.9,9.8,100.0,113.4,116.8
MEM,202211090SAS,1,0,50,98,0.51,14,32,0.438,10,13,0.769,18,35,53,24,4,2,20,22,124,0.598,0.582,0.327,0.133,40.9,72.9,57.6,48.0,3.9,3.3,16.2,100.0,120.0,118.1
SAS,202211090SAS,0,1,47,98,0.48,12,37,0.324,16,23,0.696,13,26,39,30,8,2,12,17,122,0.564,0.541,0.378,0.235,27.1,59.1,42.4,63.8,7.7,3.0,10.0,100.0,118.1,120.0
LAL,202211090LAC,0,0,40,88,0.455,10,32,0.313,11,17,0.647,8,35,43,26,7,2,16,20,101,0.529,0.511,0.364,0.193,18.6,85.4,51.2,65.0,7.0,4.2,14.4,100.0,100.3,113.2
LAC,202211090LAC,1,1,41,81,0.506,12,33,0.364,20,26,0.769,6,35,41,24,10,7,15,24,114,0.617,0.58,0.407,0.321,14.6,81.4,48.8,58.5,9.9,12.5,14.0,100.0,113.2,100.3
CLE,202211090SAC,0,0,46,86,0.535,11,26,0.423,17,20,0.85,12,30,42,24,4,1,18,23,120,0.633,0.599,0.302,0.233,35.3,93.8,63.6,52.2,4.1,2.7,16.0,100.0,124.0,131.3
SAC,202211090SAC,1,1,40,76,0.526,17,39,0.436,30,35,0.857,2,22,24,30,12,4,9,20,127,0.695,0.638,0.513,0.461,6.3,64.7,36.4,75.0,12.4,6.7,9.0,100.0,131.3,124.0
DAL,202211100WAS,0,0,37,86,0.43,18,47,0.383,13,21,0.619,7,34,41,19,9,1,13,13,105,0.551,0.535,0.547,0.244,13.7,81.0,44.1,51.4,9.0,1.9,12.0,100.0,104.8,112.8
WAS,202211100WAS,1,1,41,84,0.488,12,30,0.4,19,20,0.95,8,44,52,25,5,5,17,21,113,0.609,0.56,0.357,0.238,19.0,86.3,55.9,61.0,5.0,12.8,15.5,100.0,112.8,104.8
PHI,202211100ATL,0,0,32,83,0.386,6,30,0.2,25,30,0.833,9,36,45,15,10,5,17,22,95,0.494,0.422,0.361,0.361,17.3,76.6,45.5,46.9,9.7,8.1,15.0,100.0,92.5,101.2
ATL,202211100ATL,1,1,39,88,0.443,6,26,0.231,20,23,0.87,11,43,54,19,8,2,18,22,104,0.53,0.477,0.295,0.261,23.4,82.7,54.5,48.7,7.8,3.8,15.5,100.0,101.2,92.5
CHO,202211100MIA,0,0,43,88,0.489,14,39,0.359,12,20,0.6,8,42,50,23,4,2,21,30,112,0.579,0.568,0.443,0.227,21.1,84.0,56.8,53.5,3.7,3.7,17.8,100.0,104.9,109.6
MIA,202211100MIA,1,1,39,90,0.433,10,36,0.278,29,36,0.806,8,30,38,21,9,1,11,25,117,0.553,0.489,0.4,0.4,16.0,78.9,43.2,53.8,8.4,2.0,9.4,100.0,109.6,104.9
POR,202211100NOP,1,0,37,85,0.435,12,34,0.353,20,26,0.769,11,35,46,25,8,2,9,14,106,0.55,0.506,0.4,0.306,23.4,79.5,50.5,67.6,8.5,3.9,8.5,100.0,112.8,101.1
NOP,202211100NOP,0,1,33,79,0.418,10,28,0.357,19,24,0.792,9,36,45,19,3,5,17,21,95,0.53,0.481,0.354,0.304,20.5,76.6,49.5,57.6,3.2,9.8,16.0,100.0,101.1,112.8
DEN,202211110BOS,0,0,42,92,0.457,12,29,0.414,16,20,0.8,11,27,38,26,3,1,6,16,112,0.556,0.522,0.315,0.217,23.4,73.0,45.2,61.9,3.2,1.9,5.6,100.0,119.8,140.2
BOS,202211110BOS,1,1,50,90,0.556,16,37,0.432,15,20,0.75,10,36,46,30,3,5,7,19,131,0.663,0.644,0.411,0.222,27.0,76.6,54.8,60.0,3.2,7.9,6.6,100.0,140.2,119.8
PHO,202211110ORL,0,0,38,95,0.4,13,42,0.31,8,9,0.889,11,27,38,22,7,4,11,14,97,0.49,0.468,0.442,0.095,21.2,75.0,43.2,57.9,7.4,8.2,10.0,100.0,102.5,120.5
ORL,202211110ORL,1,1,43,82,0.524,15,33,0.455,13,15,0.867,9,41,50,23,2,4,15,11,114,0.643,0.616,0.402,0.183,25.0,78.8,56.8,53.5,2.1,7.5,14.5,100.0,120.5,102.5
DET,202211110NYK,0,0,37,80,0.463,7,31,0.226,31,41,0.756,12,31,43,22,6,6,15,23,112,0.571,0.506,0.388,0.513,27.9,66.0,47.8,59.5,6.1,11.1,13.3,100.0,114.2,123.3
NYK,202211110NYK,1,1,42,94,0.447,10,40,0.25,27,29,0.931,16,31,47,23,7,3,11,31,121,0.567,0.5,0.426,0.309,34.0,72.1,52.2,54.8,7.1,6.1,9.3,100.0,123.3,114.2
TOR,202211110OKC,0,0,38,88,0.432,11,30,0.367,26,36,0.722,14,25,39,20,13,4,16,16,113,0.544,0.494,0.341,0.409,32.6,62.5,47.0,52.6,12.8,7.0,13.4,100.0,111.1,129.8
OKC,202211110OKC,1,1,52,93,0.559,15,36,0.417,13,17,0.765,15,29,44,31,10,6,19,27,132,0.657,0.64,0.387,0.183,37.5,67.4,53.0,59.6,9.8,10.3,15.9,100.0,129.8,111.1
MIL,202211110SAS,0,0,32,98,0.327,12,43,0.279,17,23,0.739,21,27,48,22,7,5,17,14,93,0.43,0.388,0.439,0.235,33.9,75.0,49.0,68.8,7.0,9.3,13.6,100.0,93.4,111.5
SAS,202211110SAS,1,1,43,85,0.506,12,31,0.387,13,15,0.867,9,41,50,22,3,13,19,22,111,0.606,0.576,0.365,0.176,25.0,66.1,51.0,51.2,3.0,23.6,17.2,100.0,111.5,93.4
MIN,202211110MEM,0,0,37,79,0.468,10,30,0.333,19,22,0.864,7,26,33,29,10,4,15,25,103,0.581,0.532,0.38,0.278,18.4,63.4,41.8,78.4,10.5,7.3,14.5,100.0,108.4,119.9
MEM,202211110MEM,1,1,44,88,0.5,7,33,0.212,19,27,0.704,15,31,46,25,8,3,14,19,114,0.571,0.54,0.375,0.307,36.6,81.6,58.2,56.8,8.4,6.1,12.3,100.0,119.9,108.4
CLE,202211110GSW,0,0,37,92,0.402,8,30,0.267,19,26,0.731,14,32,46,25,6,3,13,17,101,0.488,0.446,0.326,0.283,28.0,80.0,51.1,67.6,6.2,6.5,11.2,100.0,104.9,110.1
GSW,202211110GSW,1,1,40,82,0.488,15,36,0.417,11,14,0.786,8,36,44,29,5,3,15,27,106,0.601,0.579,0.439,0.171,20.0,72.0,48.9,72.5,5.2,4.8,14.5,100.0,110.1,104.9
SAC,202211110LAL,1,0,45,87,0.517,12,36,0.333,18,21,0.857,10,30,40,27,10,4,15,17,120,0.623,0.586,0.414,0.241,27.0,68.2,49.4,60.0,10.3,6.3,13.5,100.0,123.1,116.9
LAL,202211110LAL,0,1,42,88,0.477,10,25,0.4,20,26,0.769,14,27,41,22,11,5,14,22,114,0.573,0.534,0.284,0.295,31.8,73.0,50.6,52.4,11.3,9.8,12.3,100.0,116.9,123.1
BRK,202211120LAC,1,0,40,83,0.482,16,35,0.457,14,21,0.667,6,35,41,27,9,6,13,18,110,0.596,0.578,0.422,0.253,14.3,77.8,47.1,67.5,9.2,11.1,12.4,100.0,111.8,96.6
LAC,202211120LAC,0,1,34,85,0.4,11,31,0.355,16,20,0.8,10,36,46,22,4,6,18,17,95,0.506,0.465,0.365,0.235,22.2,85.7,52.9,64.7,4.1,12.5,16.1,100.0,96.6,111.8
UTA,202211120WAS,0,0,44,94,0.468,14,40,0.35,10,11,0.909,7,35,42,33,4,3,12,17,112,0.567,0.543,0.426,0.117,14.9,85.4,47.7,75.0,4.0,5.8,10.8,100.0,111.7,120.7
WAS,202211120WAS,1,1,44,88,0.5,16,36,0.444,17,20,0.85,6,40,46,27,6,8,9,14,121,0.625,0.591,0.409,0.227,14.6,85.1,52.3,61.4,6.0,14.8,8.5,100.0,120.7,111.7
BOS,202211120DET,1,0,39,91,0.429,18,48,0.375,21,24,0.875,9,33,42,27,6,4,7,17,117,0.576,0.527,0.527,0.264,18.8,75.0,45.7,69.2,6.2,7.8,6.4,100.0,120.2,111.0
DET,202211120DET,0,1,37,89,0.416,16,38,0.421,18,21,0.857,11,39,50,23,4,3,14,23,108,0.55,0.506,0.427,0.236,25.0,81.3,54.3,62.2,4.1,7.0,12.5,100.0,111.0,120.2
TOR,202211120IND,0,0,37,94,0.394,7,35,0.2,23,29,0.793,16,27,43,14,12,8,12,18,104,0.487,0.431,0.372,0.309,28.6,71.1,45.7,37.8,12.0,20.5,10.1,100.0,104.2,118.2
IND,202211120IND,1,1,41,82,0.5,19,43,0.442,17,23,0.739,11,40,51,33,4,6,21,23,118,0.64,0.616,0.524,0.28,28.9,71.4,54.3,80.5,4.0,10.2,18.6,100.0,118.2,104.2
ATL,202211120PHI,0,0,40,89,0.449,6,24,0.25,23,27,0.852,12,31,43,20,4,2,19,19,109,0.54,0.483,0.27,0.303,29.3,93.9,58.1,50.0,3.9,3.6,15.8,100.0,106.1,117.8
PHI,202211120PHI,1,1,44,80,0.55,8,24,0.333,25,31,0.806,2,29,31,24,10,5,12,26,121,0.646,0.6,0.3,0.388,6.1,70.7,41.9,54.5,9.7,7.7,11.4,100.0,117.8,106.1
CHO,202211120MIA,0,0,46,90,0.511,9,31,0.29,14,16,0.875,4,33,37,25,4,3,12,21,115,0.593,0.561,0.344,0.178,9.8,78.6,44.6,54.3,3.9,5.8,11.0,100.0,111.0,127.5
MIA,202211120MIA,1,1,49,93,0.527,16,41,0.39,18,21,0.857,9,37,46,32,7,5,12,19,132,0.646,0.613,0.441,0.226,21.4,90.2,55.4,65.3,6.8,8.5,10.5,100.0,127.5,111.0
POR,202211120DAL,0,0,36,80,0.45,13,31,0.419,27,35,0.771,12,32,44,20,6,2,12,21,112,0.587,0.531,0.388,0.438,26.7,82.1,52.4,55.6,6.4,5.3,11.2,100.0,119.0,124.4
DAL,202211120DAL,1,1,41,81,0.506,14,43,0.326,21,26,0.808,7,33,40,26,8,2,11,27,117,0.633,0.593,0.531,0.321,17.9,73.3,47.6,63.4,8.5,4.1,10.6,100.0,124.4,119.0
HOU,202211120NOP,0,0,40,79,0.506,12,36,0.333,14,18,0.778,10,33,43,24,7,4,26,23,106,0.61,0.582,0.456,0.228,29.4,73.3,54.4,60.0,7.1,7.0,23.0,100.0,107.2,120.3
NOP,202211120NOP,1,1,42,86,0.488,8,29,0.276,27,31,0.871,12,24,36,28,13,1,12,23,119,0.597,0.535,0.337,0.36,26.7,70.6,45.6,66.7,13.1,2.3,10.7,100.0,120.3,107.2
OKC,202211130NYK,1,0,55,88,0.625,17,31,0.548,18,20,0.9,4,34,38,31,9,5,19,27,145,0.749,0.722,0.352,0.227,15.4,72.3,52.1,56.4,8.2,7.6,16.4,100.0,132.9,123.7
NYK,202211130NYK,0,1,48,97,0.495,10,31,0.323,29,33,0.879,13,22,35,25,13,2,13,18,135,0.605,0.546,0.32,0.34,27.7,84.6,47.9,52.1,11.9,3.5,10.4,100.0,123.7,132.9
MIN,202211130CLE,1,0,46,82,0.561,12,24,0.5,25,34,0.735,11,36,47,30,5,4,13,30,129,0.665,0.634,0.293,0.415,31.4,69.2,54.0,65.2,5.1,7.3,11.8,100.0,132.3,127.2
CLE,202211130CLE,0,1,40,89,0.449,17,34,0.5,27,39,0.692,16,24,40,22,6,1,10,22,124,0.584,0.545,0.382,0.438,30.8,68.6,46.0,55.0,6.2,1.7,8.6,100.0,127.2,132.3
MEM,202211130WAS,0,0,38,96,0.396,9,28,0.321,7,10,0.7,14,37,51,21,7,6,17,24,92,0.458,0.443,0.292,0.104,26.9,80.4,52.0,55.3,7.0,13.0,14.5,100.0,92.4,102.4
WAS,202211130WAS,1,1,36,86,0.419,19,40,0.475,11,21,0.524,9,38,47,26,9,6,15,15,102,0.535,0.529,0.465,0.244,19.6,73.1,48.0,72.2,9.0,8.8,13.6,100.0,102.4,92.4
UTA,202211130PHI,0,0,37,94,0.394,11,37,0.297,13,23,0.565,18,32,50,23,3,4,18,17,98,0.471,0.452,0.394,0.245,36.7,80.0,56.2,62.2,3.1,6.7,14.7,100.0,100.5,107.7
PHI,202211130PHI,1,1,40,83,0.482,4,23,0.174,21,26,0.808,8,31,39,21,12,14,12,19,105,0.556,0.506,0.277,0.313,20.0,63.3,43.8,52.5,12.3,24.6,11.3,100.0,107.7,100.5
DEN,202211130CHI,1,0,48,80,0.6,13,27,0.481,17,21,0.81,5,31,36,33,11,3,16,17,126,0.706,0.681,0.338,0.263,15.2,79.5,50.0,68.8,11.1,5.1,15.2,100.0,126.9,103.7
CHI,202211130CHI,0,1,40,81,0.494,6,22,0.273,17,21,0.81,8,28,36,24,9,4,19,19,103,0.571,0.531,0.272,0.259,20.5,84.8,50.0,60.0,9.1,7.5,17.4,100.0,103.7,126.9
GSW,202211130SAC,0,0,42,90,0.467,16,47,0.34,15,16,0.938,8,35,43,27,5,5,18,20,115,0.593,0.556,0.522,0.178,18.2,79.5,48.9,64.3,4.8,9.3,15.6,100.0,109.5,116.2
SAC,202211130SAC,1,1,47,91,0.516,16,37,0.432,12,19,0.632,9,36,45,31,8,2,16,17,122,0.614,0.604,0.407,0.209,20.5,81.8,51.1,66.0,7.6,4.7,13.9,100.0,116.2,109.5
BRK,202211130LAL,0,0,36,80,0.45,7,27,0.259,24,31,0.774,8,33,41,22,5,5,13,17,103,0.55,0.494,0.338,0.388,19.5,73.3,47.7,61.1,5.2,7.8,12.2,100.0,108.0,121.6
LAL,202211130LAL,1,1,44,91,0.484,11,27,0.407,17,20,0.85,12,33,45,25,3,2,9,22,116,0.581,0.544,0.297,0.22,26.7,80.5,52.3,56.8,3.1,3.8,8.3,100.0,121.6,108.0
TOR,202211140DET,1,0,40,82,0.488,8,27,0.296,27,28,0.964,12,30,42,27,7,8,17,27,115,0.61,0.537,0.329,0.341,30.0,73.2,51.9,67.5,7.1,17.4,15.3,100.0,116.2,112.2
DET,202211140DET,0,1,35,77,0.455,10,31,0.323,31,43,0.721,11,28,39,23,8,2,19,23,111,0.579,0.519,0.403,0.558,26.8,70.0,48.1,65.7,8.1,3.6,16.5,100.0,112.2,116.2
CHO,202211140ORL,1,0,42,88,0.477,7,35,0.2,21,24,0.875,14,23,37,22,15,7,13,23,112,0.568,0.517,0.398,0.273,35.0,51.1,43.5,52.4,16.2,13.5,11.7,100.0,120.8,113.3
ORL,202211140ORL,0,1,36,88,0.409,14,36,0.389,19,23,0.826,22,26,48,23,3,7,22,18,105,0.535,0.489,0.409,0.261,48.9,65.0,56.5,63.9,3.2,13.2,18.3,100.0,113.3,120.8
OKC,202211140BOS,0,0,47,98,0.48,11,30,0.367,17,21,0.81,10,41,51,21,4,6,20,21,122,0.569,0.536,0.306,0.214,21.7,80.4,52.6,44.7,3.5,10.2,15.7,100.0,108.1,111.7
BOS,202211140BOS,1,1,46,96,0.479,10,37,0.27,24,29,0.828,10,36,46,25,15,7,14,20,126,0.579,0.531,0.385,0.302,19.6,78.3,47.4,54.3,13.3,10.3,11.4,100.0,111.7,108.1
PHO,202211140MIA,0,0,48,99,0.485,14,36,0.389,2,4,0.5,20,25,45,22,9,4,14,22,112,0.556,0.556,0.364,0.04,44.4,59.5,51.7,45.8,10.1,8.0,12.2,100.0,125.2,126.4
MIA,202211140MIA,1,1,38,83,0.458,15,33,0.455,22,25,0.88,17,25,42,23,6,4,15,10,113,0.601,0.548,0.398,0.301,40.5,55.6,48.3,60.5,6.7,6.3,13.8,100.0,126.4,125.2
LAC,202211140HOU,1,0,41,81,0.506,14,38,0.368,26,33,0.788,9,35,44,25,6,4,17,23,122,0.639,0.593,0.469,0.407,23.1,77.8,52.4,61.0,5.9,7.1,15.1,100.0,120.5,104.7
HOU,202211140HOU,0,1,39,86,0.453,9,30,0.3,19,31,0.613,10,30,40,20,11,3,14,22,106,0.532,0.506,0.349,0.36,22.2,76.9,47.6,51.3,10.9,7.0,12.3,100.0,104.7,120.5
ATL,202211140MIL,1,0,44,92,0.478,7,20,0.35,26,30,0.867,13,32,45,23,4,4,9,23,121,0.575,0.516,0.217,0.326,27.1,74.4,49.5,52.3,4.0,7.5,7.9,100.0,120.2,105.3
MIL,202211140MIL,0,1,34,82,0.415,6,29,0.207,32,41,0.78,11,35,46,21,4,3,17,26,106,0.53,0.451,0.354,0.5,25.6,72.9,50.5,61.8,4.0,4.2,14.5,100.0,105.3,120.2
SAS,202211140GSW,0,0,36,100,0.36,10,40,0.25,13,19,0.684,22,31,53,18,6,6,19,17,95,0.438,0.41,0.4,0.19,38.6,86.1,57.0,50.0,6.0,14.0,14.9,100.0,94.3,131.0
GSW,202211140GSW,1,1,47,88,0.534,23,45,0.511,15,16,0.938,5,35,40,35,9,3,13,17,132,0.694,0.665,0.511,0.182,13.9,61.4,43.0,74.5,8.9,5.0,12.0,100.0,131.0,94.3
MEM,202211150NOP,0,0,38,92,0.413,9,35,0.257,17,25,0.68,14,37,51,16,6,8,11,17,102,0.495,0.462,0.38,0.272,28.0,84.1,54.3,42.1,6.2,15.1,9.6,100.0,104.9,116.2
NOP,202211150NOP,1,1,43,91,0.473,18,38,0.474,9,12,0.75,7,36,43,31,2,8,10,20,113,0.587,0.571,0.418,0.132,15.9,72.0,45.7,72.1,2.1,14.0,9.4,100.0,116.2,104.9
LAC,202211150DAL,0,0,34,64,0.531,12,28,0.429,21,26,0.808,3,37,40,23,8,2,21,27,101,0.669,0.625,0.438,0.406,10.3,82.2,54.1,67.6,8.6,5.4,21.8,100.0,109.1,111.3
DAL,202211150DAL,1,1,35,80,0.438,17,43,0.395,16,24,0.667,8,26,34,20,12,1,12,20,103,0.569,0.544,0.538,0.3,17.8,89.7,45.9,57.1,13.0,2.8,11.7,100.0,111.3,109.1
NYK,202211150UTA,1,0,44,93,0.473,11,32,0.344,19,25,0.76,13,30,43,26,10,3,14,25,118,0.567,0.532,0.344,0.269,27.7,66.7,46.7,59.1,9.9,7.5,11.9,100.0,117.0,110.0
UTA,202211150UTA,0,1,36,83,0.434,14,43,0.326,25,30,0.833,15,34,49,29,7,5,21,22,111,0.577,0.518,0.518,0.361,33.3,72.3,53.3,80.6,6.9,8.2,17.9,100.0,110.0,117.0
SAS,202211150POR,0,0,44,85,0.518,9,29,0.31,13,17,0.765,11,27,38,34,7,5,19,25,110,0.595,0.571,0.341,0.2,26.8,75.0,49.4,77.3,7.2,10.6,17.0,100.0,112.7,119.8
POR,202211150POR,1,1,41,79,0.519,15,32,0.469,20,26,0.769,9,30,39,22,6,3,17,17,117,0.647,0.614,0.405,0.329,25.0,73.2,50.6,53.7,6.1,5.4,15.8,100.0,119.8,112.7
BRK,202211150SAC,0,0,40,81,0.494,11,28,0.393,30,33,0.909,3,26,29,25,5,3,17,18,121,0.633,0.562,0.346,0.407,8.1,74.3,40.3,62.5,4.6,5.7,15.1,100.0,110.9,140.2
SAC,202211150SAC,1,1,56,94,0.596,20,41,0.488,21,25,0.84,9,34,43,39,9,4,17,24,153,0.729,0.702,0.436,0.266,25.7,91.9,59.7,69.6,8.2,7.5,13.9,100.0,140.2,110.9
IND,202211160CHO,1,0,44,82,0.537,11,28,0.393,26,31,0.839,7,27,34,27,11,9,14,18,125,0.653,0.604,0.341,0.378,18.9,65.9,43.6,61.4,10.9,14.8,12.8,100.0,124.2,112.3
CHO,202211160CHO,0,1,43,94,0.457,12,33,0.364,15,18,0.833,14,30,44,29,8,4,18,23,113,0.554,0.521,0.351,0.191,34.1,81.1,56.4,67.4,7.9,7.4,15.0,100.0,112.3,124.2
MIN,202211160ORL,1,0,46,88,0.523,12,36,0.333,22,28,0.786,8,32,40,28,15,6,11,15,126,0.628,0.591,0.409,0.318,18.6,72.7,46.0,60.9,14.8,10.3,9.9,100.0,124.3,106.5
ORL,202211160ORL,0,1,42,93,0.452,9,35,0.257,15,17,0.882,12,35,47,21,6,5,16,26,108,0.537,0.5,0.376,0.183,27.3,81.4,54.0,50.0,5.9,9.6,13.7,100.0,106.5,124.3
OKC,202211160WAS,1,0,44,81,0.543,16,31,0.516,17,26,0.654,9,28,37,24,4,7,15,22,121,0.654,0.642,0.383,0.321,23.1,71.8,47.4,54.5,4.1,13.5,14.0,100.0,123.2,122.2
WAS,202211160WAS,0,1,44,86,0.512,17,34,0.5,15,17,0.882,11,30,41,32,8,5,19,20,120,0.642,0.61,0.395,0.198,28.2,76.9,52.6,72.7,8.1,10.0,16.9,100.0,122.2,123.2
BOS,202211160ATL,1,0,48,88,0.545,21,46,0.457,9,10,0.9,6,43,49,29,4,8,15,20,126,0.682,0.665,0.523,0.114,16.2,75.4,52.1,60.4,4.0,11.6,14.0,100.0,126.2,101.1
ATL,202211160ATL,0,1,42,101,0.416,7,32,0.219,10,13,0.769,14,31,45,21,5,5,9,11,101,0.473,0.45,0.317,0.129,24.6,83.8,47.9,50.0,5.0,11.9,7.8,100.0,101.1,126.2
MIA,202211160TOR,0,0,36,66,0.545,13,35,0.371,19,22,0.864,4,19,23,19,5,4,23,20,104,0.687,0.644,0.53,0.333,13.3,54.3,35.4,52.8,5.5,6.7,23.3,100.0,114.4,123.2
TOR,202211160TOR,1,1,44,86,0.512,7,26,0.269,17,22,0.773,16,26,42,23,5,3,14,23,112,0.585,0.552,0.302,0.256,45.7,86.7,64.6,52.3,5.5,9.7,12.8,100.0,123.2,114.4
CLE,202211160MIL,0,0,36,84,0.429,12,28,0.429,14,17,0.824,6,28,34,22,7,7,8,18,98,0.536,0.5,0.333,0.202,13.3,68.3,39.5,61.1,7.5,14.9,8.0,100.0,104.5,120.5
MIL,202211160MIL,1,1,41,86,0.477,16,39,0.41,15,27,0.556,13,39,52,26,5,6,14,16,113,0.577,0.57,0.453,0.314,31.7,86.7,60.5,63.4,5.3,10.7,12.5,100.0,120.5,104.5
CHI,202211160NOP,0,0,44,89,0.494,11,32,0.344,11,17,0.647,7,30,37,25,2,1,12,18,110,0.57,0.556,0.36,0.191,17.1,71.4,44.6,56.8,2.0,1.9,11.1,100.0,112.1,126.3
NOP,202211160NOP,1,1,43,85,0.506,17,33,0.515,21,24,0.875,12,34,46,30,4,6,15,18,124,0.649,0.606,0.388,0.282,28.6,82.9,55.4,69.8,4.1,10.5,13.6,100.0,126.3,112.1
HOU,202211160DAL,1,0,35,75,0.467,10,22,0.455,21,24,0.875,9,47,56,21,1,19,23,19,101,0.59,0.533,0.293,0.32,26.5,78.3,59.6,60.0,1.0,40.4,21.2,100.0,103.4,94.2
DAL,202211160DAL,0,1,31,102,0.304,12,55,0.218,18,19,0.947,13,25,38,21,9,2,6,19,92,0.417,0.363,0.539,0.186,21.7,73.5,40.4,67.7,9.2,3.8,5.2,100.0,94.2,103.4
NYK,202211160DEN,1,0,37,84,0.44,8,34,0.235,24,31,0.774,6,34,40,24,12,5,8,18,106,0.543,0.488,0.405,0.369,15.0,81.0,48.8,64.9,12.5,11.4,7.6,100.0,110.1,107.0
DEN,202211160DEN,0,1,36,82,0.439,14,38,0.368,17,20,0.85,8,34,42,18,3,5,15,25,103,0.567,0.524,0.463,0.244,19.0,85.0,51.2,50.0,3.1,10.0,14.2,100.0,107.0,110.1
GSW,202211160PHO,0,0,42,92,0.457,18,42,0.429,17,17,1.0,6,34,40,30,5,3,17,23,119,0.598,0.554,0.457,0.185,13.3,81.0,46.0,71.4,4.7,6.5,14.6,100.0,112.2,122.6
PHO,202211160PHO,1,1,44,86,0.512,21,40,0.525,21,25,0.84,8,39,47,33,5,8,16,22,130,0.67,0.634,0.465,0.291,19.0,86.7,54.0,75.0,4.7,16.0,14.2,100.0,122.6,112.2
BRK,202211170POR,1,0,40,79,0.506,11,29,0.379,18,23,0.783,5,42,47,32,4,5,17,24,109,0.612,0.576,0.367,0.291,13.9,84.0,54.7,80.0,3.9,8.8,16.0,100.0,107.2,105.2
POR,202211170POR,0,1,36,93,0.387,13,36,0.361,22,27,0.815,8,31,39,22,9,5,10,22,107,0.51,0.457,0.387,0.29,16.0,86.1,45.3,61.1,8.8,10.0,8.7,100.0,105.2,107.2
SAS,202211170SAC,0,0,46,84,0.548,11,26,0.423,9,12,0.75,7,25,32,29,8,6,19,22,112,0.627,0.613,0.31,0.143,18.4,80.6,46.4,63.0,8.1,11.3,17.5,100.0,113.3,131.5
SAC,202211170SAC,1,1,48,83,0.578,12,30,0.4,22,24,0.917,6,31,37,28,7,1,12,15,130,0.695,0.651,0.361,0.289,19.4,81.6,53.6,58.3,7.1,1.7,11.4,100.0,131.5,113.3
DET,202211170LAC,0,0,33,88,0.375,6,31,0.194,19,24,0.792,10,33,43,15,9,7,13,26,91,0.462,0.409,0.352,0.273,19.6,76.7,45.7,45.5,9.2,13.7,11.7,100.0,93.0,98.1
LAC,202211170LAC,1,1,33,81,0.407,11,30,0.367,19,24,0.792,10,41,51,17,1,1,18,21,96,0.524,0.475,0.37,0.296,23.3,80.4,54.3,51.5,1.0,1.8,16.4,100.0,98.1,93.0
MIA,202211180WAS,0,0,35,98,0.357,11,43,0.256,25,32,0.781,10,43,53,23,6,4,10,15,106,0.473,0.413,0.439,0.327,17.9,84.3,49.5,65.7,5.5,8.0,8.2,100.0,97.6,98.6
