Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ATL,202202130BOS,0,0,34,93,0.366,12,38,0.316,15,15,1.0,11,37,48,18,6,3,13,22,95,0.477,0.43,0.409,0.161,20.8,75.5,47.1,52.9,6.2,6.4,11.5,100.0,98.0,108.3
BOS,202202130BOS,1,1,36,85,0.424,11,38,0.289,22,27,0.815,12,42,54,21,5,6,12,15,105,0.542,0.488,0.447,0.318,24.5,79.2,52.9,58.3,5.2,10.9,11.0,100.0,108.3,98.0
MIN,202202130IND,1,0,43,84,0.512,18,34,0.529,25,28,0.893,8,30,38,23,8,8,14,25,129,0.67,0.619,0.405,0.333,20.0,57.7,41.3,53.5,8.1,14.0,12.7,100.0,130.0,121.0
IND,202202130IND,0,1,45,102,0.441,13,45,0.289,17,22,0.773,22,32,54,28,5,6,13,21,120,0.537,0.505,0.441,0.216,42.3,80.0,58.7,62.2,5.0,12.0,10.4,100.0,121.0,130.0
DET,202202140WAS,0,0,32,85,0.376,8,23,0.348,22,27,0.815,13,31,44,19,7,3,12,19,94,0.485,0.424,0.271,0.318,27.1,75.6,49.4,59.4,7.5,5.4,11.0,100.0,100.1,109.6
WAS,202202140WAS,1,1,40,85,0.471,9,29,0.31,14,18,0.778,10,35,45,21,8,3,15,16,103,0.554,0.524,0.341,0.212,24.4,72.9,50.6,52.5,8.5,4.8,13.9,100.0,109.6,100.1
SAC,202202140BRK,0,0,31,90,0.344,9,35,0.257,14,18,0.778,11,32,43,12,8,4,18,17,85,0.434,0.394,0.389,0.2,20.4,84.2,46.7,38.7,7.9,6.9,15.5,100.0,83.6,107.2
BRK,202202140BRK,1,1,43,84,0.512,9,26,0.346,14,15,0.933,6,43,49,25,7,5,18,22,109,0.602,0.565,0.31,0.179,15.8,79.6,53.3,58.1,6.9,9.1,16.6,100.0,107.2,83.6
OKC,202202140NYK,1,0,48,96,0.5,13,34,0.382,18,27,0.667,8,38,46,28,9,1,11,19,127,0.589,0.568,0.354,0.281,17.8,66.7,45.1,58.3,8.3,1.7,9.3,100.0,117.1,113.4
NYK,202202140NYK,0,1,45,108,0.417,15,50,0.3,18,22,0.818,19,37,56,28,8,12,14,25,123,0.523,0.486,0.463,0.204,33.3,82.2,54.9,62.2,7.4,19.4,10.6,100.0,113.4,117.1
SAS,202202140CHI,0,0,44,92,0.478,6,20,0.3,15,21,0.714,4,29,33,28,9,2,7,15,109,0.538,0.511,0.217,0.228,8.5,74.4,38.4,63.6,8.8,3.1,6.5,100.0,106.9,117.7
CHI,202202140CHI,1,1,46,88,0.523,10,24,0.417,18,21,0.857,10,43,53,25,3,3,16,19,120,0.617,0.58,0.273,0.239,25.6,91.5,61.6,54.3,2.9,4.2,14.1,100.0,117.7,106.9
POR,202202140MIL,1,0,45,99,0.455,18,43,0.419,14,19,0.737,14,44,58,30,8,6,14,19,122,0.568,0.545,0.434,0.192,27.5,88.0,57.4,66.7,7.6,12.5,11.5,100.0,116.3,102.0
MIL,202202140MIL,0,1,38,89,0.427,13,41,0.317,18,24,0.75,6,37,43,18,8,3,13,18,107,0.537,0.5,0.461,0.27,12.0,72.5,42.6,47.4,7.6,5.4,11.5,100.0,102.0,116.3
TOR,202202140NOP,0,0,29,95,0.305,8,34,0.235,24,31,0.774,19,25,44,8,7,3,8,14,90,0.414,0.347,0.358,0.326,30.6,86.2,48.4,27.6,7.5,7.1,6.9,100.0,96.5,128.7
NOP,202202140NOP,1,1,45,77,0.584,16,35,0.457,14,16,0.875,4,43,47,36,4,7,14,24,120,0.714,0.688,0.455,0.208,13.8,69.4,51.6,80.0,4.3,11.5,14.3,100.0,128.7,96.5
ORL,202202140DEN,0,0,40,91,0.44,11,39,0.282,20,23,0.87,11,31,42,24,16,5,15,19,111,0.549,0.5,0.429,0.253,21.6,72.1,44.7,60.0,15.2,10.4,12.9,100.0,105.8,115.3
DEN,202202140DEN,1,1,42,88,0.477,16,40,0.4,21,23,0.913,12,40,52,25,7,2,23,18,121,0.617,0.568,0.455,0.261,27.9,78.4,55.3,59.5,6.7,3.8,19.0,100.0,115.3,105.8
HOU,202202140UTA,0,0,35,83,0.422,12,37,0.324,19,28,0.679,10,23,33,23,5,4,12,20,101,0.53,0.494,0.446,0.337,20.0,63.9,38.4,65.7,5.2,8.2,11.2,100.0,105.6,141.2
UTA,202202140UTA,1,1,49,89,0.551,18,40,0.45,19,22,0.864,13,40,53,34,6,5,13,22,135,0.684,0.652,0.449,0.247,36.1,80.0,61.6,69.4,6.3,10.9,11.6,100.0,141.2,105.6
GSW,202202140LAC,0,0,39,86,0.453,16,41,0.39,10,13,0.769,7,31,38,23,7,3,14,18,104,0.567,0.547,0.477,0.151,15.9,83.8,46.9,59.0,7.2,5.9,13.2,100.0,107.3,122.8
LAC,202202140LAC,1,1,48,85,0.565,15,34,0.441,8,15,0.533,6,37,43,25,6,3,12,18,119,0.65,0.653,0.4,0.176,16.2,84.1,53.1,52.1,6.2,6.7,11.6,100.0,122.8,107.3
CLE,202202150ATL,0,0,45,88,0.511,16,41,0.39,10,12,0.833,14,25,39,30,8,3,13,23,116,0.622,0.602,0.466,0.136,33.3,78.1,52.7,66.7,8.7,6.4,12.2,100.0,126.4,135.1
ATL,202202150ATL,1,1,43,80,0.538,14,33,0.424,24,27,0.889,7,28,35,25,9,4,11,18,124,0.675,0.625,0.413,0.338,21.9,66.7,47.3,58.1,9.8,8.5,10.7,100.0,135.1,126.4
DAL,202202150MIA,1,0,34,76,0.447,18,41,0.439,21,33,0.636,12,26,38,27,5,7,9,26,107,0.591,0.566,0.539,0.434,26.7,63.4,44.2,79.4,5.8,12.3,9.0,100.0,123.1,113.9
MIA,202202150MIA,0,1,35,84,0.417,7,27,0.259,22,27,0.815,15,33,48,19,1,2,12,23,99,0.516,0.458,0.321,0.321,36.6,73.3,55.8,54.3,1.2,5.7,11.1,100.0,113.9,123.1
BOS,202202150PHI,1,0,46,82,0.561,25,45,0.556,18,22,0.818,7,44,51,28,2,10,11,25,135,0.736,0.713,0.549,0.268,20.0,78.6,56.0,60.9,2.2,20.8,10.7,100.0,145.5,93.7
PHI,202202150PHI,0,1,23,80,0.288,8,32,0.25,33,39,0.846,12,28,40,17,7,2,9,17,87,0.448,0.338,0.4,0.488,21.4,80.0,44.0,73.9,7.5,5.4,8.5,100.0,93.7,145.5
IND,202202150MIL,0,0,47,93,0.505,17,41,0.415,8,19,0.421,10,31,41,32,8,2,12,23,119,0.587,0.597,0.441,0.204,20.8,77.5,46.6,68.1,7.8,3.5,10.6,100.0,115.4,124.2
MIL,202202150MIL,1,1,48,86,0.558,10,29,0.345,22,30,0.733,9,38,47,28,7,0,15,17,128,0.645,0.616,0.337,0.349,22.5,79.2,53.4,58.3,6.8,0.0,13.1,100.0,124.2,115.4
CHO,202202150MIN,0,0,42,102,0.412,8,33,0.242,28,37,0.757,16,46,62,31,9,7,14,30,120,0.507,0.451,0.324,0.363,28.1,73.0,51.7,73.8,7.7,13.0,10.6,100.0,102.6,107.7
MIN,202202150MIN,1,1,43,109,0.394,13,55,0.236,27,43,0.628,17,41,58,29,10,8,14,26,126,0.492,0.454,0.505,0.394,27.0,71.9,48.3,67.4,8.5,11.6,9.9,100.0,107.7,102.6
MEM,202202150NOP,1,0,47,94,0.5,10,34,0.294,17,27,0.63,18,31,49,29,10,3,13,24,121,0.571,0.553,0.362,0.287,43.9,73.8,59.0,61.7,10.3,4.8,10.9,100.0,124.5,112.1
NOP,202202150NOP,0,1,44,88,0.5,4,26,0.154,17,20,0.85,11,23,34,20,7,5,15,23,109,0.563,0.523,0.295,0.227,26.2,56.1,41.0,45.5,7.2,8.3,13.4,100.0,112.1,124.5
LAC,202202150PHO,0,0,40,97,0.412,10,35,0.286,6,9,0.667,13,33,46,26,11,9,14,12,96,0.475,0.464,0.361,0.093,24.5,73.3,46.9,65.0,11.1,13.8,12.2,100.0,97.2,104.3
PHO,202202150PHO,1,1,44,90,0.489,8,25,0.32,7,10,0.7,12,40,52,30,9,4,17,12,103,0.546,0.533,0.278,0.111,26.7,75.5,53.1,68.2,9.1,6.5,15.3,100.0,104.3,97.2
ATL,202202160ORL,1,0,45,90,0.5,18,33,0.545,22,28,0.786,13,34,47,23,7,6,11,20,130,0.635,0.6,0.367,0.311,28.3,73.9,51.1,51.1,7.0,10.5,9.7,100.0,130.5,109.5
ORL,202202160ORL,0,1,42,98,0.429,13,41,0.317,12,13,0.923,12,33,45,23,3,5,13,19,109,0.525,0.495,0.418,0.133,26.1,71.7,48.9,54.8,3.0,8.8,11.1,100.0,109.5,130.5
DET,202202160BOS,1,0,43,93,0.462,16,30,0.533,10,13,0.769,18,29,47,28,9,1,17,17,112,0.567,0.548,0.323,0.14,39.1,93.5,61.0,65.1,9.3,2.2,14.7,100.0,116.0,115.0
BOS,202202160BOS,0,1,42,77,0.545,13,32,0.406,14,18,0.778,2,28,30,29,8,6,17,14,111,0.654,0.63,0.416,0.234,6.5,60.9,39.0,69.0,8.3,9.5,16.7,100.0,115.0,116.0
WAS,202202160IND,0,0,39,91,0.429,17,37,0.459,13,16,0.813,12,32,44,25,7,3,13,20,108,0.551,0.522,0.407,0.176,26.7,82.1,52.4,64.1,7.2,4.8,11.7,100.0,111.4,116.6
IND,202202160IND,1,1,45,83,0.542,4,20,0.2,19,29,0.655,7,33,40,30,9,6,11,14,113,0.59,0.566,0.241,0.349,17.9,73.3,47.6,66.7,9.3,11.1,10.3,100.0,116.6,111.4
BRK,202202160NYK,1,0,43,98,0.439,11,34,0.324,14,23,0.609,16,35,51,21,5,1,9,16,111,0.513,0.495,0.347,0.235,32.0,77.8,53.7,48.8,5.3,2.4,7.7,100.0,118.0,112.7
NYK,202202160NYK,0,1,37,85,0.435,16,43,0.372,16,18,0.889,10,34,44,22,7,9,10,17,106,0.57,0.529,0.506,0.212,22.2,68.0,46.3,59.5,7.4,14.1,9.7,100.0,112.7,118.0
SAC,202202160CHI,0,0,43,84,0.512,12,30,0.4,20,22,0.909,7,29,36,24,9,3,13,14,118,0.63,0.583,0.357,0.262,17.1,69.0,43.4,55.8,9.1,4.6,12.2,100.0,119.3,126.4
CHI,202202160CHI,1,1,47,94,0.5,12,29,0.414,19,20,0.95,13,34,47,25,8,2,13,16,125,0.608,0.564,0.309,0.213,31.0,82.9,56.6,53.2,8.1,3.7,11.2,100.0,126.4,119.3
POR,202202160MEM,1,0,43,85,0.506,13,32,0.406,24,32,0.75,13,30,43,23,6,5,12,27,123,0.621,0.582,0.376,0.376,31.0,75.0,52.4,53.5,6.2,9.1,10.8,100.0,126.3,122.1
MEM,202202160MEM,0,1,37,85,0.435,11,30,0.367,34,42,0.81,10,29,39,20,10,7,10,26,119,0.575,0.5,0.353,0.494,25.0,69.0,47.6,54.1,10.3,13.2,8.8,100.0,122.1,126.3
TOR,202202160MIN,1,0,40,88,0.455,8,25,0.32,15,19,0.789,9,39,48,21,7,6,13,21,103,0.534,0.5,0.284,0.216,20.0,86.7,53.3,52.5,7.1,17.1,11.9,100.0,104.5,92.3
MIN,202202160MIN,0,1,30,77,0.39,10,42,0.238,21,29,0.724,6,36,42,23,6,7,17,18,91,0.507,0.455,0.545,0.377,13.3,80.0,46.7,76.7,6.1,11.1,15.9,100.0,92.3,104.5
SAS,202202160OKC,1,0,43,98,0.439,10,34,0.294,18,22,0.818,14,43,57,29,3,7,14,15,114,0.529,0.49,0.347,0.224,28.6,74.1,53.3,67.4,2.9,9.6,11.5,100.0,110.2,102.5
OKC,202202160OKC,0,1,41,105,0.39,11,32,0.344,13,19,0.684,15,35,50,25,6,6,8,19,106,0.468,0.443,0.305,0.181,25.9,71.4,46.7,61.0,5.8,9.4,6.6,100.0,102.5,110.2
HOU,202202160PHO,0,0,42,97,0.433,13,44,0.295,24,28,0.857,13,36,49,23,5,5,16,27,121,0.553,0.5,0.454,0.289,27.1,83.7,53.8,54.8,4.7,8.1,12.8,100.0,114.0,116.8
PHO,202202160PHO,1,1,44,86,0.512,7,24,0.292,29,36,0.806,7,35,42,27,10,7,11,20,124,0.609,0.552,0.279,0.419,16.3,72.9,46.2,61.4,9.4,13.2,9.7,100.0,116.8,114.0
DEN,202202160GSW,1,0,43,91,0.473,14,36,0.389,17,21,0.81,12,36,48,27,5,1,19,18,117,0.584,0.549,0.396,0.231,29.3,81.8,56.5,62.8,4.9,1.9,15.9,100.0,115.4,114.4
GSW,202202160GSW,0,1,45,87,0.517,10,34,0.294,16,24,0.667,8,29,37,26,13,5,11,21,116,0.595,0.575,0.391,0.276,18.2,70.7,43.5,57.8,12.8,9.1,10.1,100.0,114.4,115.4
UTA,202202160LAL,0,0,37,79,0.468,11,33,0.333,16,19,0.842,8,33,41,17,11,6,13,22,101,0.578,0.538,0.418,0.241,20.0,73.3,48.2,45.9,11.9,12.0,13.0,100.0,109.4,114.9
LAL,202202160LAL,1,1,41,86,0.477,10,36,0.278,14,22,0.636,12,32,44,24,9,7,12,18,106,0.554,0.535,0.419,0.256,26.7,80.0,51.8,58.5,9.8,15.2,11.1,100.0,114.9,109.4
MIA,202202170CHO,1,0,41,102,0.402,14,48,0.292,15,23,0.652,15,41,56,31,4,5,15,23,111,0.495,0.471,0.471,0.225,26.8,70.7,49.1,75.6,3.7,9.4,11.8,100.0,102.9,99.1
CHO,202202170CHO,0,1,38,95,0.4,10,42,0.238,21,30,0.7,17,41,58,27,6,4,18,28,107,0.494,0.453,0.442,0.316,29.3,73.2,50.9,71.1,5.6,7.4,14.3,100.0,99.1,102.9
WAS,202202170BRK,1,0,46,83,0.554,12,24,0.5,13,16,0.813,8,30,38,26,10,7,16,21,117,0.65,0.627,0.289,0.193,22.9,66.7,47.5,56.5,10.4,13.7,15.1,100.0,121.8,107.3
BRK,202202170BRK,0,1,36,89,0.404,14,38,0.368,17,24,0.708,15,27,42,19,6,5,16,20,103,0.517,0.483,0.427,0.27,33.3,77.1,52.5,52.8,6.2,8.5,13.8,100.0,107.3,121.8
DAL,202202170NOP,1,0,44,82,0.537,19,40,0.475,18,25,0.72,7,31,38,18,5,4,9,22,125,0.672,0.652,0.488,0.305,18.4,64.6,44.2,40.9,5.3,6.3,8.8,100.0,131.9,124.6
NOP,202202170NOP,0,1,46,92,0.5,12,28,0.429,14,21,0.667,17,31,48,22,7,0,13,18,118,0.583,0.565,0.304,0.228,35.4,81.6,55.8,47.8,7.4,0.0,11.4,100.0,124.6,131.9
PHI,202202170MIL,1,0,44,88,0.5,12,34,0.353,23,27,0.852,9,37,46,21,2,2,12,23,123,0.616,0.568,0.386,0.307,22.0,75.5,51.1,47.7,2.0,3.9,10.7,100.0,123.1,120.1
MIL,202202170MIL,0,1,42,95,0.442,14,44,0.318,22,28,0.786,12,32,44,20,5,1,7,22,120,0.559,0.516,0.463,0.295,24.5,78.0,48.9,47.6,5.0,1.9,6.1,100.0,120.1,123.1
HOU,202202170LAC,0,0,42,91,0.462,13,37,0.351,14,19,0.737,12,23,35,29,8,2,19,20,111,0.559,0.533,0.407,0.209,24.0,65.7,41.2,69.0,7.6,3.5,16.1,100.0,105.5,135.0
LAC,202202170LAC,1,1,51,92,0.554,18,35,0.514,22,26,0.846,12,38,50,34,12,5,18,16,142,0.686,0.652,0.38,0.283,34.3,76.0,58.8,66.7,11.4,9.3,14.8,100.0,135.0,105.5
CLE,202202240DET,0,0,34,77,0.442,12,35,0.343,23,34,0.676,8,35,43,20,3,7,12,21,103,0.56,0.519,0.455,0.442,18.2,72.9,46.7,58.8,3.2,13.5,11.5,100.0,109.8,113.0
DET,202202240DET,1,1,35,86,0.407,11,34,0.324,25,28,0.893,13,36,49,23,8,8,11,24,106,0.539,0.471,0.395,0.326,27.1,81.8,53.3,65.7,8.5,19.0,10.1,100.0,113.0,109.8
BOS,202202240BRK,1,0,46,85,0.541,17,42,0.405,20,27,0.741,8,40,48,28,9,3,14,20,129,0.666,0.641,0.494,0.318,21.1,83.3,55.8,60.9,8.7,4.6,12.6,100.0,124.4,102.2
BRK,202202240BRK,0,1,39,94,0.415,7,29,0.241,21,28,0.75,8,30,38,25,8,4,11,16,106,0.498,0.452,0.309,0.298,16.7,78.9,44.2,64.1,7.7,9.3,9.4,100.0,102.2,124.4
ATL,202202240CHI,0,0,41,97,0.423,8,28,0.286,18,27,0.667,13,32,45,20,2,3,10,18,108,0.496,0.464,0.289,0.278,26.0,84.2,51.1,48.8,2.0,5.3,8.4,100.0,108.7,112.7
CHI,202202240CHI,1,1,41,84,0.488,8,27,0.296,22,27,0.815,6,37,43,16,5,8,9,20,112,0.584,0.536,0.321,0.321,15.8,74.0,48.9,39.0,5.0,11.6,8.6,100.0,112.7,108.7
MEM,202202240MIN,0,0,38,98,0.388,9,31,0.29,29,40,0.725,26,33,59,25,9,7,16,21,114,0.493,0.434,0.316,0.408,46.4,73.3,58.4,65.8,9.0,13.7,12.2,100.0,113.5,118.5
MIN,202202240MIN,1,1,43,93,0.462,16,42,0.381,17,25,0.68,12,30,42,26,6,11,12,27,119,0.572,0.548,0.452,0.269,26.7,53.6,41.6,60.5,6.0,16.4,10.3,100.0,118.5,113.5
PHO,202202240OKC,1,0,46,86,0.535,13,34,0.382,19,21,0.905,3,40,43,32,14,6,16,12,124,0.651,0.61,0.395,0.244,7.9,85.1,50.6,69.6,13.2,9.7,14.4,100.0,116.6,97.8
OKC,202202240OKC,0,1,44,93,0.473,6,31,0.194,10,11,0.909,7,35,42,22,10,4,16,19,104,0.531,0.505,0.333,0.118,14.9,92.1,49.4,50.0,9.4,7.7,14.1,100.0,97.8,116.6
GSW,202202240POR,1,0,45,88,0.511,15,41,0.366,27,32,0.844,10,36,46,36,10,7,12,23,132,0.647,0.597,0.466,0.364,28.6,85.7,59.7,80.0,10.0,15.9,10.5,100.0,131.4,94.6
POR,202202240POR,0,1,31,79,0.392,9,35,0.257,24,29,0.828,6,25,31,16,5,4,18,29,95,0.518,0.449,0.443,0.367,14.3,71.4,40.3,51.6,5.0,8.5,16.4,100.0,94.6,131.4
DEN,202202240SAC,1,0,48,86,0.558,15,35,0.429,17,20,0.85,3,36,39,30,12,4,17,24,128,0.675,0.645,0.407,0.233,9.7,85.7,53.4,62.5,11.5,7.0,15.2,100.0,122.7,105.4
SAC,202202240SAC,0,1,43,86,0.5,9,29,0.31,15,18,0.833,6,28,34,25,5,8,15,17,110,0.586,0.552,0.337,0.209,14.3,90.3,46.6,58.1,4.8,15.7,13.8,100.0,105.4,122.7
TOR,202202250CHO,0,0,37,84,0.44,6,23,0.261,13,23,0.565,10,26,36,18,6,4,17,12,93,0.494,0.476,0.274,0.274,20.4,66.7,40.9,48.6,6.0,7.4,15.3,100.0,92.7,124.7
CHO,202202250CHO,1,1,52,94,0.553,15,40,0.375,6,9,0.667,13,39,52,34,10,7,18,20,125,0.638,0.633,0.426,0.096,33.3,79.6,59.1,65.4,10.0,11.5,15.5,100.0,124.7,92.7
OKC,202202250IND,1,0,50,101,0.495,11,31,0.355,18,24,0.75,11,43,54,23,8,3,11,19,129,0.578,0.55,0.307,0.238,22.0,78.2,51.4,46.0,7.2,4.7,9.0,100.0,116.6,113.0
IND,202202250IND,0,1,49,101,0.485,14,37,0.378,13,22,0.591,12,39,51,31,8,11,14,19,125,0.565,0.554,0.366,0.218,21.8,78.0,48.6,63.3,7.2,15.7,11.2,100.0,113.0,116.6
HOU,202202250ORL,0,0,44,94,0.468,14,47,0.298,9,20,0.45,10,31,41,22,12,3,13,24,111,0.54,0.543,0.5,0.213,18.5,75.6,43.2,50.0,11.5,6.4,11.2,100.0,106.7,114.4
ORL,202202250ORL,1,1,42,83,0.506,13,36,0.361,22,29,0.759,10,44,54,20,7,4,19,22,119,0.621,0.584,0.434,0.349,24.4,81.5,56.8,47.6,6.7,8.5,16.6,100.0,114.4,106.7
SAS,202202250WAS,1,0,57,105,0.543,9,29,0.31,34,43,0.791,16,34,50,35,6,3,17,22,157,0.633,0.586,0.276,0.41,36.4,75.6,56.2,61.4,5.0,4.3,12.1,100.0,130.1,126.8
WAS,202202250WAS,0,1,59,108,0.546,16,38,0.421,19,24,0.792,11,28,39,36,10,5,16,29,153,0.645,0.62,0.352,0.222,24.4,63.6,43.8,61.0,8.3,6.6,11.9,100.0,126.8,130.1
MIA,202202250NYK,1,0,39,83,0.47,11,32,0.344,26,35,0.743,4,40,44,22,13,5,10,28,115,0.584,0.536,0.386,0.422,9.1,88.9,49.4,56.4,12.7,14.3,9.2,100.0,112.3,97.7
NYK,202202250NYK,0,1,30,75,0.4,14,40,0.35,26,36,0.722,5,40,45,19,4,1,18,30,100,0.55,0.493,0.533,0.48,11.1,90.9,50.6,63.3,3.9,2.0,16.5,100.0,97.7,112.3
PHI,202202250MIN,1,0,42,82,0.512,19,39,0.487,30,36,0.833,6,36,42,30,10,0,12,23,133,0.68,0.628,0.476,0.439,15.8,80.0,50.6,71.4,9.9,0.0,10.9,100.0,131.1,100.5
MIN,202202250MIN,0,1,36,86,0.419,9,39,0.231,21,25,0.84,9,32,41,23,4,1,16,27,102,0.526,0.471,0.453,0.291,20.0,84.2,49.4,63.9,3.9,2.3,14.2,100.0,100.5,131.1
NOP,202202250PHO,1,0,38,87,0.437,8,29,0.276,33,41,0.805,16,37,53,21,10,4,11,18,117,0.557,0.483,0.333,0.471,34.8,84.1,58.9,55.3,10.3,9.5,9.5,100.0,120.7,105.2
PHO,202202250PHO,0,1,36,82,0.439,12,40,0.3,18,24,0.75,7,30,37,23,6,8,14,27,102,0.551,0.512,0.488,0.293,15.9,65.2,41.1,63.9,6.2,13.8,13.1,100.0,105.2,120.7
DAL,202202250UTA,0,0,42,88,0.477,17,39,0.436,8,8,1.0,8,22,30,22,9,3,12,21,109,0.595,0.574,0.443,0.091,18.6,71.0,40.5,52.4,9.8,8.3,11.6,100.0,118.3,123.7
UTA,202202250UTA,1,1,40,74,0.541,16,38,0.421,18,22,0.818,9,35,44,22,9,4,18,14,114,0.681,0.649,0.514,0.297,29.0,81.4,59.5,55.0,9.8,8.2,17.7,100.0,123.7,118.3
LAC,202202250LAL,1,0,41,83,0.494,10,26,0.385,13,19,0.684,7,40,47,25,8,8,17,19,105,0.575,0.554,0.313,0.229,17.1,75.5,50.0,61.0,8.0,12.9,15.7,100.0,105.4,102.4
LAL,202202250LAL,0,1,39,93,0.419,8,31,0.258,16,21,0.762,13,34,47,18,8,7,12,17,102,0.499,0.462,0.333,0.226,24.5,82.9,50.0,46.2,8.0,12.3,10.5,100.0,102.4,105.4
BOS,202202260DET,1,0,42,88,0.477,10,26,0.385,19,21,0.905,10,27,37,31,5,6,10,21,113,0.581,0.534,0.295,0.239,24.4,73.0,47.4,73.8,5.3,10.0,9.3,100.0,118.8,109.3
DET,202202260DET,0,1,39,87,0.448,7,27,0.259,19,22,0.864,10,31,41,18,4,4,14,22,104,0.538,0.489,0.31,0.253,27.0,75.6,52.6,46.2,4.2,6.5,12.6,100.0,109.3,118.8
TOR,202202260ATL,0,0,38,95,0.4,10,32,0.313,14,19,0.737,11,31,42,25,5,2,13,26,100,0.484,0.453,0.337,0.2,21.6,86.1,48.3,65.8,5.0,3.8,11.2,100.0,99.5,126.3
ATL,202202260ATL,1,1,48,83,0.578,13,31,0.419,18,22,0.818,5,40,45,27,8,8,12,19,127,0.685,0.657,0.373,0.265,13.9,78.4,51.7,56.3,8.0,12.7,11.5,100.0,126.3,99.5
MEM,202202260CHI,1,0,44,100,0.44,7,23,0.304,21,26,0.808,19,42,61,23,5,10,14,24,116,0.52,0.475,0.23,0.26,35.2,87.5,59.8,52.3,4.7,13.7,11.2,100.0,109.9,104.2
CHI,202202260CHI,0,1,39,93,0.419,9,20,0.45,23,30,0.767,6,35,41,17,9,3,10,17,110,0.518,0.468,0.215,0.323,12.5,64.8,40.2,43.6,8.5,3.9,8.6,100.0,104.2,109.9
WAS,202202260CLE,0,0,35,81,0.432,11,23,0.478,5,6,0.833,7,35,42,19,8,7,18,24,86,0.514,0.5,0.284,0.074,16.3,72.9,46.2,54.3,8.6,12.1,17.7,100.0,92.9,99.3
CLE,202202260CLE,1,1,32,83,0.386,8,25,0.32,20,24,0.833,13,36,49,22,9,5,14,10,92,0.492,0.434,0.301,0.289,27.1,83.7,53.8,68.8,9.7,8.6,13.0,100.0,99.3,92.9
SAS,202202260MIA,0,0,50,90,0.556,14,31,0.452,15,19,0.789,12,34,46,33,5,1,22,31,129,0.656,0.633,0.344,0.211,30.0,89.5,59.0,66.0,4.7,1.8,18.3,100.0,121.2,124.9
MIA,202202260MIA,1,1,47,83,0.566,12,28,0.429,27,38,0.711,4,28,32,25,8,3,12,20,133,0.667,0.639,0.337,0.458,10.5,70.0,41.0,53.2,7.5,5.1,10.7,100.0,124.9,121.2
BRK,202202260MIL,1,0,44,92,0.478,13,34,0.382,25,33,0.758,12,28,40,24,7,5,9,24,126,0.591,0.549,0.37,0.359,23.5,87.5,48.2,54.5,6.8,12.5,7.8,100.0,122.7,119.8
MIL,202202260MIL,0,1,41,78,0.526,16,38,0.421,25,38,0.658,4,39,43,24,4,0,15,26,123,0.649,0.628,0.487,0.487,12.5,76.5,51.8,58.5,3.9,0.0,13.7,100.0,119.8,122.7
SAC,202202260DEN,0,0,38,89,0.427,9,30,0.3,25,33,0.758,9,36,45,24,4,3,13,25,110,0.531,0.478,0.337,0.371,18.0,90.0,50.0,63.2,3.8,7.7,11.2,100.0,105.1,109.9
DEN,202202260DEN,1,1,38,82,0.463,16,43,0.372,23,29,0.793,4,41,45,29,5,2,15,25,115,0.607,0.561,0.524,0.354,10.0,82.0,50.0,76.3,4.8,3.4,13.7,100.0,109.9,105.1
PHI,202202270NYK,1,0,38,78,0.487,10,33,0.303,39,44,0.886,5,38,43,28,13,5,10,26,125,0.642,0.551,0.423,0.564,12.5,76.0,47.8,73.7,12.7,9.6,9.3,100.0,121.8,106.2
NYK,202202270NYK,0,1,38,85,0.447,11,33,0.333,22,35,0.629,12,35,47,21,6,2,18,24,109,0.543,0.512,0.388,0.412,24.0,87.5,52.2,55.3,5.8,4.4,15.2,100.0,106.2,121.8
UTA,202202270PHO,1,0,44,94,0.468,17,40,0.425,13,20,0.65,14,27,41,23,7,6,10,16,118,0.574,0.559,0.426,0.213,35.0,73.0,53.2,52.3,7.7,10.3,8.9,100.0,129.3,124.9
PHO,202202270PHO,0,1,44,86,0.512,13,28,0.464,13,16,0.813,10,26,36,24,7,5,9,19,114,0.613,0.587,0.326,0.186,27.0,65.0,46.8,54.5,7.7,9.3,8.8,100.0,124.9,129.3
BOS,202202270IND,0,0,39,91,0.429,12,43,0.279,17,20,0.85,12,28,40,25,5,9,10,13,107,0.536,0.495,0.473,0.22,23.5,73.7,44.9,64.1,5.1,15.8,9.1,100.0,109.3,130.7
IND,202202270IND,1,1,47,90,0.522,17,33,0.515,17,20,0.85,10,39,49,25,7,5,14,23,128,0.648,0.617,0.367,0.222,26.3,76.5,55.1,53.2,7.2,10.4,12.4,100.0,130.7,109.3
DET,202202270CHO,1,0,50,110,0.455,14,40,0.35,13,18,0.722,22,32,54,30,10,3,15,29,127,0.539,0.518,0.364,0.164,39.3,72.7,54.0,60.0,9.4,5.2,11.3,100.0,118.8,117.9
CHO,202202270CHO,0,1,45,89,0.506,13,31,0.419,23,34,0.676,12,34,46,25,8,8,17,19,126,0.606,0.579,0.348,0.382,27.3,60.7,46.0,55.6,7.5,11.4,14.1,100.0,117.9,118.8
